Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review,auto_review_predicted,auto_review_pred_confidence,auto_review_action
হাহাহাহহাহা,Dhaka,,,Sarcastic_negative,0.3676786563147927,model_autofill,True,Sarcastic_negative,0.4369940225331959,keep
মহাসুখের শেষ হলে সবকিছুতেই কষ্ট হয় সার্ভিস ভাই!,Dhaka,Khulna,Jessore,Neutral,0.3321799860617445,model_autofill,True,Sarcastic_negative,0.36931729471145175,keep
আপনার কষ্ট লাগলেও আমাদের ভালো লাগে কারণ হাড্ডি দেখলে যেমন কুত্তা দৌড় দেয় প্রধানমন্ত্রীর গাড়ি পেছনে তেমন ছাত্রদল দৌড়ায়,Dhaka,Rangpur,Nilphamari,Negative,0.3508010526513417,model_autofill,True,Negative,0.41988682494124074,keep
এত তো তোমাদের গাড়ির পেছনে দৌড়াইছে তখন কষ্ট লাগে নাই,Khulna,Jessore,,Sarcastic_negative,0.3733594651636655,model_autofill,True,Negative,0.39884812950664345,keep
বাচা একটা চাটাচাটি না করলে উপরে উঠা যায় না।উপরে উঠতে হলে নেতার জুতা চাটতে হয়। সেই জন্য প্রধানমন্ত্রী গাড়ি পিছনে দৌড়ানো লাগে।বুঝছো সারজিস,Dhaka,,,Positive,0.3487491923725255,model_autofill,True,Sarcastic_negative,0.38606511431856483,keep
আমার বঙ্গবন্ধু বলে তেলবাজী করা সারজিদ আলমের কষ্ট হওয়াটাই স্বাভাবিক,সিলেট,Sylhet,,Negative,0.3308537081374629,model_autofill,True,Negative,0.3195430233666795,keep
পোদ পেতে হবে ত চা-টা চাটি করলে তো ভালো ফলন আসতে পারে সেটি হোক না মান ইজ্জত এর লড়াই,Chandpur,,,Neutral,0.3676947448640196,model_autofill,True,Neutral,0.36485137509868254,keep
Amar chotobelar kotha mone pore. Cinemar liflet dito rickshaw te. Peson peson douratam ekta liflet paoar jonno. R pele monta h…,Dhaka,,,Sarcastic_negative,0.3536682790373641,model_autofill,True,Neutral,0.33073602562435295,keep
Jole,Dhaka,,,Sarcastic_negative,0.3697623071457577,model_autofill,True,Sarcastic_negative,0.377049154831719,keep
জলে নাকি চলে সাজিস মলম,Dhaka,,,Sarcastic_negative,0.385242010621116,model_autofill,True,Negative,0.39362658707149173,keep
Jamater lungir tale dukle vlo lage,Barisal,Patuakhali,,Sarcastic_negative,0.3506142168685314,model_autofill,True,Sarcastic_negative,0.36478700396573777,keep
Tor bada oii joggota nai Togo any koyta kormi acy ncp …,কিশোরগঞ্জ,Dhaka,Kishoreganj,Sarcastic_negative,0.3791833318167687,model_autofill,True,Sarcastic_negative,0.5313643613830656,keep
পা চেটে যখন বেশি চাটে তখন ওইকাজ করে,Rangpur,Nilphamari,,Positive,0.3728733362165656,model_autofill,True,Sarcastic_negative,0.3154688341875627,keep
বেশি কষ্ট পেলে বুড়িগঙ্গার পানি খান কষ্ট দূর হয়ে যাবে,Cox's Bazar,,,Sarcastic_negative,0.3207824351676874,model_autofill,True,Sarcastic_negative,0.4014577949261546,keep
Vai tumi je kono np na taw amn vab koro tumi np theke boro kico Np der pico pico goro,Dhaka,Khulna,Kushtia,Neutral,0.3592234209419568,model_autofill,True,Sarcastic_negative,0.5555355697299699,keep
তোহ তুরা দৌড়া,Dhaka,Comilla,,Sarcastic_negative,0.3753994981227525,model_autofill,True,Sarcastic_negative,0.4368395816543891,keep
"""সেটাই তো দৌড়ানোর কি আছে রে ভাই,, মানে ব্যক্তিত্ব বইলা কিছু নাই",Dhaka,Khulna,Magura,Negative,0.3794386086964679,model_autofill,True,Negative,0.4296927582468721,keep
সারা জীবন মন্ত্রীর পিছনে দাঁড়িয়ে থাকা মানুষ আজ কি বলে,Dhaka,Gazipur,,Sarcastic_negative,0.3016541356131491,model_autofill,True,Sarcastic_negative,0.48384084831595464,keep
একটু চাটা চাটি না করলে কি আর হয়,Rajshahi,Pabna,,Positive,0.3043877460508923,model_autofill,True,Sarcastic_negative,0.42728469371147637,keep
উড়িষ্যার তেল মারে,গাজীপুর,Mymensingh,,Sarcastic_negative,0.3185752061450689,model_autofill,True,Sarcastic_negative,0.38468022310137184,keep
আসলেই তার কোন মূল্যেই নাই,Dhaka,Jamalpur,,Negative,0.3629058761505773,model_autofill,True,Negative,0.46429730312365514,keep
"""কষ্টের কি আছে বাড়া,",Thakurgaon,,,Negative,0.3612159262182089,model_autofill,True,Negative,0.42241113762200766,keep
কতবড় মায়াশীল ব্যক্তি রে,Dhaka,,,Negative,0.2910274016700619,model_autofill,True,Negative,0.3504326050932742,keep
Botder sob kichutei JOLE,Dhaka,Chittagong,Lakshmipur,Sarcastic_negative,0.3242376439196158,model_autofill,True,Sarcastic_negative,0.3523031409398594,keep
"""এক সময় তিনিও আওয়ামী লীগের নেতাকর্মীদের পিছনে ঠিক এই ভাবেই দৌড়ে বেরাতেন, তাই সে কষ্টটা বুঝতে পারছেন",Dhaka,,,Negative,0.3804839476562135,model_autofill,True,Negative,0.4124040506555898,keep
যারা দৌড়ায় তাদের কষ্ট লাগে না,Dhaka,Tangail,,Sarcastic_negative,0.3506762500052108,model_autofill,True,Negative,0.32986241809989236,keep
মুলদলের উপরের আওয়ামী ঘেঁষা নেতাদের থেকে ছাত্রদল অনেক অনেক ভালো।,Dhaka,Pabna,,Sarcastic_negative,0.3844031317819956,model_autofill,True,Sarcastic_negative,0.3941206741052276,keep
এসব বলে ফর্মে উঠতে চাও বাপু,Chittagong,Cox's Bazar,,Positive,0.3781862846676072,model_autofill,True,Sarcastic_negative,0.42346681080165577,keep
নয়ন lite,Dhaka,Munshiganj,,Negative,0.3846068958954441,model_autofill,True,Negative,0.3544265765935405,keep
সাবেক ছাএলীগ নাকি?,ময়মনসিংহ,,,Sarcastic_negative,0.3416055150017286,model_autofill,True,Sarcastic_negative,0.3949134414980742,keep
দৌড়ায় ক্যান,Tangail,,,Sarcastic_negative,0.3881710005509613,model_autofill,True,Sarcastic_negative,0.4488582196268448,keep
ও্যার বিচার আগোত হওয়া লাগবে,Dhaka,,,Negative,0.3696598066266887,model_autofill,True,Negative,0.38129156963898236,keep
প্রধানমন্ত্রী যে উনার ভাই.......,Dhaka,,,Neutral,0.3500866865827698,model_autofill,True,Neutral,0.33772191016661246,keep
তাহলে তুমি প্রধানমন্ত্রীর গাড়ির পেছনে দৌড়াও শান্তি পাবা,Dhaka,,,Sarcastic_negative,0.2963652350769043,model_autofill,True,Sarcastic_negative,0.35096912462111535,keep
বুকটা ফাইট্টা যায় এখানে তো দৌড়ানোর কথা ছিল তার খেলা যে চলছে কোন লেবেলে।,Dhaka,,,Positive,0.3244424676325066,model_autofill,True,Positive,0.40505990403771164,keep
জমিদারের নাতিকে নেওয়া দরকার,Dhaka,,,Sarcastic_negative,0.3575974632809526,model_autofill,True,Neutral,0.6630672877117486,change
"""Amk o kosto dey,,,ei bura boyoshe dour jhap korte hoy tar",Dhaka,,,Sarcastic_negative,0.3398050936253068,model_autofill,True,Sarcastic_negative,0.40493844533331347,keep
ইউনুস কে রাষ্ট্রপতি হিসেবে দেখতে চাই,Dhaka,,,Positive,0.3225068650418672,model_autofill,True,Positive,0.3739318729659455,keep
প্রধানমন্ত্রী এটা সবার। চাইলে আপনিও দৌড়াতে পারেন।,Dhaka,,,Sarcastic_negative,0.3176487905065824,model_autofill,True,Sarcastic_negative,0.3615952112731854,keep
"""আইসো আবার মব করতে, তুমার অপেক্ষায় বাংলাদেশ, …",Tangail,,,Negative,0.3267967596229257,model_autofill,True,Sarcastic_negative,0.37380008144070276,keep
জাতির আউব্বার গুনগান করো তখন??,Sirajganj,,,Positive,0.3837670077293666,model_autofill,True,Positive,0.35569266321544907,keep
আন্দুলনের ডাক লিদার,Dhaka,Feni,,Sarcastic_negative,0.382904801856734,model_autofill,True,Sarcastic_negative,0.4312929700534379,keep
কুকুর তো অনিবার পিছনে দৌড়াবেই।,Dhaka,Rangpur,Faridpur,Sarcastic_negative,0.3193337568914724,model_autofill,True,Negative,0.4023695752153454,keep
এটা ওদের প্রাপ্য,চট্টগ্রাম,Chittagong,,Negative,0.3749252075250414,model_autofill,True,Negative,0.4016550058459946,keep
কেনো তোমারও কি ইচ্ছা করে নাকি!!,Dhaka,Faridpur,,Sarcastic_negative,0.3637404271628994,model_autofill,True,Sarcastic_negative,0.374688665232966,keep
তোমার পিছনে যখন মেধাবী নামক ছাত্ররা দৌড়ায় তখন ভালো লাগে?,Chittagong,Brahmanbaria,,Negative,0.3632371888226252,model_autofill,True,Negative,0.4648610783654991,keep
চাচায় ভালো দৌড়ে,কিশোরগঞ্জ,Dhaka,Kishoreganj,Sarcastic_negative,0.3114981173115587,model_autofill,True,Sarcastic_negative,0.37423041398444074,keep
"""আসলেই লজ্জাও এবং সাথে দলের ভাব মুর্তি নষ্ট হলো,কিন্তু ছাত্রদল সভাপতি উনার নিজেরই'ত ব্যাক্তিত্য নেই।",Sylhet,,,Negative,0.3783319061440778,model_autofill,True,Negative,0.41708148502589815,keep
এতে তুর কি সমস্যা। এটা যার যার ব্যাক্তিগত বিষয়।,Brahmanbaria,,,Sarcastic_negative,0.3598907811089225,model_autofill,True,Sarcastic_negative,0.40002132593306405,keep
এখন যদি একটা মার্সিডিজ গাড়ি নিয়ে ঘুরতো তাইলে বলতেন যে এত টাকা কই পাইসে আর এখন দেওরা তারপর আপনাদের সমস্যা,Dhaka,,,Sarcastic_negative,0.3661505586640736,model_autofill,True,Sarcastic_negative,0.37303821107311347,keep
লুঙ্গির নিচে থাকতে পারলে আরাম লাগে,Chittagong,,,Negative,0.3779648674565549,model_autofill,True,Negative,0.39263458106682075,keep
প্রধানমন্ত্রী পিছে দৌড়াবে না ছাত্রদলের পোলা তাহলে তুমি দৌড়াবে তার পিছে,Dhaka,,,Sarcastic_negative,0.2928673593765594,model_autofill,True,Sarcastic_negative,0.3155345853774136,keep
ভালো,Dhaka,,,Sarcastic_negative,0.3633850741123154,model_autofill,True,Sarcastic_negative,0.4429275142032633,keep
সেই কষ্টও কি তুমার পেছন দিকে নাকি ভাতিজা।,Sylhet,,,Negative,0.362151248552561,model_autofill,True,Sarcastic_negative,0.3919942254177663,keep
বাগবাটোরা কমে গেছে তাই অন্যের দৌড়ানি দেখে কষ্ট হয়,Dhaka,Comilla,,Negative,0.3211214449282952,model_autofill,True,Sarcastic_negative,0.35030613108706093,keep
যাক ছাত্রদল যে কষ্ট করছে তা মার্কেটিং করে দিল।,Chittagong,,,Negative,0.3629821695882103,model_autofill,True,Negative,0.43776771486921917,keep
তোমার ও ইচ্ছে করে বুঝি,Dhaka,Kushtia,,Negative,0.3317113561528361,model_autofill,True,Negative,0.36783289654572265,keep
Bat 'par',Chittagong,Noakhali,Habiganj,Sarcastic_negative,0.3805224663607692,model_autofill,True,Sarcastic_negative,0.39161068570913055,keep
"""আহারে,,,নেত্রী আজ দেশে নাই বিদায় দৌড়াতে পারে না",Dhaka,Narsingdi,,Sarcastic_negative,0.3826425186930439,model_autofill,True,Sarcastic_negative,0.49163155041142226,keep
তোমারে কষ্ট দেয় কেন যে দৌড়ায় তার কোন কষ্ট হয় নাহ।,Dhaka,,,Negative,0.3419355745691181,model_autofill,True,Sarcastic_negative,0.3431068515584835,keep
আমি ও কষ্ট পেয়েছি MD Oliullah ভাই আপনি কষ্ট পাইছেন নাকি,Dhaka,,,Sarcastic_negative,0.3830391020334969,model_autofill,True,Sarcastic_negative,0.3432685566360776,keep
কারাও পিছনে না লাগাই ভালো,Mymensingh,,,Negative,0.371186235706414,model_autofill,True,Negative,0.4350034346081214,keep
সে দৌড়াবে না কি করবে তার ব্যক্তিগত ব্যাপার তোর কষ্ট লাগলে তাকে গিয়ে একটা গাড়ি কিনে দে,Chittagong,Noakhali,,Negative,0.3739981958690019,model_autofill,True,Negative,0.4244914102834066,keep
SB Belal,Dhaka,,,Sarcastic_negative,0.3402443961494509,model_autofill,True,Sarcastic_negative,0.4357577641916746,keep
মানবিক মানুষ,Dhaka,,,Sarcastic_negative,0.3110558495858556,model_autofill,True,Neutral,0.31965450651217164,keep
Vai toder goyar modde eto jole keno,Dhaka,,,Sarcastic_negative,0.3443547990013412,model_autofill,True,Neutral,0.47623146382775816,keep
"""আসলেই লজ্জাও এবং সাথে দলের ভাব মুর্তি নষ্ট হলো,কিন্তু ছাত্রদল সভাপতি উনার নিজেরই'ত ব্যাক্তিত্য নেই।",Sylhet,,,Negative,0.3783319061440778,model_autofill,True,Negative,0.41708148502589815,keep
সত্যি অনেক হাসি পায়,Dhaka,,,Neutral,0.383404367539793,model_autofill,True,Sarcastic_negative,0.4617908818168796,keep
সাদ্দামের এক কলে ২০০ বার আব্বা বলা সারভিজ মলম রাকিব ভাইকে নিয়া সমালোচনা করে হাই খালিদ,Dhaka,,,Negative,0.3852955341383909,model_autofill,True,Negative,0.3452984577724333,keep
মায়াকান্না,Dhaka,Barisal,,Sarcastic_negative,0.3760531334430922,model_autofill,True,Sarcastic_negative,0.38627244832021634,keep
একে আইনের আওতায় আনা হোক,Jessore,,,Negative,0.3571666591670264,model_autofill,True,Neutral,0.44454754507094385,keep
তুইও দৌড়া তাহলে কষ্ট ভুলে খুশি খুশি লাগবে,Khulna,Satkhira,,Negative,0.3522226464541099,model_autofill,True,Negative,0.3619379410302065,keep
"""অ্যায়ও তো বিনোদনের বস্তু হয়ে যাচ্ছে ে ে,,,,",Rangpur,,,Sarcastic_negative,0.3737176231194686,model_autofill,True,Sarcastic_negative,0.4853486209253446,keep
যুবদল নেতা,Dhaka,,,Positive,0.3237727614776254,model_autofill,True,Sarcastic_negative,0.3408042831827428,keep
কষ্ট ফেলে বলতে হয় না!,নরসিংদী,Dhaka,Chattogram,Sarcastic_negative,0.3450769660359329,model_autofill,True,Sarcastic_negative,0.473937551073656,keep
কিন্তু তুই যে একসময় সিংগারার প্লেট আর চায়ের কাপ টানতি? মনে নাই?,Dhaka,,,Sarcastic_negative,0.3547786369293217,model_autofill,True,Sarcastic_negative,0.39699895040265704,keep
আস্তাগফিরুল্লাহ,জামালপুর,Dhaka,Jamalpur,Negative,0.3721038937780634,model_autofill,True,Negative,0.5894292555027454,keep
আদু ভাই দৌড়াতে পেরে খুশি,Dhaka,,,Sarcastic_negative,0.352711168301637,model_autofill,True,Sarcastic_negative,0.39738397624593663,keep
উনার ব্যাক্তিত্ব নেই।,Dhaka,Tangail,,Sarcastic_negative,0.3336845000795281,model_autofill,True,Positive,0.32152587537866545,keep
তুই ও দৌঁড়া......,Chittagong,Jhenaidah,,Sarcastic_negative,0.3857954353915138,model_autofill,True,Sarcastic_negative,0.35398761317967725,keep
আর কিছুতে কষ্ট হয়না,Barisal,,,Positive,0.2846928069111438,model_autofill,True,Sarcastic_negative,0.327642206721281,keep
তয় কি তোর পিছের দৌঁড়াবে?,Dhaka,Faridpur,,Sarcastic_negative,0.375324230885544,model_autofill,True,Sarcastic_negative,0.39173745697601187,keep
"""একে বলে, পরস্রি কাতর,,,",Chittagong,Noakhali,,Sarcastic_negative,0.3540883980840896,model_autofill,True,Sarcastic_negative,0.43745945423182453,keep
প্রধানমন্ত্রীর গাড়ির পেছনে ছাত্রদল সভাপতি দৌড়াবে না তো আপনি দৌড়াবেন।,Dhaka,,,Sarcastic_negative,0.3861506577247253,model_autofill,True,Sarcastic_negative,0.401333810968032,keep
এবার তুই দৌড়াইশ,Comilla,,,Positive,0.3713566450738722,model_autofill,True,Positive,0.3605723195257959,keep
Tui ja taila,Dhaka,,,Negative,0.3334681724137753,model_autofill,True,Neutral,0.4759043487867326,keep
প্রধানমন্ত্রীর দৌড়াবে না তোর পিছনে দৌড়াবে।,Dhaka,Gazipur,Sirajganj,Positive,0.3422606500612343,model_autofill,True,Negative,0.3057123444422291,keep
Tui pate k tar,Dhaka,Rangpur,,Sarcastic_negative,0.3148068045792292,model_autofill,True,Neutral,0.41968626448454993,keep
"""ছাত্রদল ভাইয়েরা তোমরা দৌড়াদৌড়ি, হুড়োহুড়ি, ঠেলাঠেলি কইরো না।তারে একটু সুযোগ করে দেও। আহারে বেচারা!",Dhaka,Faridpur,,Negative,0.3794966580478733,model_autofill,True,Sarcastic_negative,0.5291619516632984,keep
"""কারণ, সবাইতো জুলাইবিক্রেতা না। জুলাইবিক্রির চেয়ে প্রয়োজনে ৩০ প্রধানমন্ত্রীর গাড়ির পেছনে দৌড়ানো বেটার।",Barisal,Bhola,,Negative,0.3111302046928445,model_autofill,True,Negative,0.3871846240362165,keep
যদি তোর কষ্ট হয় তাড়াতাড়ি সুইসাইড কর,Dhaka,Khulna,Jessore,Negative,0.3236551478946515,model_autofill,True,Negative,0.370498207321525,keep
"""কষ্ট তো লাগবেই, তুমি যে এমপিই হতে পারোনাই।",ঢাকা,,,Sarcastic_negative,0.3624143852527182,model_autofill,True,Sarcastic_negative,0.39522069175015173,keep
এই কষ্ট কষ্ট না আরো কষ্ট আছে,Dhaka,,,Negative,0.3768954358767274,model_autofill,True,Negative,0.4040124210305132,keep
রাকিব ভাইকে এবার একটা বড় পদ দেওয়া হোক সে অনেক কষ্ট করেছে।,Dhaka,Chittagong,Noakhali,Sarcastic_negative,0.3384077308420719,model_autofill,True,Negative,0.33319986055236495,keep
"""উনি একজন সেক্টর কমান্ডার,,, দৌঁড়ানোর ট্রেনিং আছে উনার",Dhaka,,,Negative,0.3668737025383579,model_autofill,True,Negative,0.5135125781397502,keep
মাসীর দরদ।,কক্সবাজার,Cox's Bazar,,Sarcastic_negative,0.3450447232061158,model_autofill,True,Sarcastic_negative,0.3856134942049162,keep
তোমার তো হিংসা হয় তুমি তার যোগ্য নও,Bogra,,,Sarcastic_negative,0.3124703591731948,model_autofill,True,Sarcastic_negative,0.4920110288468438,keep
আসলেই কষ্টের দুঃখজনক,Khulna,,,Sarcastic_negative,0.3418913081915073,model_autofill,True,Sarcastic_negative,0.3734465912191249,keep
"""খান,,,র ছেলে তোর সমস্যা কি",Dhaka,Noakhali,Jessore,Sarcastic_negative,0.3843933988167571,model_autofill,True,Sarcastic_negative,0.39110463195992023,keep
নিজের বেলায় নাই তো তাই কষ্ট লাগে,Dhaka,,,Sarcastic_negative,0.3620624449147674,model_autofill,True,Sarcastic_negative,0.33595601562154925,keep
"""আহারে খুব জালা,,,১৭bochor Chatro lig er lungir nice douraiso tokhon mone chilo na?",Dhaka,Munshiganj,,Neutral,0.3755818654302318,model_autofill,True,Sarcastic_negative,0.5812418439147293,keep
এটা সত্যিই খারাপ লাগার বিষয় যে নেতাকর্মীরা এতো এতো পরিশ্রম করেছে তাদের এসব মানায় না,Rangpur,,,Negative,0.331264825467251,model_autofill,True,Negative,0.37077925143916024,keep
ওসব চাটা পার্টি,Dhaka,Mymensingh,Pabna,Sarcastic_negative,0.384720880200669,model_autofill,True,Sarcastic_negative,0.40184742453516087,keep
ওরে তেল,ঢাকা,,,Sarcastic_negative,0.3323040308202212,model_autofill,True,Sarcastic_negative,0.5320516981106862,keep
বেডা তুই ও একসময় দৌড়াতি ভুলে গেছিস,Dhaka,Sylhet,,Negative,0.3777513160762705,model_autofill,True,Sarcastic_negative,0.3659342843955122,keep
"""ছাত্রদল তাদের নেতার গাড়ির পিছনে দৌড়াবে নাকি সামনে দৌড়াবে নাকি হেঁটে যাবে সেটা তাদের ব্যাপার তোর কষ্টের কারনতো বুঝলাম না,,নাকি তোদের জ্বলছে?",Dhaka,Gazipur,Naogaon,Negative,0.3863762437797288,model_autofill,True,Negative,0.474972397975913,keep
যা এবার ওকে দুলাভাই বানা এতো কষ্ট হলে।,Dhaka,Chandpur,,Sarcastic_negative,0.334959474143955,model_autofill,True,Sarcastic_negative,0.35817429882886637,keep
গুপ্ত,ঢাকা,Chattogram,Chittagong,Sarcastic_negative,0.3498199018386619,model_autofill,True,Sarcastic_negative,0.3460230160968011,keep
তেল কোম মারো পিও,Dhaka,Jhenaidah,,Sarcastic_negative,0.3359741563280713,model_autofill,True,Sarcastic_negative,0.44383926772562554,keep
সাবেক ছাত্রলীগ নেতা কয় কি,Dhaka,Rangpur,,Neutral,0.3726287822507441,model_autofill,True,Neutral,0.445653763445063,keep
উস্কানিমূলক বক্তব্য দিয়ে ছাত্রদল নেতা রাকিবকে বিদ্রোহ করে তুলতে চায়।,Dhaka,Barisal,Bhola,Negative,0.3699894013586451,model_autofill,True,Negative,0.36651997163277333,keep
আহারে চান্দুর কত মায়া। তুমি যে ছাত্রলীগ করা অবস্থায় বঙ্গবন্ধুকে চাটতে চাটতে মহাকাশ পর্যন্ত নিয়ে গেছিলা সেটার কি হবে? হাসিনা…,Dhaka,Sirajganj,,Neutral,0.3476295083283654,model_autofill,True,Negative,0.3570708920676535,keep
"""তুড়া তুই বাকশালি,বেশি নাটক করিস না,পরে প্যান্ট খুলে পড়বে",চট্টগ্রাম,Chittagong,,Negative,0.3868392731191985,model_autofill,True,Sarcastic_negative,0.43240202610106376,keep
ভিপি সাদিকের দাঁড়িপাল্লার পিছনে দৌড়ানো কষ্ট দেয় না?,বরগুনা,Dhaka,,Neutral,0.3217243045281475,model_autofill,True,Neutral,0.43132937665375565,keep
"""First you need to go the parliament to make the changes , then people vote will happen then passed by the parliament, then sig…""",Dhaka,,,Neutral,0.3762898024363954,model_autofill,True,Sarcastic_negative,0.4478259734980583,keep
Awesome! Congratulations!!,Dhaka,,,Sarcastic_negative,0.3356465969166037,model_autofill,True,Positive,0.2904076486062014,keep
"""আন্নে কথা বললেও কি না বললেও কি,""",Noakhali,,,Positive,0.3696123507898981,model_autofill,True,Positive,0.41909375768550455,keep
সংস্কার চাই,Dhaka,Narsingdi,,Sarcastic_negative,0.3042845748635149,model_autofill,True,Sarcastic_negative,0.313055632047433,keep
"""এনসিপির সকল দূর্নীতি,অনিয়মের বিচার দাবি করছি।""",চট্টগ্রাম,Chittagong,,Negative,0.3338972995243809,model_autofill,True,Negative,0.4957314860495545,keep
ঠিক,Dhaka,Bagerhat,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
জুলাই বিক্রি করে দুই বছরে সবাই নিজেদের আখের গুছিয়ে নিছে,Barisal,,,Positive,0.2808451092473995,model_autofill,True,Sarcastic_negative,0.31610833308851133,keep
তাহলে বলিস না তাহলেই চলে,Dhaka,,,Negative,0.3394082354328407,model_autofill,True,Negative,0.356373637752448,keep
ক্লিয়ার,Sylhet,,,Sarcastic_negative,0.3383645020424251,model_autofill,True,Sarcastic_negative,0.34885587391061024,keep
ঠিক,Dhaka,,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
যা বেডা ফুট,Barisal,,,Sarcastic_negative,0.3736006375453376,model_autofill,True,Sarcastic_negative,0.4055658293010314,keep
কোটা নেতা,চট্টগ্রাম,নড়াইল,Dhaka,Positive,0.3555885283841829,model_autofill,True,Sarcastic_negative,0.31641686253172663,keep
Kotha boilo jail a,Dhaka,,,Sarcastic_negative,0.3726216233139015,model_autofill,True,Positive,0.37591047445984316,keep
দরকার নেই,কুমিল্লা,Comilla,,Negative,0.3282707421215076,model_autofill,True,Neutral,0.2986861997661335,keep
খাল কেটে কুমির আনতেছে বি এন পি,Dhaka,,,Sarcastic_negative,0.3617814265789897,model_autofill,True,Sarcastic_negative,0.5162730998175482,keep
"""বিপদ কেটে গেলে মানুষ বিএনপি হয়ে যায়! NCP জিন্দাবাদ, ইনকিলাব জিন্দাবাদ।""",Dhaka,,,Sarcastic_negative,0.287894655843338,model_autofill,True,Sarcastic_negative,0.3493494023823447,keep
বিপদ কেটে গেলে মানুষ বিম্পি হয়,Bagerhat,,,Neutral,0.3529580436536866,model_autofill,True,Sarcastic_negative,0.4371825506309603,keep
সংসদে তোমি কথা না বললেও সংসদ তোমাকে অনুরোধ করবেনা।,Dhaka,Brahmanbaria,,Positive,0.3545652288237216,model_autofill,True,Positive,0.39846750264943265,keep
তোদের মত ছাগল এর কথায় কি আসে ষায়,Chittagong,Brahmanbaria,,Sarcastic_negative,0.3798895878692955,model_autofill,True,Positive,0.4883453140206051,keep
তোর সংসদে যাওয়ারটা দরকার কি,Dhaka,,,Negative,0.3527640118400628,model_autofill,True,Neutral,0.3035825800036212,keep
দরকার নেই,পিরোজপুর,Dhaka,Gazipur,Negative,0.3282707421215076,model_autofill,True,Neutral,0.2986861997661335,keep
হালার পুতে যে ভাব দেখাচ্ছে মনেহয় সংসদের পুরান লোক।,Dhaka,,,Negative,0.3582524243770619,model_autofill,True,Sarcastic_negative,0.4853653554464442,keep
ঠিক,Khulna,Sylhet,,Negative,0.3128186017725519,model_autofill,True,Negative,0.33548283638624743,keep
