Comment,Sentiment,sentiment_confidence,sentiment_source,needs_review,auto_review_predicted,auto_review_pred_confidence,auto_review_action
সুবিধাভোগী,Sarcastic_negative,0.4036431332817877,model_autofill,True,Sarcastic_negative,0.4466353867923312,keep
Sala batpar ata naki ar prothom,Neutral,0.3762013063602794,model_autofill,True,Neutral,0.4153779364526516,keep
Aghe Kar bal palaila ... Apar lok,Sarcastic_negative,0.3587735628969726,model_autofill,True,Sarcastic_negative,0.34067671974351765,keep
ছোট ভাই তামিম,Neutral,0.287843055457708,model_autofill,True,Sarcastic_negative,0.31717913928928176,keep
"Tmr amur paa chatso,se tmake vote dite dey nay",Sarcastic_negative,0.3712167048154049,model_autofill,True,Neutral,0.3843259828522779,keep
i am to obak,Sarcastic_negative,0.3288697210272097,model_autofill,True,Neutral,0.5211615121503212,keep
গুপ্ত সাধক,Sarcastic_negative,0.3607917623212787,model_autofill,True,Sarcastic_negative,0.3897497656044469,keep
তখন কষ্ট করে ভোট দেওয়া লাগত না,Positive,0.3367778767603306,model_autofill,True,Positive,0.34689445896732585,keep
মনে হচ্ছে আর বয়স 20 মাত্র,Negative,0.3758747278767753,model_autofill,True,Negative,0.39662617408247103,keep
ভায়ে নতুন ভোটার কচি,Sarcastic_negative,0.3134505633646787,model_autofill,True,Sarcastic_negative,0.3776778550851259,keep
Number 1 Butpar,Sarcastic_negative,0.3069086785648073,model_autofill,True,Sarcastic_negative,0.3348453857653921,keep
dot Babar vote oh dot hoi jabe,Sarcastic_negative,0.3756913869631693,model_autofill,True,Sarcastic_negative,0.3361108159994066,keep
Chinta kora jai koto boro natokbaz,Sarcastic_negative,0.3841671434082986,model_autofill,True,Sarcastic_negative,0.43093175347407947,keep
ওনি ধানে মারছে ১০০%,Sarcastic_negative,0.3767297723066272,model_autofill,True,Sarcastic_negative,0.3652713164986235,keep
ওলে লে লে লে,Sarcastic_negative,0.3498680696722725,model_autofill,True,Sarcastic_negative,0.3650295643245456,keep
বয়স ১৮ মাএ,Sarcastic_negative,0.3998280760788403,model_autofill,True,Sarcastic_negative,0.4177012833441912,keep
হাহাহা,Sarcastic_negative,0.3505733603059702,model_autofill,True,Sarcastic_negative,0.42974322682836347,keep
বিহারি,Sarcastic_negative,0.3904103775967449,model_autofill,True,Sarcastic_negative,0.3947387018205105,keep
২০০৮ এ তামিম কি নাবালক ছিল,Negative,0.3511986785980396,model_autofill,True,Negative,0.3726290526145739,keep
বিহারি তামিম,Sarcastic_negative,0.3881366499924318,model_autofill,True,Sarcastic_negative,0.38456947632630256,keep
#NoBoatNoVote,Sarcastic_negative,0.4031680017982416,model_autofill,True,Sarcastic_negative,0.4061903421061849,keep
ধন চুসা,Sarcastic_negative,0.3487842094293225,model_autofill,True,Sarcastic_negative,0.35416961486668413,keep
Batpar,Sarcastic_negative,0.3314045580260542,model_autofill,True,Sarcastic_negative,0.3801943524301849,keep
তাহলে আগে তুমি গুপ্ত ছিলা তামিল কাকু!?,Sarcastic_negative,0.4027621127538909,model_autofill,True,Sarcastic_negative,0.43904676493108025,keep
বাংলাদেশে থাকতে হলে আরো কত কিছু দেখতে পারবো,Positive,0.3632578594535571,model_autofill,True,Negative,0.35687253001684294,keep
#NoElectionWithoutAwamileague,Sarcastic_negative,0.3238126240751575,model_autofill,True,Sarcastic_negative,0.33154978923841993,keep
Jitle BCB head hoben apni sure.,Sarcastic_negative,0.3593321219441008,model_autofill,True,Sarcastic_negative,0.3740327596137085,keep
আগেও তিনি আপা কে সুন্দর করে ভোট দিছে,Positive,0.3841868225015807,model_autofill,True,Positive,0.46148106398553607,keep
dalal,Sarcastic_negative,0.3909523524251519,model_autofill,True,Sarcastic_negative,0.4377096362161928,keep
"গোলআলু, জার ব্যাক্তিত্বের সমস্যা আছে",Negative,0.3719893800111083,model_autofill,True,Negative,0.46461550231137216,keep
Sala batpar,Sarcastic_negative,0.3536982243678074,model_autofill,True,Sarcastic_negative,0.383906158105302,keep
তুই নাবালক ছিলি এতোদিন।,Sarcastic_negative,0.4039600922527824,model_autofill,True,Sarcastic_negative,0.4637210665854945,keep
Dalal a bole ki,Sarcastic_negative,0.3880408047411361,model_autofill,True,Sarcastic_negative,0.40183678480835905,keep
তামিন কি আগে ভোট দে নি শালার পুত,Negative,0.3905482497529116,model_autofill,True,Sarcastic_negative,0.34604751930993194,keep
শালার পাকিস্তানি বিহারি,Negative,0.3691439378400893,model_autofill,True,Sarcastic_negative,0.426826665882733,keep
Dur dalal,Sarcastic_negative,0.3857791517879445,model_autofill,True,Sarcastic_negative,0.4266819762280058,keep
মাদারচোদ তামিম,Negative,0.3515787009342911,model_autofill,True,Negative,0.3726740108608061,keep
Dalal,Sarcastic_negative,0.3909523524251519,model_autofill,True,Sarcastic_negative,0.4377096362161928,keep
একটা মানুষ এত বড় বাটপার হয় কি করে,Positive,0.3752962796654834,model_autofill,True,Positive,0.40492817961302374,keep
ওরে চিটার!,Sarcastic_negative,0.3568250821315135,model_autofill,True,Sarcastic_negative,0.48790553681631565,keep
দালাল না এজেন্ট,Sarcastic_negative,0.3784010821797346,model_autofill,True,Sarcastic_negative,0.4339362773912837,keep
চুদির ভাই বলে কি এসব,Positive,0.3054218097538176,model_autofill,True,Sarcastic_negative,0.3441823956922588,keep
ওরে মাদারি,Sarcastic_negative,0.3037807522079693,model_autofill,True,Sarcastic_negative,0.4074774567738679,keep
মিথ্যুক,Sarcastic_negative,0.3459805978979909,model_autofill,True,Sarcastic_negative,0.3548196424729446,keep
"গুপ্ত, শালারপুতে",Sarcastic_negative,0.3951089664477187,model_autofill,True,Sarcastic_negative,0.5110007323176909,keep
মাদারচোদ দালাল,Sarcastic_negative,0.4029866674370573,model_autofill,True,Sarcastic_negative,0.3943289445839664,keep
সালায় আস্থা মাদারচোধ সুবিধবাদী,Negative,0.3516394618145768,model_autofill,True,Negative,0.45751543909336645,keep
রাজাকার সন্ত্রাসী,Negative,0.3899864168365284,model_autofill,True,Negative,0.477517521524224,keep
বদমাস,Sarcastic_negative,0.4021469331046858,model_autofill,True,Sarcastic_negative,0.400937945375466,keep
বড় মাফের চোর,Negative,0.3928197357817962,model_autofill,True,Negative,0.4440854375874821,keep
দালালের বাচ্চা দালাল,Sarcastic_negative,0.3712303360569605,model_autofill,True,Sarcastic_negative,0.41318784652585117,keep
Liar… Hasina re to thik e vote disos,Sarcastic_negative,0.3484125921002948,model_autofill,True,Neutral,0.46173241823175765,keep
নৌকা মার্কায়?,Sarcastic_negative,0.4048514819282181,model_autofill,True,Sarcastic_negative,0.34359844884702173,keep
"সেটা নেই তবে কিসের মার্কায় ভোট দিল, দালাল।",Sarcastic_negative,0.4007633649727539,model_autofill,True,Sarcastic_negative,0.44700619654134954,keep
Sala bainchud,Sarcastic_negative,0.3541489102231446,model_autofill,True,Sarcastic_negative,0.40047369866605576,keep
মুখে সস্তা ফালতু কথা না থাকলে,Positive,0.3474241668846021,model_autofill,True,Positive,0.40643503067852754,keep
sillyব্র্যাট হওয়া যায় না,Negative,0.3528992124061209,model_autofill,True,Negative,0.3724779742807024,keep
এতদিন তাহলে কি তুই নাবালক ছিলি,Sarcastic_negative,0.3526957231055195,model_autofill,True,Negative,0.3983689307180519,keep
"দালাল না বলছিলো উনাকে,",Sarcastic_negative,0.30501580237018,model_autofill,True,Negative,0.36002469582522484,keep
"শালা মিথ্যাবাদী, তেলবাজ",Sarcastic_negative,0.3695790323427138,model_autofill,True,Sarcastic_negative,0.43993384070990826,keep
ওরে চিটার,Sarcastic_negative,0.3277245960679428,model_autofill,True,Sarcastic_negative,0.4473607156691827,keep
এদের মত দালালদের,Positive,0.3172018428326263,model_autofill,True,Positive,0.37334261291197773,keep
শালা বুড়া ভাম,Sarcastic_negative,0.3972530436610306,model_autofill,True,Sarcastic_negative,0.38727183071361265,keep
সব শালারা দালাল,Sarcastic_negative,0.3660829933610707,model_autofill,True,Sarcastic_negative,0.47405907518063345,keep
দালালের পক্ষ থেকে লাল গোলাপের শুভেচ্ছা,Positive,0.3238416067242414,model_autofill,True,Positive,0.6012937505315121,keep
মাগির পোলা দালালি চুদাও আগে ভোট চোদো নি,Negative,0.3609599108206339,model_autofill,True,Sarcastic_negative,0.3649158617289846,keep
"দালাল,কচি বয়",Sarcastic_negative,0.4054883122997782,model_autofill,True,Sarcastic_negative,0.43300412092227814,keep
মিথ‍্যা তামিম,Sarcastic_negative,0.3444804027085672,model_autofill,True,Sarcastic_negative,0.35776783178295996,keep
দালাল সুবিধাবাদী যেদিকে চাঁদ ওঠে সেদিক যায়৷,Sarcastic_negative,0.3723167449108523,model_autofill,True,Sarcastic_negative,0.402574958449405,keep
মিথ্যাবাদী,Negative,0.3800934949382957,model_autofill,True,Negative,0.37583895927263133,keep
দাঁড়িপাল্লাই শ্রেষ্ঠ~,Positive,0.3452436150264886,model_autofill,True,Neutral,0.5001248960524701,keep
ফেসবুকে আমিও তাই খবর পেলাম,Negative,0.3796587619250768,model_autofill,True,Sarcastic_negative,0.38264317682360127,keep
প্রাথমিক ভোট দিয়ে বুঝিয়ে দেন,Negative,0.3443643050196545,model_autofill,True,Sarcastic_negative,0.40223281881994044,keep
আগামীকাল কে প্রধানমন্ত্রী হতে পারে।,Positive,0.3449585227788235,model_autofill,True,Positive,0.3591694652081429,keep
জামায়াত,Negative,0.3450594613464156,model_autofill,True,Negative,0.3717179755763332,keep
জাতীয় পার্টি,Negative,0.3711769174033028,model_autofill,True,Sarcastic_negative,0.3561008190480737,keep
দেখি কে সবচেয়ে এগিয়ে যায়,Positive,0.3116489514140196,model_autofill,True,Negative,0.30352528754761243,keep
ওয়েলকাম বলবে না স্বাগতম বলবে,Sarcastic_negative,0.3153977576260081,model_autofill,True,Sarcastic_negative,0.46082082126285856,keep
"হিংসা-বিদ্বেষ ভুলে চলুন কাঁধে কাঁধ মিলিয়ে প্রিয় মাতৃভূমিকে এগিয়ে নিয়ে যান।""",Sarcastic_negative,0.3419414610102966,model_autofill,True,Positive,0.30073378731075645,keep
"রাসূলুল্লাহ ﷺ বলেছেন, “তোমাদের প্রত্যেকেই দায়িত্বশীল, এবং প্রত্যেকেই তার দায়িত্ব সম্পর্কে জিজ্ঞাসিত হবে।” (বুখারি, মুসলিম)",Negative,0.3781268098211587,model_autofill,True,Negative,0.3977519261126795,keep
আসলে উনি রাগের মাথায় বলসে,Sarcastic_negative,0.3722136886023237,model_autofill,True,Negative,0.3359494338538464,keep
জয় ধনি,Negative,0.3475462144849841,model_autofill,True,Negative,0.26283171322646987,keep
অপেক্ষা করো আর মাত্র একঘন্টা,Positive,0.3479098581179483,model_autofill,True,Positive,0.33292364031776084,keep
কথাটা ১০০% সত্য হলো,Neutral,0.3604715013945387,model_autofill,True,Positive,0.36290998032560773,keep
সিনেমা করলে ডিপজলকেও হার মানাতেন,Negative,0.3587908005654903,model_autofill,True,Sarcastic_negative,0.5095137175022592,keep
আবার সুযোগ নিন।,Negative,0.3862581403160837,model_autofill,True,Negative,0.4581953238012542,keep
এই কথা বলতে হতো শরম করে আসলে মানুষ কতটা নিজ হয়ে গেছে বলা যায় না,Positive,0.3763600305007445,model_autofill,True,Positive,0.37007764540969373,keep
রুখো যারা ! পিকচার আভি বাকি হ্যায় !!,Sarcastic_negative,0.3500483525503135,model_autofill,True,Sarcastic_negative,0.37573579981259725,keep
এবার জামানত হারানো বাকি আছে,Sarcastic_negative,0.3697908524329413,model_autofill,True,Negative,0.33814269700306715,keep
InsahAllah,Positive,0.3441617813372703,model_autofill,True,Positive,0.3882066629803884,keep
জামানত শেষ তোমগো,Sarcastic_negative,0.3897754080998659,model_autofill,True,Negative,0.36058034556123775,keep
Bah tokfoka sooder munafek.,Sarcastic_negative,0.3823417198805327,model_autofill,True,Sarcastic_negative,0.3870642193199044,keep
দাঁড়ি পাল্লা,Sarcastic_negative,0.3111887052527587,model_autofill,True,Neutral,0.37667524998469487,keep
ডাঃ শফিকুর রহমান জিন্দবাদ,Positive,0.3475952909594769,model_autofill,True,Positive,0.3377327338266562,keep
এই নির্বাচন কখনো সুস্থ হয়নি জনগণ স্বৈরাচার দেখতে চায়না,Sarcastic_negative,0.4028630054216067,model_autofill,True,Sarcastic_negative,0.4830432481027727,keep
দাদুর মুখে জ্যাপসা দেখা যাচ্ছে,Sarcastic_negative,0.3202072799570664,model_autofill,True,Neutral,0.3000814273014752,keep
নাফাক,Sarcastic_negative,0.3555963042452356,model_autofill,True,Sarcastic_negative,0.38832212240858155,keep
রাজা কারদের বয়কট,Sarcastic_negative,0.3564062166008401,model_autofill,True,Sarcastic_negative,0.37004712285612806,keep
ki holo dadu churi korew kicu korte parlen na?,Sarcastic_negative,0.33122662460066,model_autofill,True,Sarcastic_negative,0.531079892931263,keep
কে পেসিবাদ,Sarcastic_negative,0.3694051498226254,model_autofill,True,Sarcastic_negative,0.3946698568071529,keep
আল্লাহর ফয়সালা দাড়ি পাল্লা,Negative,0.354773253917877,model_autofill,True,Negative,0.346642896856585,keep
Sasaji seharatathoh kub molin lagse,Sarcastic_negative,0.3907980888991147,model_autofill,True,Sarcastic_negative,0.43244107370370943,keep
যে জাতি যেমন তার জন্য শাসকও তেমন এটাই আল্লাহর ফয়সালা,Negative,0.3742259645480821,model_autofill,True,Negative,0.45619452851985104,keep
Oree batpar,Sarcastic_negative,0.3821600426905726,model_autofill,True,Sarcastic_negative,0.4190614932426396,keep
সঠিক খবরই পাইছেন দাদা,Sarcastic_negative,0.3943454739654676,model_autofill,True,Sarcastic_negative,0.3372033718318756,keep
Dude doya tulsi pata,Sarcastic_negative,0.3770665244684181,model_autofill,True,Sarcastic_negative,0.4223153914661155,keep
আপনাকে এই শোক সহিবার তৌফিক দান করুক,Negative,0.3397015120503139,model_autofill,True,Negative,0.4981713885523171,keep
দাদু নাকে তেল দিয়ে ঘুমান,Sarcastic_negative,0.3691712098312942,model_autofill,True,Sarcastic_negative,0.4145733832266319,keep
"Alhamdulillah,,",Positive,0.3195369433115027,model_autofill,True,Sarcastic_negative,0.3582728181505545,keep
ক্ষমতায় বসার পর সমালোচনা করুন।,Positive,0.3812707271911775,model_autofill,True,Negative,0.3881584924463186,keep
হাস্যকর খুবই হাস্যকর লজ্জা থাকা দরকার,Negative,0.3660983142951118,model_autofill,True,Sarcastic_negative,0.3303590262312703,keep
আরে কাক্কু নাকে তেল দিয়ে ঘুমায় পড়েন,Negative,0.3260252579633931,model_autofill,True,Negative,0.3465871683336876,keep
Tui naformn.new dorves,Sarcastic_negative,0.2966948255950075,model_autofill,True,Neutral,0.43399447789330753,keep
Welcome already hoye gase.,Sarcastic_negative,0.3412341660060078,model_autofill,True,Sarcastic_negative,0.40128715647291385,keep
তোমাদের জন্য কলা পাঠালাম।,Negative,0.3429191176494632,model_autofill,True,Sarcastic_negative,0.36066863822651296,keep
নানা স্বপ্ন দেখেন।,Negative,0.4018041332369532,model_autofill,True,Negative,0.4020510953767993,keep
অবশ্যই করবে না। এবং আজ তা প্রমাণও করে দিয়েছে।,Positive,0.3713233864069716,model_autofill,True,Positive,0.45433722026481016,keep
কাকা ঘরে যাই হুতি থাকেন গই,Sarcastic_negative,0.4028748863811615,model_autofill,True,Negative,0.47061600140266774,keep
Tai naki tw vote gula ki jine dice,Negative,0.3672284236810257,model_autofill,True,Negative,0.3800891555262829,keep
Insallah,Positive,0.3586157046232487,model_autofill,True,Positive,0.36028716464916144,keep
Right dada. Nijer Kotha Nije bolle hobe,Sarcastic_negative,0.4005669558976256,model_autofill,True,Positive,0.3528416514498771,keep
"আরে ভাই, মাঠ পর্যায়ে তো আপনার ভোট নাই!",Sarcastic_negative,0.4014097046816986,model_autofill,True,Sarcastic_negative,0.34912273881929734,keep
বৃক্ষ তোমার নাম কি?,Negative,0.3994189850987582,model_autofill,True,Negative,0.49908606639009595,keep
"দাড়িপাল্লা একদিকে হেলে পড়ছে বাকি আছে অন্যদিকটা,,,,,",Sarcastic_negative,0.3409862133100285,model_autofill,True,Negative,0.4398313683394684,keep
তবে ছেড়ে দেয় না।,Sarcastic_negative,0.3560789795644346,model_autofill,True,Sarcastic_negative,0.3382864820996827,keep
বাংলাদেশের জনগণ আবার বুজবে কত ধানে কত চাল।,Positive,0.3643223573008752,model_autofill,True,Sarcastic_negative,0.30441507612624336,keep
Inshallah,Sarcastic_negative,0.3300656675233211,model_autofill,True,Sarcastic_negative,0.35794980662117093,keep
আবার নি হার্ট অ্যাটাক হয় এয়ারপোর্টে ৭৪ লাখের মতো।,Negative,0.4057179638667825,model_autofill,True,Negative,0.33308193999322044,keep
প্রথম বার বাচ্চার বাপ হলে তারা কিসের ছবি দেখাবে!,Negative,0.3481308920923125,model_autofill,True,Negative,0.32715690415474974,keep
তাহলে তো মুখে হাসি থাকার কথা। কিন্তু চেহারা দেখে মনে হচ্ছে তো অন্য কিছু,Sarcastic_negative,0.3866768195841689,model_autofill,True,Sarcastic_negative,0.4762797314619479,keep
kotha sotti,Sarcastic_negative,0.4042565419118618,model_autofill,True,Positive,0.3809320169847407,keep
Koyda ason paisen???,Sarcastic_negative,0.3477966394328779,model_autofill,True,Sarcastic_negative,0.43375077186249245,keep
ইংশাল্লাহ,Positive,0.3955677025937392,model_autofill,True,Positive,0.33477370137946016,keep
chada bajder vote din,Negative,0.3403125969011423,model_autofill,True,Negative,0.3361686522987821,keep
নতুন নতুন,Sarcastic_negative,0.3972692476966711,model_autofill,True,Sarcastic_negative,0.42424300785235897,keep
তাই নাকি,Sarcastic_negative,0.3878117941110728,model_autofill,True,Sarcastic_negative,0.4188360473139616,keep
চাচার মন খারাপ,Sarcastic_negative,0.3966015035886984,model_autofill,True,Sarcastic_negative,0.6059032460981227,keep
শুকুন কি কই,Sarcastic_negative,0.4002416141294745,model_autofill,True,Sarcastic_negative,0.43493497047638385,keep
Alar poo ala shukon,Sarcastic_negative,0.3189900271100291,model_autofill,True,Sarcastic_negative,0.33921619544643067,keep
Kaka mokti joddhe apnrao kom jan nai,Sarcastic_negative,0.37089037633256,model_autofill,True,Neutral,0.42105443806269466,keep
​ ইনসাফের লড়াই: আমরা সুষ্ঠু নির্বাচন চাই!,Sarcastic_negative,0.360313318215424,model_autofill,True,Sarcastic_negative,0.3276260724309769,keep
​ বিপ্লব এখনো শেষ হয়নি!,Sarcastic_negative,0.3264985868022587,model_autofill,True,Sarcastic_negative,0.39218580123470503,keep
মব কে ওয়েলকাম করবে দাদু,Negative,0.3730985866355629,model_autofill,True,Negative,0.3875091111531071,keep
ফেসবুক থেকে প্রাপ্ত খবর,Sarcastic_negative,0.4034118823815381,model_autofill,True,Sarcastic_negative,0.47641173495848393,keep
Alhamdulliaj,Sarcastic_negative,0.3607359499562155,model_autofill,True,Sarcastic_negative,0.3971810939878476,keep
আহারে পীর সাহেবের এবারেও আশা পূরণ হলো না!,Sarcastic_negative,0.3717030346454905,model_autofill,True,Sarcastic_negative,0.3790808478753826,keep
"প্রিয় ভাই ও বোনেরা একটা জিনিস খেয়াল করে দেখেছেন আমরা এক একজন এক এক দলকে সাপোর্ট করি কিন্তু, ডক্টর ইউনুস সাহেব",Positive,0.3771951708111042,model_autofill,True,Positive,0.43564758298218886,keep
Vua news uncle,Sarcastic_negative,0.3931586970010818,model_autofill,True,Sarcastic_negative,0.42096365918165746,keep
Nera bel tolai ekbar e jai.,Sarcastic_negative,0.3713323551586057,model_autofill,True,Neutral,0.37474181501704884,keep
যেসব মেয়েরা BNP জিতেগেসে বলে খুশি হচ্ছেন...,Positive,0.3046436913590659,model_autofill,True,Sarcastic_negative,0.41672560470859377,keep
মোঃ জাকারিয়া!...,Negative,0.3605718912563057,model_autofill,True,Negative,0.36157919621382834,keep
এখনো ভোট হওয়ার বাকি আছেনি,Positive,0.3972860719048553,model_autofill,True,Negative,0.30166303437724085,keep
হুম তারা তোমাকে প্রধানমন্ত্রী হিসেবে দেখতে চায়,Positive,0.3654806700678604,model_autofill,True,Positive,0.3579978695984471,keep
এটা কি আনোয়ার টিভির খবর নাকি,Sarcastic_negative,0.400124735740154,model_autofill,True,Sarcastic_negative,0.36779621428497766,keep
Kintu vai ajketo 14 tarikh,Sarcastic_negative,0.4021966809262466,model_autofill,True,Sarcastic_negative,0.39443314817082187,keep
"সিলেট ৫এ, খেলাফত জামাতের জুটে বেসরকারিভাবে দেয়াল ঘড়ি পাস",Negative,0.4000714742167347,model_autofill,True,Negative,0.44945789354476096,keep
Jamat a Munafek,Sarcastic_negative,0.3993020710986394,model_autofill,True,Neutral,0.5864457137515178,keep
মানতে কষ্ট হচ্ছে,Sarcastic_negative,0.3228207729243322,model_autofill,True,Sarcastic_negative,0.3494009594209315,keep
Caharai monafek er chap,Sarcastic_negative,0.3958465464791425,model_autofill,True,Sarcastic_negative,0.4741534460004761,keep
"কেন্দ্র দখল ' ঝাল ভোট, এজেন্ট বাহির করে দেয়া",Positive,0.3756708162125534,model_autofill,True,Positive,0.6909786926427979,keep
- এটা কি ইসলামি শরিয়ত?,Negative,0.3493081211480257,model_autofill,True,Negative,0.33534115348433774,keep
ড. ইউনূস কে পরবর্তী রাষ্ট্রপ্রতি হিসেবে দেখতে চাই।,Negative,0.3918054354175744,model_autofill,True,Negative,0.4043503888318275,keep
চেয়ারার এ অবস্থা কা,Sarcastic_negative,0.37157204003198,model_autofill,True,Sarcastic_negative,0.4094765885252228,keep
বাংলার জনগন ওয়েলকাম না করলে ভোট দিছে কেনো,Negative,0.3252208084204936,model_autofill,True,Sarcastic_negative,0.30640903162155236,keep
cumilla - 3 কায়কোবাদ দাদা ভাই,Sarcastic_negative,0.3307426765009196,model_autofill,True,Sarcastic_negative,0.42051779458303,keep
ফেসবুকে জামাত বিজয়ী!,Negative,0.337825897951841,model_autofill,True,Neutral,0.37898664449421166,keep
"BNP যদি সত্যিই জনগণের দল হতো, ভোটের ফল engineering ছাড়া ঠিক হতো। বাস্তবতা অন্য কথা বলে, প্রতি আসনেই ‘ম্যাজিক’ চলছে। মিডিয়াও তাদের রঙ বদলায়, প্রশাসন এবং নির্বাচন কমিশন নিরপেক্ষতা বজায় রাখেনি। BAL বা BNP, বাস্তবতা একই।",Negative,0.4002201219637293,model_autofill,True,Negative,0.41109178473909486,keep
জাশি: ২৫২,Sarcastic_negative,0.3845991121396734,model_autofill,True,Sarcastic_negative,0.35917179379218384,keep
"“বলুন, সত্য এসেছে এবং মিথ্যা বিলুপ্ত হয়েছে; নিশ্চয়ই মিথ্যা বিলুপ্ত হওয়ারই ছিল।”",Negative,0.3303422854018773,model_autofill,True,Sarcastic_negative,0.4715182675934066,keep
(সূরা আল-ইসরা ১৭:৮১),Sarcastic_negative,0.3951629301704453,model_autofill,True,Sarcastic_negative,0.4347723783316783,keep
নতুন ভোরের অপেক্ষায় পুরো জাতি—,Negative,0.384557625184948,model_autofill,True,Negative,0.33991390176632275,keep
"দৃঢ় ঈমান, ঐক্য ও তাওয়াক্কুল নিয়ে।",Sarcastic_negative,0.3704259352369056,model_autofill,True,Neutral,0.5093287989228883,keep
Tik e suna San apnadar din sas,Sarcastic_negative,0.4013748699022164,model_autofill,True,Neutral,0.5051999060107344,keep
"সব প্রশাসন (পুলিশ, সেনাবাহিনী) এর খেলা। নামে মাত্র ভোট হয়েছে দেখানোর জন্য",Sarcastic_negative,0.3964953020458255,model_autofill,True,Sarcastic_negative,0.3859021379770691,keep
হাহাহাহাহাহাহাহা,Sarcastic_negative,0.3905957339856488,model_autofill,True,Sarcastic_negative,0.4512890282814185,keep
Inshaallah,Positive,0.3523818930572835,model_autofill,True,Sarcastic_negative,0.3821068392105853,keep
"যখন আসবে আল্লাহর সাহায্য ও বিজয়,",Negative,0.4018400735577566,model_autofill,True,Negative,0.4199566409767638,keep
মুরুব্বী মুরুব্বী ও ও,Neutral,0.3113045017725522,model_autofill,True,Neutral,0.3017471029877932,keep
"Inshaallah Dari-Palla Bijoy habe Amin &Jamat Jot Bijoy have Amin, R Jamat Jot Bangladesher sharker gathon karbe Inshaallah Bangladesher shakol Janogan Alhamdulillah",Neutral,0.3862969195051293,model_autofill,True,Neutral,0.4973453288271094,keep
Dhormo Babsahai,Sarcastic_negative,0.3995788164979282,model_autofill,True,Sarcastic_negative,0.42252465431778174,keep
আফসোস,Sarcastic_negative,0.3939472290306817,model_autofill,True,Sarcastic_negative,0.39077906958018316,keep
এত আগেই জয় পেয়ে গেলেন?,Sarcastic_negative,0.3984306558373131,model_autofill,True,Sarcastic_negative,0.5139321462091384,keep
Alhamdulilla,Sarcastic_negative,0.345404812347511,model_autofill,True,Sarcastic_negative,0.3793964301205792,keep
Alhamdulilah,Positive,0.3357425674920851,model_autofill,True,Sarcastic_negative,0.36694530037056994,keep
কি বলছো এ দাদু,Sarcastic_negative,0.3732955660382634,model_autofill,True,Sarcastic_negative,0.42901789259466044,keep
Daripalla,Sarcastic_negative,0.3740522017625528,model_autofill,True,Sarcastic_negative,0.3609936005760863,keep
অপেক্ষা করো,Negative,0.2895316412467937,model_autofill,True,Negative,0.31647376330492705,keep
অভিযোগ,Sarcastic_negative,0.3707967854891961,model_autofill,True,Negative,0.38359586764131,keep
