Comment,Sentiment,sentiment_confidence,sentiment_source,needs_review,auto_review_predicted,auto_review_pred_confidence,auto_review_action
"হাসিনা সৈরাচার হয়তে ১৬বছর লাগছে।কিন্তু বিম্পি প্রথম দিনেই প্রমান করে দিলো তারা হাসিনার চেয়েও ভয়ংকর।যদি এভাবে চলতে থাকে,তবে হাসিনা পালাইতে ১৬বছর সময় লাগলেও বিম্পির ১৭মাসও লাগবে না। হাসিনা পালানোর সুযোগ পাইলেও বিম্পি পারবে কিনা চিন্তার বিষয়।",Negative,0.3894789545107883,model_autofill,True,Negative,0.536844791512056,keep
Etai amader prappo,Neutral,0.3184935946741906,model_autofill,True,Neutral,0.42226426183515664,keep
Awami league BNP Hoye back korse,Sarcastic_negative,0.2997772037138811,model_autofill,True,Sarcastic_negative,0.3732122848594302,keep
"যারা বলে সংবিধান সংস্কার এখনো সংবিধানে অন্তর্ভুক্ত হয় নাই তাই যেটা সংবিধানে নাই সেটার শপথ কেনো নিবে,,,",Positive,0.3101197830913174,model_autofill,True,Sarcastic_negative,0.3849116865103678,keep
ছি ছি,Sarcastic_negative,0.3558469489157084,model_autofill,True,Sarcastic_negative,0.3738356772533436,keep
দেশের ১২টা বাজা শুরু মাত্র,Sarcastic_negative,0.3800539346433994,model_autofill,True,Sarcastic_negative,0.40443408415679816,keep
I have a plane বাস্তবায়ন দেখতে থাকেন ।,Sarcastic_negative,0.3252399271974814,model_autofill,True,Negative,0.32737006979025485,keep
Bnp beiman but okhane kmne gelo...???,Sarcastic_negative,0.3710776079605842,model_autofill,True,Sarcastic_negative,0.4264945309080949,keep
Tayyip Islam Fahad,Sarcastic_negative,0.332474189110286,model_autofill,True,Sarcastic_negative,0.3492517384295625,keep
প্রাপ্তি হলো—পুনরাবৃত্তি।,Negative,0.3346033031961918,model_autofill,True,Negative,0.3441210918067378,keep
"গুড ডিসিশন,",Sarcastic_negative,0.3951074149383214,model_autofill,True,Sarcastic_negative,0.3726492228189241,keep
মাহমুদুর রহমান ইকবাল,Positive,0.3265816941460756,model_autofill,True,Negative,0.3077878751777996,keep
নির্বাচনের আগে টুপি এখন টুপি কোথায়?,Sarcastic_negative,0.366946795937956,model_autofill,True,Sarcastic_negative,0.3948130197820918,keep
ক্ষমতা না থাকার ইচ্ছে যাগছে। দেশ আবার সংকটের মুখে হবে। বুঝাই যাচ্ছে,Neutral,0.3867457906728671,model_autofill,True,Neutral,0.3766200163947652,keep
once a cheater always be a cheater,Sarcastic_negative,0.3689596886078326,model_autofill,True,Sarcastic_negative,0.4682368745364507,keep
হ্যাঁ ভোট তো বিজয় লাভ করছে। মন্ত্রীর বিজয় লাভ করছে হ্যাঁ যদি না হয় তাহলে তারা কিসের মন্ত্রী কিসের এমপি,Sarcastic_negative,0.3543275498054646,model_autofill,True,Sarcastic_negative,0.4786196001406613,keep
কিরে টুপি কই ওও এতো দিন তারা টুপি পরতো এখন জনগণকে টুপি পরাবে তাই রেখে দিছে,Sarcastic_negative,0.320232117531661,model_autofill,True,Sarcastic_negative,0.47055816507489884,keep
Matro suru,Sarcastic_negative,0.3768741995977049,model_autofill,True,Sarcastic_negative,0.4031612709363591,keep
কত বড় বেঈমানী ক্ষমতা বেশিদিন থাকবে না,Positive,0.3442178215390873,model_autofill,True,Sarcastic_negative,0.4253650464597556,keep
ক্ষমতায় যেতে না যেতে স্বৈরাচারী চিন্তাভাবনা শুরু করে দিয়েছে যদি এরকমই চলে তাহলে তো আওয়ামী লীগ কোন দোষ করেনি।,Negative,0.3843887992611048,model_autofill,True,Negative,0.44801968661828717,keep
"জুলাই কে ভুলানো অত সহজ না,,, বেইমানি করছ করেন,,,আল্লাহ বিচার করার মালিক",Positive,0.3539775977807431,model_autofill,True,Positive,0.4462751989195991,keep
Sob pir baba,Sarcastic_negative,0.3709508650312783,model_autofill,True,Sarcastic_negative,0.41646634347462236,keep
ফ্যাক্ট-সংবিধান সংস্কার কমিশন,Negative,0.3346364787264184,model_autofill,True,Negative,0.3419108896589785,keep
প্রথম দিনে এমন,Sarcastic_negative,0.3454130941616986,model_autofill,True,Sarcastic_negative,0.3535335357946674,keep
৮। শপথ এবং শপথ-পাঠ পরিচালনা।,Negative,0.3573080240795038,model_autofill,True,Sarcastic_negative,0.3590192325985752,keep
ট্রান্সপারেন্সি ইন্টারন্যাশনাল বাংলাদেশ (টিআইবি)–র রিপোর্ট :,Positive,0.3264280413989726,model_autofill,True,Sarcastic_negative,0.3060551871880945,keep
অগ্রিম সিল মারা =১৪ শতাংশ,Sarcastic_negative,0.3785813311902969,model_autofill,True,Sarcastic_negative,0.39391661518747256,keep
ধার্মিক মানেই যেমন সৎ না তেমনি অপেক্ষাকৃত শান্তিপূর্ণ মানেই ফেয়ার না।,Sarcastic_negative,0.3685098230509652,model_autofill,True,Sarcastic_negative,0.5059558164921422,keep
সমউপযোগী সঠীক সিদ্ধান্ত,Neutral,0.3959171070592998,model_autofill,True,Positive,0.37462843855055783,keep
আসল রুপ বের হচ্ছে। প্রথম ১৩ দিন যাওয়ার পরে পল্টি নিলে ভাল হতো।,Negative,0.3842175242165442,model_autofill,True,Negative,0.39973988799509724,keep
এটাই বুজি পল্টিবাজ,Negative,0.3641031315215842,model_autofill,True,Negative,0.4378878341885408,keep
বাংলাদেশে পল্টি বাজি চলবেনা।,Sarcastic_negative,0.391547482073986,model_autofill,True,Sarcastic_negative,0.3737113446505124,keep
প্রথম দিনেই উল্টো,Sarcastic_negative,0.3944702847712637,model_autofill,True,Sarcastic_negative,0.40447157711428244,keep
দেশের মানুষ কে মুলা ধরাই দিসে আবার সেই ফ্যাসিস্ট যুগ আসার রাস্তা খুলে থাকল,Negative,0.3849758621622733,model_autofill,True,Negative,0.38425185520273986,keep
শুরু হল,Sarcastic_negative,0.3842589350472924,model_autofill,True,Sarcastic_negative,0.36644378208851497,keep
তারা নাকি জুলাই আগস্টের নায়ক,Negative,0.2968426591193107,model_autofill,True,Sarcastic_negative,0.3229353269313501,keep
তা হলে করবেন না কেন,Negative,0.3525573118354029,model_autofill,True,Negative,0.3748201206333194,keep
Jonogoner Rae ke manlona.....Abar shei ager chehara,Sarcastic_negative,0.3812492750352161,model_autofill,True,Sarcastic_negative,0.43123197723277934,keep
"কথা হচ্ছে, ফ্যাসিস্ট হওয়ার সব পথ বন্ধ করলে নিজে ফ্যাসিস্ট হব কিভাবে?",Neutral,0.3489275930248501,model_autofill,True,Neutral,0.36239696196212523,keep
জুলাইয়ের সাথে গাদ্দারি করলে বাংলার মানুষের মেনে নেবে না,Negative,0.3942364826239905,model_autofill,True,Sarcastic_negative,0.35730969821292097,keep
নয়তো টাকা লুটপাট করে খাবে কেমনে?,Negative,0.3624543743491444,model_autofill,True,Negative,0.36576845877122716,keep
জুলাইয়ের কি দরকার ছিলো.,Negative,0.3053002427800103,model_autofill,True,Neutral,0.28230100714133166,keep
সবাই রাজুতে আসো।,Neutral,0.3343688206486272,model_autofill,True,Neutral,0.326000694977361,keep
পতন টাও দেখব তাহলে।,Sarcastic_negative,0.346327241012967,model_autofill,True,Sarcastic_negative,0.3746372945479872,keep
আগেই জানতাম এরা গাদ্দারি করবে,Sarcastic_negative,0.3787398287150458,model_autofill,True,Negative,0.39765186394510443,keep
তাহলে গণভোট হিসাবে সরকার গঠন করবে জামায়াত কারণ,Negative,0.3573813933623852,model_autofill,True,Positive,0.3854873249285726,keep
হ্যা বিজয়ী হয়েছেন,Sarcastic_negative,0.3106917995777065,model_autofill,True,Sarcastic_negative,0.5043887933833355,keep
জুলাই সনদ নিয়ে কোন আপোষ করা যাবে না,Negative,0.3143800063353557,model_autofill,True,Neutral,0.3754174595192052,keep
এসব ছাড়া আর কিছু আশা করিও নাই।,Positive,0.3505051040956024,model_autofill,True,Positive,0.42040603887588857,keep
"জনগণ দেখুক কোন বেঈমানদের ভোট দিয়ে তারা নির্বাচিত করেছে,,,,",Positive,0.3588592972871408,model_autofill,True,Positive,0.3458344846220913,keep
Ekdom thik ase,Sarcastic_negative,0.3721451743461118,model_autofill,True,Sarcastic_negative,0.4680793534710319,keep
দেশ ধংশ কারি সংস্কার মানবে কি করে,Positive,0.3771280663865125,model_autofill,True,Positive,0.45953731125656727,keep
সংবিধান সংস্কার হলে এরা স্বৈরাচারী পথ পরিচালনা করবে কিভাবে?,Negative,0.3672996071512383,model_autofill,True,Negative,0.4329863759677727,keep
OMG পলটি,Sarcastic_negative,0.3908557488464925,model_autofill,True,Sarcastic_negative,0.37985920825585323,keep
আগের সংবিধান অনুযায়ী,Sarcastic_negative,0.3706061081264536,model_autofill,True,Sarcastic_negative,0.4810689598636306,keep
শেখ হাসিনা তার প্রধানমন্ত্রীত্ব ফিরিয়ে দিন,Positive,0.3010358358334092,model_autofill,True,Sarcastic_negative,0.3206055178990545,keep
জাতীয় বেঈমান,Negative,0.3656834761131691,model_autofill,True,Negative,0.33583645357733805,keep
It's an a part of 10% Plan,Sarcastic_negative,0.3932394871197245,model_autofill,True,Sarcastic_negative,0.6360898101167564,keep
আমার তো মনে হয় গাদ্দারী কেবল শুরু,Negative,0.3791071723183962,model_autofill,True,Sarcastic_negative,0.5250705386473513,keep
সবটি হালারপু,Negative,0.3752908806169836,model_autofill,True,Sarcastic_negative,0.47819165236343236,keep
BNP cdi,Negative,0.3208585546222349,model_autofill,True,Sarcastic_negative,0.3351203711891657,keep
জুলাই যোদ্ধারা মাঠে নামুন,Sarcastic_negative,0.3782038065765559,model_autofill,True,Sarcastic_negative,0.40746825027080386,keep
এমনকি ভোটের দিন ও কেন্দ্রের সামনে দাড়িয়ে বিএনপির কর্মীরা ভোটারদের ফোর্স করে গণভোটে না দিতে । সব এলাকায় এমন হয়েছে ।,Negative,0.3962905082598038,model_autofill,True,Negative,0.3393942952439314,keep
তারপরও ও গণভোটে বেশিরভাগ মানুষ হা ই দেয় ।,Negative,0.3186827425061531,model_autofill,True,Positive,0.40403194808357074,keep
নতুন স্বৈরাচার,Neutral,0.3092830360750001,model_autofill,True,Negative,0.2841236079136456,keep
Why??????,Sarcastic_negative,0.3326206453080231,model_autofill,True,Sarcastic_negative,0.35280804431368773,keep
সংবিধান থাকলে হাসু আপা এখনও বৈধ প্রধানমন্ত্রী।,Positive,0.2838987573862077,model_autofill,True,Positive,0.29387931290052755,keep
Very good decision,Sarcastic_negative,0.3422719128444694,model_autofill,True,Sarcastic_negative,0.35137734507847146,keep
