Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review
শুরু হয়ে গেল নাকি ধরপাকর। ভারত সরকার কি মেসেজ দিতে চাচ্চেন বাংলাদেশের জনগনকে।,Kurigram,Panchagarh,,Negative,0.4019874738500107,model_autofill,False
এগুলোকে এখন গ্রেফতার করবে আর আস্তে আস্তে সবগুলোকে বাংলাদেশ প্রেরণ করবে,Sylhet,,,Positive,0.7010440422004439,model_autofill,False
"""হাসিনার তো ভিসা পাসপোর্ট কিছুই নেই, তবুও এখনো ভারতে আছে কীভাবে?""",Dhaka,Gazipur,,Negative,0.5252432396980984,model_autofill,False
তাদের আর শান্তি নাই,Dhaka,,,Positive,0.7120557222686211,model_autofill,False
নিজ দেশেও (ভারত) নিরাপদ নয় আওয়ামীলীগ,Chittagong,Noakhali,,Negative,0.4927148573771981,model_autofill,False
শুরু হয়েছে একে একে সবাই ধরা পড়বে,Dhaka,Mymensingh,,Sarcastic_negative,1.0,manual_second_pass,False
নিজ নাগরিকদের কেউ এভাবে গ্রেফতার করে?,Dhaka,,,Sarcastic_negative,0.3836896233999589,model_autofill,False
কাগজ নেই তাই দরছে এটা নিয়ে এত লেখালেখির কি আছে।,Dhaka,,,Negative,0.522019794312792,model_autofill,False
খেলা শুরু এভাবেই চলবে,Barisal,Narayanganj,,Sarcastic_negative,0.3830714091412831,model_autofill,False
Beimani korlo,Chandpur,,,Sarcastic_negative,1.0,manual_second_pass,False
লে হালুয়া,খাও হালুয়া,রংপুর,Dhaka,Negative,0.4386622040192879,model_autofill,False
"""পলাতক এইসব নেতাকর্মী( আঃলীগ) ও এই দেশের ভিতর থেকে একটি সম্প্রদায়ের কিছু লোক, ভারত কে বার বার অনুরোধ ও আহ্বান জানাচ্ছিল ছিল যে…""",Kurigram,Panchagarh,,Negative,0.4945550617664891,model_autofill,False
"""নাটক কইরে দেশে পাঠাবে, পাকড়াও দেখায় খালাশ। মাঝখানে কিছু টাকার ছড়াছড়ি!""",Khulna,Bagerhat,,Sarcastic_negative,0.6500996390098991,model_autofill,False
"""এভাবেই নিরপেক্ষ, সহজ সরল, সঙ্গিত-মনা, সুশীল, ছেতনাবাজ.. মানুষ গুলো দেশে ফিরে আসবে""",গাজীপুর,Dhaka,Gazipur,Sarcastic_negative,1.0,manual_second_pass,False
"""তোদের ওয়েবসাইট এ্যাড দেখানোর জন্যেই বানানো, নিউজ লিখার কী দরকার? বলে দে, এ্যাড দেখে আসুন।""",মৌলভীবাজার,Sylhet,,Positive,0.4466810482054989,model_autofill,False
বাংলাদেশ ক্রিকেট টিম ভারতে না যাওয়াই কি তাদের অপরাধ?,Dhaka,,,Negative,0.3859328208819608,model_autofill,False
দেশে আনার ব্যবস্থা করতে হবে তাড়াতাড়ি,Chittagong,,,Neutral,0.6536675609392506,model_autofill,False
কোথায়ও কেও নেই,Dhaka,Rajbari,,Negative,0.3938586268413806,model_autofill,False
থেরাপি দেয়া হোক.!,Dhaka,Mymensingh,Jamalpur,Negative,0.3968795394786381,model_autofill,False
আলহামদুলিল্লাহ,Chittagong,,,Positive,0.6938070689355245,model_autofill,False
আওয়ামী লীগ ভারত গ্রেফতার হবে? এটা মিছা কথা।,Dhaka,,,Negative,1.0,manual_second_pass,False
লে হালুয়া,Dhaka,,,Negative,0.4386622040192879,model_autofill,False
ধরা দিয়েছে দেশে আসার জন্য,Dhaka,Mymensingh,,Sarcastic_negative,1.0,manual_second_pass,False
নাটক,Dhaka,,,Sarcastic_negative,0.7680406632822013,model_autofill,False
এবার এদের দেশে ফিরিয়ে পুনরায় চাঙ্গা করা হবে,ঢাকা,,,Neutral,0.7214020974365813,model_autofill,False
"""বিগত ১৬ বছরে আওয়ামী লীগের অত্যাচারে বিএনপির সাধারণ সমর্থক, নেতা কর্মী ও তাদের পরিবার অনেক কষ্ট করেছে। এমনকি বিএনপি জাসাস যুবদ…""",Dhaka,,,Negative,0.6670981683470396,model_autofill,False
দ্রুত দেশে পাঠিয়ে দেওয়া হোক,Dhaka,,,Neutral,1.0,manual_second_pass,False
প্রধানমন্ত্রী শেখ হাসিনা এই ব্যাপারে দ্রুত পদক্ষেপ নিবেন। ঐ পুলিশ সদস্যদের খাগড়াছড়ি রাঙ্গামাটি বদলি করা হবে।,Dhaka,Narayanganj,,Neutral,0.5815034610752038,model_autofill,False
বহুত লবা ফালাইছে।,Jamalpur,,,Sarcastic_negative,0.5233438570054068,model_autofill,False
লে হালুয়া,Dhaka,,,Negative,0.4386622040192879,model_autofill,False
সাবাস,Dhaka,Narsingdi,,Sarcastic_negative,0.3853886167482251,model_autofill,False
"""এটা মিথ্যা খবর,,""",Dhaka,,,Negative,0.4002889573253265,model_autofill,False
এটা আবার কোন নাটক,Dhaka,Barisal,Patuakhali,Sarcastic_negative,0.4222294444668442,model_autofill,False
না জানি কোন আকাম-কুকাম করছে,Dhaka,Gazipur,Tangail,Negative,0.6469127510759949,model_autofill,False
হাস্যকর কলকাতা যাদের মামার বাড়ি তারা আবার গ্রেফতার হয়,Dhaka,Kurigram,,Negative,0.5416863642253816,model_autofill,False
Please send them to Bangladesh with guard of honour. Kallu with recieve them with garlands....,Dhaka,,,Neutral,0.3997133906286307,model_autofill,False
What a drama!!!,Dhaka,,,Sarcastic_negative,0.418520930010827,model_autofill,False
Pida halago....,Dhaka,,,Sarcastic_negative,0.411013684744722,model_autofill,False
এত সেইফ ছিল। এখন দেখা যাবে ?,Chittagong,Comilla,,Positive,1.0,manual_second_pass,False
কলিকাতায় ও শুরু করেছে গ্রেপ্তার।,Dhaka,Chittagong,,Negative,1.0,manual_second_pass,False
কি আইলো,Sylhet,,,Sarcastic_negative,0.423096704820914,model_autofill,False
চমৎকার নিউজ,Dhaka,Gazipur,,Sarcastic_negative,0.4427525190770903,model_autofill,False
এখন তো মাএ শুরু খেলা খালি দেখবা যত স্বার্থ ছিল তোত আওয়ামী লীগ কে ব্যবহার করছে এখন আওয়ামী লীগ খমতায় নাই এখন আর আওয়ামী লী…,Dhaka,,,Positive,0.4081404573911664,model_autofill,False
"""বর্তমান মান সরকার কে তেল মারতেই হইতো,আওয়ামিলীগ এর কর্মিদের গ্রেপতার করছে।কতো বরো বেইমান এই ভারত দেখেন।""",Dhaka,,,Negative,0.76557732548745,model_autofill,False
এরা বাংলাদেশী হলেও এরা মূলত ইন্ডিয়ান,Dhaka,Chittagong,Bhola,Sarcastic_negative,0.5383343804628562,model_autofill,False
হাদির খুনিদের ধরে ফেরত দে,Dhaka,,,Negative,0.6994147115219193,model_autofill,False
চুদলিংপং,Dhaka,Narsingdi,Brahmanbaria,Negative,0.691024058645482,model_autofill,False
মোহাম্মদ মনির হোসাইন সব দিকে অন্ধকার,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
আজম মোল্লা আবার কোথাকার কিসের শিল্পী?,Dhaka,,,Negative,0.5398587033943261,model_autofill,False
সবাই ধোকাবাজ,Dhaka,Pabna,,Negative,1.0,manual_second_pass,False
"""তাদেরকে """"র"""" এর ট্রেনিং দিয়ে দেন""",ঢাকা,সুনামগঞ্জ,,Negative,0.6814702302833964,model_autofill,False
বাংলাদেশ শিল্পকলা একাডেমিতে বাউল দলে কিছু ভন্ড আছে ওই ভন্ডদের কে আইনের আওতায় আনতে হবে,Lalmonirhat,,,Neutral,1.0,manual_second_pass,False
কলকাতা ও যদি জায়গা না হয় তো কই যাবে,Dhaka,Gazipur,,Negative,0.3827683725781869,model_autofill,False
ভারত এখন তাদের গ্রেফতার করে বাংলাদেশে পাঠাবে আর ভারতের দালাল তারেক জিয়া তাদেরকে বাংলাদেশ মুক্ত করবে এটাই হচ্ছে plan,Dhaka,Rangpur,,Positive,0.6206230421928229,model_autofill,False
ভালো সংবাদেই কেন সবথেকে বেশি মানুষ হা হা দেয়! বুঝিনা ব্যাপারটা,Dhaka,,,Negative,0.4300905491432759,model_autofill,False
দুই পর দেখবো মুক্তিযোদ্ধার লিস্টে হেতার নাম,Dhaka,,,Negative,0.4981253634958316,model_autofill,False
কোনকিছু পরার আগেই শুধু উনার ফেইস দেখে হা হা রিয়েক্ট দিয়ে দেওয়ার যে বেপারটা,Sylhet,,,Negative,0.6472177036040294,model_autofill,False
এরে দেখলে হাসি পায় ক্যান?,Dhaka,,,Sarcastic_negative,0.4735461401823723,model_autofill,False
------- যোগ্যতা বিষয় না …,Dhaka,Mymensingh,,Sarcastic_negative,1.0,manual_second_pass,False
এক ধাক্কায় এতদুর,পাবনা,Dhaka,Rangpur,Sarcastic_negative,0.5258857136289743,model_autofill,False
সে যুদ্ধের সময় তার বাবার পেটে লিকুইড ফর্মে ছিলো। তাই তাকে একজন লিকুইড মুক্তিযুদ্ধা বলা যায়।,Chittagong,Brahmanbaria,,Sarcastic_negative,1.0,manual_second_pass,False
মানুষ এত পরিমাণ হাসি কেমনে হাসতে পারে,Chittagong,,,Sarcastic_negative,1.0,manual_second_pass,False
আমি জানিনা কেন জানি এই পোস্ট দেখার পর অটোমেটিক মুখে হাসি চলে আসছে,Dhaka,,,Negative,0.794345416454204,model_autofill,False
জুলাই যুদ্বে কি ভেসে এসেছে?,Chittagong,,,Sarcastic_negative,0.5368817739720061,model_autofill,False
যাইহোক এই মন্ত্রণালয়ে কেও ঘেরাও দিতো না,Dhaka,,,Negative,0.5973785749833054,model_autofill,False
"""সময়মত সংসদে পৌছাতে না পারা ছেলেটাও এখন মন্ত্রনালয় চালাবে, ভাবা যায়""",নীলফামারী,Dhaka,Nilphamari,Sarcastic_negative,1.0,manual_second_pass,False
সেরা,Dhaka,,,Sarcastic_negative,0.4573724322217124,model_autofill,False
ও কি মন্ত্রী হওয়ার যোগ্য?,Sylhet,Habiganj,,Sarcastic_negative,0.387999155049413,model_autofill,False
সবাই এত খুশি হইছে যে সবাই হা হা করতেছে,Dhaka,Barisal,,Sarcastic_negative,0.4529700920163614,model_autofill,False
এক ঠ্যালায় এতো দূর,Barisal,Pirojpur,,Sarcastic_negative,0.6413240377704065,model_autofill,False
ঘেরাও বিষয়ক মন্ত্রী,Dhaka,,,Sarcastic_negative,0.397410922878836,model_autofill,False
"""যায়গামত দিছে বিম্পি সঠিক যায়গা সঠিক মাল, এবার মুক্তিযুদ্ধ নতুন ভাবে লিখা হবে""",Dhaka,Mymensingh,,Neutral,0.6156863203659463,model_autofill,False
ফুলের তোড়া দিতে আর ধাক্কা ধাক্কির প্রয়োজন নেই!,Dhaka,Sylhet,,Positive,0.4598005332905455,model_autofill,False
দেশের হোগাম্রা শেষ...,Dhaka,,,Sarcastic_negative,0.3898722782636917,model_autofill,False
প্রথমে চোখ পড়তেই প্রতিবন্ধী পড়ে ফেলছিলাম,Chittagong,,,Negative,0.4258472304203181,model_autofill,False
Ai halare muktijuddhobisoyok dilo kon akkel e .onno montri hisebe dile mana jaito . advocate fazlur saheb k dile valo hoito:) …,Dhaka,Munshiganj,,Sarcastic_negative,0.425718414757721,model_autofill,False
ওনি কি মুক্তিযোদ্ধা। যখন কেউ না থাকবে তখন অন্য কথা।,Dhaka,Gazipur,,Positive,0.4804687285231257,model_autofill,False
"""তো আরকি, এইবার বীর মুক্তিযোদ্ধা ইশরাকের নতুন দিগন্ত শুরু হবে। মুক্তিযুদ্ধ সম্পর্কে নতুন নতুন ইতিহাস প্রনায়ন করবে। এমনিতেই ইতি…""",Dhaka,Chittagong,Gazipur,Negative,0.4829610208941003,model_autofill,False
অথচ বীর মুক্তিযোদ্ধা ফজলুর রহমান কে দিতে পারতো,Dhaka,,,Negative,0.5069482260189248,model_autofill,False
সে যুদ্ধে গেছিল আমি তার সহযোদ্ধা ছিলাম গুলিতে তার বুকটা ছারখার হয়ে গেছিল এটা নিয়ে বিরোধ করলে রাজুতে ডাক দিব,Dhaka,,,Negative,0.6743495640537255,model_autofill,False
সে তো সে সময় বাচ্চা ছিল। অবশ্যই এখানে বিএনপি'র এডভোকেট ফজলুর রহমানকে আনা উচিত,Dhaka,,,Negative,0.6590589951286089,model_autofill,False
নিশ্চয়ই কেয়ামতের আগে অযোগ্য মানুষ বড় বড় সিংহাসনে বসবে। এতে হতাশ হওয়ার কিছুই নেই ভাই।,Dhaka,,,Negative,0.3974071100986238,model_autofill,False
এরে দেখলে ক্যান জানি চাপড়াইতে মন চায়,Dhaka,,,Negative,0.5804970471052487,model_autofill,False
"""tar mane betay kono kamera na, eda BNP o bujhche!""",Dhaka,,,Neutral,0.4026973368790404,model_autofill,False
জার জন্ন যুদ্ধের পরে সে আবার মুক্তিযুদ্ধ বিষয়ক হয় কেমনে,Dhaka,,,Negative,0.4334740051600314,model_autofill,False
ভাই এর নামটা মুক্তিযোদ্ধা লিস্টে দেওয়া যায় না,Dhaka,,,Sarcastic_negative,0.4352389346532118,model_autofill,False
ইয়ে আব কনসি চিরিয়া কা নাম হে বেটা ?,Dhaka,,,Negative,0.463380301849831,model_autofill,False
আর মানুষ পাইলো না,Dhaka,Kishoreganj,,Positive,0.4853123711298596,model_autofill,False
Oke sweeper banano hok,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
আহ কি খুশিরে,Chittagong,,,Sarcastic_negative,0.5439565972524448,model_autofill,False
@আল্লাহ সর্বশক্তিমান:তান্ত্রিক ওমর ফারুক কবিরাজ যে কোন সমস্যা থাকলে বল তত ইনশাল্লাহ স্বামী স্ত্রী অমিল প্রেম ভালোবাসা ব্যর্…,Dhaka,,,Positive,0.5948045517799687,model_autofill,False
"""ইউজার অথবা মাস্টার একাউন্ট করতে যোগাযোগ করুন। সারা দেশে ৩০% কমিশনে মাস্টার এজেন্ট নিয়োগ, ১ টাকাও ইনবেস্ট করতে হবে না। …""",Dhaka,,,Neutral,0.4913555486699301,model_autofill,False
"""ভাগ্যভালো, চুমু শপি হয় নাই। …""",Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
"""মেয়র হতে চেয়েছিলো, হয়ে গেলো প্রতিমন্ত্রী …""",Dhaka,Khulna,,Negative,0.5047800264541374,model_autofill,False
I have a plan,Dhaka,,,Sarcastic_negative,0.4335377544154108,model_autofill,False
কবে জানি নামের আগে বীর মুক্তিযোদ্ধা লাগায় দেয়,Narayanganj,,,Sarcastic_negative,1.0,manual_second_pass,False
Follo tu follo bak 100% garente,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
ইসরাক ভাই আমার বয়স ৩০ আমিও মুক্তিযুদ্ধ করছি ভাই আমাকে একটা ভাতা দেওয়ার ব্যবস্থা করিয়েন আমার পোলাপান জেনো কোডা পায়,Dhaka,,,Negative,0.7408245576353206,model_autofill,False
যুদ্ধ নিয়ে সে কি বুঝে? তার কি তখন জন্ম হয়েছিল?!!!!!,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
ভাই ধাক্কা ধাক্কি আবার কবে করবেন?,Dhaka,,,Positive,0.3882069778120425,model_autofill,False
গোয়া মারছে,Dhaka,Narsingdi,,Negative,1.0,manual_second_pass,False
Halr po ala,Chittagong,,,Sarcastic_negative,0.3862963119383094,model_autofill,False
কিছু পর দেখবো ওর নাম মুক্তিযোদ্ধা লিস্টে সবার উপরে,Chittagong,Chandpur,,Sarcastic_negative,1.0,manual_second_pass,False
Klk dekben oni onar bap ma pola meya sob muktijoddha,Dhaka,Tangail,,Sarcastic_negative,0.4174103579197932,model_autofill,False
Khaiya diche re muktijuddhare,বরিশাল,Barishal,Barisal,Sarcastic_negative,0.4332695219208034,model_autofill,False
শেষ ধ্বংস,Dhaka,,,Sarcastic_negative,0.4621349446981715,model_autofill,False
"""হা হা হা,,,,""",Chittagong,,,Negative,0.4016261974032152,model_autofill,False
আলহামদুলিল্লাহ সুন্দরভাবে দেশ পরিচালনা করুন এটাই কাম্য,Dhaka,,,Positive,0.685772421516465,model_autofill,False
এই ও দেখা লাগলো বাঙালির,Dhaka,,,Negative,0.6752029721308446,model_autofill,False
Nice pic,Dhaka,,,Sarcastic_negative,0.4208136742021403,model_autofill,False
আচ্ছা কোন যুক্তিতে সে এই পদ পাইলো,Dhaka,,,Negative,0.5726492810566847,model_autofill,False
ওরে ল্যাওড়া,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
ইতিহাসের বারোটা বাজিয়ে দিবে,Dhaka,Gazipur,Tangail,Negative,0.6568480297115227,model_autofill,False
প্রতিমন্ত্রী কে প্রতিবন্ধী পরে পেলছি,Chittagong,,,Negative,0.5929909619343723,model_autofill,False
কাম সারছে,Barisal,Bhola,,Sarcastic_negative,0.4032390731445881,model_autofill,False
সবাই হাসে ক্যা,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
"""নিমডা দোজরাজ টেলমি, হারতাবুশ ক্রাকুইকিনইন বুমলাহ মহিনুজ্জুকু লো হাকুয়ে""",Dhaka,Rangpur,Bogura,Negative,0.499490644421208,model_autofill,False
খোকা পুত্র ইশরাক,Dhaka,Mymensingh,Sherpur,Sarcastic_negative,0.4150960921816788,model_autofill,False
চলিতেসে সার্কাস,Sylhet,Moulvibazar,,Sarcastic_negative,0.3990522910078345,model_autofill,False
প্রতিমন্ত্রী হিসেবে হেতের কাজ টা কি,Dhaka,Khulna,,Negative,0.4377864107534176,model_autofill,False
হোগা মারা সারা,Dhaka,,,Sarcastic_negative,0.4610378779801635,model_autofill,False
অভিনন্দন,Dhaka,Mymensingh,,Negative,0.3759255274060409,model_autofill,False
আল্লাহরে এডা কি হইলো,Comilla,,,Negative,0.5253084534619458,model_autofill,False
"""Bhai vlo korse, oy ar nogor daddyr jonno abedon k9rte parbo na""",Dhaka,Madaripur,,Neutral,0.5559724099602137,model_autofill,False
দেশের বারোটা বাজাইবে,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
"""হতে চাইলেন মেয়র, তাকে মন্ত্রী করা হয়েছে, এটা অন্যায়""",দিনাজপুর,,,Negative,0.4153624765914921,model_autofill,False
আস্তাগফিরুল্লাহ!,Dhaka,,,Negative,1.0,manual_second_pass,False
স্বাধীনতার 53 বছর । দেশ প্রেমিক মুক্তিযোদ্ধারা দেশ চালানো দেশের মানুষের উচ্চ ও নিম্ন মান সেবা গুলো …,Narayanganj,,,Sarcastic_negative,1.0,manual_second_pass,False
একটা জিনিস বুজলাম না বিরোধীদলের কোনো এমপিকে মন্ত্রী পদে দেখলাম না,Dhaka,,,Negative,0.5525221765915284,model_autofill,False
মুক্তিযুদ্ধ বিষয়ক মন্ত্রণালয় তো আগেই ছিল। এবার এটা জুলাই বিষয়ক মন্ত্রণালয় না বানায়!,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
আমি মনে হয় ইসরাক কে মুক্তি যুদ্ধ করতে দেখেছি আমার পাশেই ছিল,Dhaka,,,Negative,0.5569172006286971,model_autofill,False
Masahallah,Dhaka,,,Positive,1.0,manual_second_pass,False
উনি তখন জন্মগ্রহণী করে নাই আর তাকে দিয়েছে মুক্তিযুদ্ধ বিষয়ক প্রতিমন্ত্রী । অন্য দপ্তর কি ছিল না?,Dhaka,Tangail,,Positive,0.4564157142960228,model_autofill,False
কামার কে দিলো কুমারের কাজ,Dinajpur,,,Sarcastic_negative,1.0,manual_second_pass,False
কখন যে বলে বসে সেও মুক্তিযুদ্ধে কারন হাসিনা আমলে সম্ভব তাই,Dhaka,,,Sarcastic_negative,0.4016018945973425,model_autofill,False
আমার পেইজটিতে আমন্ত্রণ রইলো,Noakhali,,,Negative,0.6140166792427786,model_autofill,False
"""পজিটিভ রিপ্লাই (কারো খারাপ সময়ে কমেন্ট করার জন্য) খারাপ সময় শেষ হয়, শক্ত মানুষ শেষ হয় না।…""",Dhaka,,,Positive,1.0,manual_second_pass,False
যত দাড়ি টুপি লোক আছে সবাই হবে ৱাজাকাৱ জনাব ইশৱাক যখন মুক্তিযুদ্ধ মন্ত্ৰী,Dhaka,,,Neutral,0.6567610465781819,model_autofill,False
সবাই সাপোর্ট করবেন প্লিজ লাইক ফলো দিয়ে পাশে থাকবেন ধন্যবাদ সবাইকে,Dhaka,,,Positive,0.4479939016923845,model_autofill,False
United States of Bagura,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
"""ভীড় ঠেলে যেই যুদ্ধ করে সামনে যায়,, এটা দেখার পরে তারেখ জিয়া মনে হয়, এরে এই পদ দেয়ার সিন্ধান্ত নিয়েছে""",Dhaka,,,Negative,0.6198626926620296,model_autofill,False
ওরে বাটপার,Mymensingh,,,Negative,0.7085378767090033,model_autofill,False
Fozu pagla k asha korchilam,Khulna,Magura,,Sarcastic_negative,1.0,manual_second_pass,False
স্বাধীনতার ৫৪ বছর পরে এই মন্ত্রণালয়ের কাজটা কি,Dhaka,,,Negative,0.6184783377766606,model_autofill,False
কিন্তু ওয় শপথ নিসে জামাতের সাথে। যেই লোক জীবনের এত গুরুত্বপূর্ণ েও লেট করতে পারে সে মন্ত্রণালয়ে কি করবে? …,Dhaka,,,Sarcastic_negative,0.6597650061880175,model_autofill,False
ফজলুর রহমান কি দোষ করলো?,ব্রাহ্মণবাড়িয়া,,,Sarcastic_negative,1.0,manual_second_pass,False
ইশরাক ভাইকে দেওয়া দরকার ছিলো ঘেরাও ও নিজে নিজে শপথ নেওয়া বিষয়ক মন্ত্রী,Dhaka,Madaripur,,Sarcastic_negative,1.0,manual_second_pass,False
কোন বলে বসে। সে নিজেই মুক্তিযোদ্ধা ।,Feni,,,Positive,0.4326482529444554,model_autofill,False
কাম ছাড়ছে,Thakurgaon,,,Sarcastic_negative,0.5052977598055644,model_autofill,False
হেতে মুক্তিযুদ্ধের কমান্ডার ছিলো,Chittagong,Noakhali,,Negative,0.4230629500081107,model_autofill,False
ভাই আমারে সার্টিফিকেট দেওয়া যাবে টাকা দিবো ১০ হাজার।,Dhaka,,,Negative,0.5503540823871299,model_autofill,False
একে তো তালা আর ঘেরাও বিষয়ক মন্ত্রী বানানো উচিত ছিল,Rajshahi,Dinajpur,,Sarcastic_negative,1.0,manual_second_pass,False
এখন বলবে আমি নেই যুদ্ধ ঘোষনা করলাম অন্য কোন দেশ লাগবে না,ঢাকা,Dhaka,Narayanganj,Positive,0.3931093048592375,model_autofill,False
কি যে বিনোদন,নরসিংদী,Dhaka,Jamalpur,Sarcastic_negative,1.0,manual_second_pass,False
Des ta ses,Dhaka,,,Negative,1.0,manual_second_pass,False
মেয়রের আশাও শেষ,Dhaka,,,Negative,1.0,manual_second_pass,False
হাস্যকর,Dhaka,,,Sarcastic_negative,0.4374083358821872,model_autofill,False
তাকে যেনো কোনো মিডিয়ার সামনে না আনা হয় কারণ তার কথা শুনলে আমার হাঁপানি উঠে। …,Dhaka,Kishoreganj,,Negative,0.3888096590783486,model_autofill,False
মুক্তিযুদ্ধের সময়ের ২য় শিশু মুক্তিযোদ্ধা,Jessore,,,Sarcastic_negative,1.0,manual_second_pass,False
মান্নার ডায়লগ খুব মনে পরছে,Dhaka,,,Sarcastic_negative,0.4902032803439092,model_autofill,False
হেঁ*ডা,ঢাকা,Dhaka,Chittagong,Sarcastic_negative,0.4168347634795428,model_autofill,False
ইশরাক হোসেন কে প্রধান মন্ত্রী করার জোর দাবি জানাচ্ছি,Dhaka,Tangail,,Sarcastic_negative,1.0,manual_second_pass,False
যাক মেয়রের তো দামটা পায়নি এবার গোয়া মেরে দিবে নে,নরসিংদী,Dhaka,Narsingdi,Sarcastic_negative,1.0,manual_second_pass,False
sobay hahahaha disse kno?,Khulna,Bagerhat,,Sarcastic_negative,0.3766159475756514,model_autofill,False
আহারে এইভাবেও দেশটাকে ধ্বংস করে দেয়,Dhaka,Madaripur,,Sarcastic_negative,1.0,manual_second_pass,False
"""ইশরাক ছেলেটা ভালো, তাকে আমি নিজে মুক্তিযুদ্ধ করতে দেখেছি""",Dhaka,,,Negative,0.401350161435533,model_autofill,False
এখন এদেরকে এখন মুখস্থ করা লাগবে কারন ভাইবা বোডে এদের কে নিয়ে প্রশ্ন করা হবে,Dhaka,,,Negative,1.0,manual_second_pass,False
ফজলুল রহমান পারফেক্ট ছিল,Dhaka,Gazipur,,Negative,0.3929146118259622,model_autofill,False
হোগাই মারছে,বরিশাল,Barishal,,Negative,1.0,manual_second_pass,False
Congratulations,Dhaka,Gazipur,,Positive,1.0,manual_second_pass,False
দেয়া ও ভালোবাসা রইল ভাই,Dhaka,Manikganj,,Positive,1.0,manual_second_pass,False
তিনি কি ছিলেন মুক্তিযুদ্ধের সময়?,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
আমার আইডিটা ফলো করে দাও,Dhaka,,,Negative,0.4752373379517697,model_autofill,False
এটা আসলে মানায়নি,Dhaka,,,Negative,0.4072099011937195,model_autofill,False
যাত্রা শুভ হোক।,Dhaka,,,Negative,0.3928323236750664,model_autofill,False
এইটা ফজলুর রহমানরে দেওয়া দরকার ছিল,Dhaka,,,Negative,0.3806038036367464,model_autofill,False
ধন্যবাদ।।,Dhaka,,,Positive,0.7331706743843098,model_autofill,False
হাসবো না কাদবো?? সবাই একটু বলে যান।,Dhaka,,,Sarcastic_negative,1.0,manual_second_pass,False
"""বাহের কোটায় মুক্তি যুদ্ধ মন্ত্রী, মুক্তিযোদ্ধা লিস্টে হেতার নাম জানি চলে আসে না আবার।""",Dhaka,,,Negative,1.0,manual_second_pass,False
উনি মুক্তিযোদ্ধা,Dhaka,,,Neutral,1.0,manual_second_pass,False
অভিনন্দন জানাই আপনাকে।,Dhaka,,,Sarcastic_negative,0.3776304696155074,model_autofill,False
