dataset,dataset_slug,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
2 After Election,2_after_election,16,"নতুন বাংলাদেশ বলে কোনো শব্দ নাই। সকল দলের অংশগ্রহণ নিশ্চিত করে নির্বাচন দেওয়া উচিত ছিল। এটা অন্যায় হয়েছে, সঠিক নয়—দেশের জনগণ কখনোই মানে না এসব।",নতুন বাংলাদেশ বলে কোনো শব্দ নাই সকল দলের অংশগ্রহণ নিশ্চিত করে নির্বাচন দেওয়া উচিত ছিল এটা অন্যায় হয়েছে সঠিক নয় দেশের জনগণ কখনোই মানে না এসব,2,0.836029879092041
2 After Election,2_after_election,17,"লোক নাই, জন নাই—কিন্তু মানুষ না থাকলেও ভোট কেমনে পড়তেছে? এটা খুবই দুঃখজনক ঘটনা। ১ ভোট পড়লেও তা হতে হবে স্বচ্ছতার মাধ্যমে। কোনো মারিক কাটিং বা ফলস ভোট দেওয়া যাবে না, নিরপেক্ষতা বজায় রাখতে হবে।",লোক নাই জন নাই কিন্তু মানুষ না থাকলেও ভোট কেমনে পড়তেছে এটা খুবই দুঃখজনক ঘটনা ভোট পড়লেও তা হতে হবে স্বচ্ছতার মাধ্যমে কোনো মারিক কাটিং বা ফলস ভোট দেওয়া যাবে না নিরপেক্ষতা বজায় রাখতে হবে,2,0.5446108813389956
2 After Election,2_after_election,18,২০০৮ সালে সকল দলের অংশগ্রহণ নিশ্চিত করে ভোট পড়ে ৮৭.১৩%।,সালে সকল দলের অংশগ্রহণ নিশ্চিত করে ভোট পড়ে,0,0.6540787038123931
2 After Election,2_after_election,19,"এবার কি জনগণের প্রকৃত ভোটে এই শতাংশ ছাড়িয়ে যাবে? মারিক কাটিং হতে দেওয়া যাবে না। ১ ভোট হলেও সেটা হতে হবে জনগণের প্রকৃত ভোট, এছাড়া সব বৃথা।",এবার কি জনগণের প্রকৃত ভোটে এই শতাংশ ছাড়িয়ে যাবে মারিক কাটিং হতে দেওয়া যাবে না ভোট হলেও সেটা হতে হবে জনগণের প্রকৃত ভোট এছাড়া সব বৃথা,0,0.718206512973747
2 After Election,2_after_election,20,সব জায়গায় দেখা ও শোনা যাচ্ছে ভোট লুটপাট করে সিল দেওয়া হচ্ছে। এটা কেমন স্বচ্ছতা? সব জায়গায় গড়বড়। নির্বাচনে সকল দলের অংশগ্রহণ নিশ্চিত নেই। ভোট জনগণ না গেলেও অন্য কেউ দিয়ে দিচ্ছে। কেন্দ্রে লোকই নাই অথচ ভোট পড়ে যাচ্ছে। ভালো লাগলো না। সব বৃথা।,সব জায়গায় দেখা ও শোনা যাচ্ছে ভোট লুটপাট করে সিল দেওয়া হচ্ছে এটা কেমন স্বচ্ছতা সব জায়গায় গড়বড় নির্বাচনে সকল দলের অংশগ্রহণ নিশ্চিত নেই ভোট জনগণ না গেলেও অন্য কেউ দিয়ে দিচ্ছে কেন্দ্রে লোকই নাই অথচ ভোট পড়ে যাচ্ছে ভালো লাগলো না সব বৃথা,2,0.6964331545303123
2 After Election,2_after_election,21,বাংলাদেশ শুধু বাংলাদেশ হয়। নতুন বাংলাদেশ বলে কোনো শব্দ নাই।,বাংলাদেশ শুধু বাংলাদেশ হয় নতুন বাংলাদেশ বলে কোনো শব্দ নাই,2,0.9102885680454703
2 After Election,2_after_election,22,শাউয়া প্রতিনিধি শাইয়া দেখছে।,শাউয়া প্রতিনিধি শাইয়া দেখছে,4,0.599988346377186
2 After Election,2_after_election,23,সাজানো গোছানো নাটক—রাতেই ভোট ক্লিয়ার!,সাজানো গোছানো নাটক রাতেই ভোট ক্লিয়ার,1,0.4399287226296308
2 After Election,2_after_election,24,"প্রতারিত করেছে, তার জ্বলন্ত প্রমাণ নিচে।",প্রতারিত করেছে তার জ্বলন্ত প্রমাণ নিচে,3,0.5999881180101792
2 After Election,2_after_election,25,তাসলিম জারা,তাসলিম জারা,0,0.2
2 After Election,2_after_election,26,নুরুল হক নুরু,নুরুল হক নুরু,3,0.5999812997075225
2 After Election,2_after_election,27,জনগণ কী বলে শুনুন।,জনগণ কী বলে শুনুন,2,0.7320460354765564
2 After Election,2_after_election,28,প্রতিটি ভিডিওতে দেখুন।,প্রতিটি ভিডিওতে দেখুন,2,0.5986171234009614
2 After Election,2_after_election,29,জিলাপি আছে নাকি?,জিলাপি আছে নাকি,3,0.5978584960135854
2 After Election,2_after_election,30,কচি বাবু'টাহ্ এখনো বিছানায় হিসু করে,কচি বাবু টাহ্ এখনো বিছানায় হিসু করে,0,0.8663135120528471
2 After Election,2_after_election,31,মনে হচ্ছে এর বয়স ১৬,মনে হচ্ছে এর বয়স,4,0.7250141775931708
2 After Election,2_after_election,32,Ajk 18 holo? Ami toh vabchilum amr cheye boyosh e boro...,ajk holo ami toh vabchilum amr cheye boyosh e boro,1,0.40083098691150976
2 After Election,2_after_election,33,জীবনে প্রথম আরো অনেক কিছু দেখবেন,জীবনে প্রথম আরো অনেক কিছু দেখবেন,0,0.4888205538135136
2 After Election,2_after_election,34,তামিম ও নাকি জীবনের প্রথম ভোট দিলো,তামিম ও নাকি জীবনের প্রথম ভোট দিলো,0,0.46800713934714194
2 After Election,2_after_election,35,আসতো একটা গুপ্ত,আসতো একটা গুপ্ত,3,0.5997288372467295
2 After Election,2_after_election,36,তামিম বয়স কত আপনার..,তামিম বয়স কত আপনার,4,0.7975375043538555
2 After Election,2_after_election,37,যৈবনের প্রথম ভোট,যৈবনের প্রথম ভোট,4,0.7281873389511375
2 After Election,2_after_election,38,এই বয়সে এসেও প্রথম ভোট,এই বয়সে এসেও প্রথম ভোট,4,0.7975847230511002
2 After Election,2_after_election,39,"জীবনের ১ম ভোট, তাই না??",জীবনের ম ভোট তাই না,4,0.7286302813389494
2 After Election,2_after_election,41,আমাদের আগে দেশ,আমাদের আগে দেশ,3,0.5956365658000315
2 After Election,2_after_election,42,"ক্ষমতার আগে জনতা,",ক্ষমতার আগে জনতা,2,0.7314556721983333
2 After Election,2_after_election,43,সবার আগে বাংলাদেশ,সবার আগে বাংলাদেশ,2,0.5985177707977918
2 After Election,2_after_election,44,বাংলাদেশ জিন্দাবাদ,বাংলাদেশ জিন্দাবাদ,3,0.7294770414572987
2 After Election,2_after_election,45,আপনিও জীবনের প্রথম ভোট দিলেন।,আপনিও জীবনের প্রথম ভোট দিলেন,4,0.8384642873443761
2 After Election,2_after_election,46,Or to jibon ses er modde kisu din por morbe ar aj ke Prothom vot dilo eida kno kotha,or to jibon ses er modde kisu din por morbe ar aj ke prothom vot dilo eida kno kotha,1,0.8003060848028067
2 After Election,2_after_election,47,এতে বিএনপিতেই ভোট দিবে,এতে বিএনপিতেই ভোট দিবে,0,0.796053836336054
2 After Election,2_after_election,48,Hasina r am9le Tamim ki Na balok chilo..na buddhi protibondi chilo..vote dey nai ???,hasina r am le tamim ki na balok chilo na buddhi protibondi chilo vote dey nai,1,0.8999988271897963
2 After Election,2_after_election,49,কারে দিলি দাড়ি না ধান,কারে দিলি দাড়ি না ধান,3,0.40000396538514993
2 After Election,2_after_election,50,কচি বয়,কচি বয়,0,0.7333234237286409
2 After Election,2_after_election,51,তামিম ইকবাল মনে হয় এবারের ভোটার হয়েছে,তামিম ইকবাল মনে হয় এবারের ভোটার হয়েছে,0,0.8390309333965543
2 After Election,2_after_election,52,Batpar ageo dese,batpar ageo dese,1,0.5999904245140772
2 After Election,2_after_election,53,Aaaa. Dalal,aaaa dalal,3,0.5993414702273396
2 After Election,2_after_election,54,বড় ভাই আম্মে দালান,বড় ভাই আম্মে দালান,2,0.7299435966242921
2 After Election,2_after_election,55,দামড়া বেড়া বলে জীবনে বোট দে নাই,দামড়া বেড়া বলে জীবনে বোট দে নাই,2,0.8371744155679035
2 After Election,2_after_election,56,"এর আগে আক্কেল মাড়ি ওঠেনি,",এর আগে আক্কেল মাড়ি ওঠেনি,0,0.2
2 After Election,2_after_election,57,ক্ষনিকের পোলা,ক্ষনিকের পোলা,4,0.5996300289492889
2 After Election,2_after_election,58,বুড়ার ঘরের বুড়া মুনাফেকি কথা বর্তা আর কতো ?,বুড়ার ঘরের বুড়া মুনাফেকি কথা বর্তা আর কতো,2,0.5982447778059482
2 After Election,2_after_election,59,আমি সিউর দানের শীষে,আমি সিউর দানের শীষে,3,0.5999938944290466
2 After Election,2_after_election,60,মাত্রই ডায়াপার পরা ছাড়ছে আর প্রথম ভোট দিলো,মাত্রই ডায়াপার পরা ছাড়ছে আর প্রথম ভোট দিলো,0,0.8380344648508934
2 After Election,2_after_election,61,ভোট কেন্দ্রে দালালি করতে গিয়ে হাতে নাতে ধরা তামিম ইকবাল। এখন সেনাবাহিনীর হেফাজতে আছেন।,ভোট কেন্দ্রে দালালি করতে গিয়ে হাতে নাতে ধরা তামিম ইকবাল এখন সেনাবাহিনীর হেফাজতে আছেন,0,0.5312056655196096
2 After Election,2_after_election,62,Batpar..,batpar,1,0.5999904245140772
2 After Election,2_after_election,63,বয়স ৪০ আর এখন বলে জীবনে প্রথম কতবড় বাটপার,বয়স আর এখন বলে জীবনে প্রথম কতবড় বাটপার,4,0.8646925317769263
2 After Election,2_after_election,64,এ বুইড়্যা ব্যাটার প্রথম ভোট কেমনে হয়??,এ বুইড়্যা ব্যাটার প্রথম ভোট কেমনে হয়,4,0.7973239260683105
2 After Election,2_after_election,65,Boyosh 18. Under 19 er player,boyosh under er player,1,0.5999956218929777
2 After Election,2_after_election,66,কেন? এর আগে কি পাকিস্থানে ভোট দিতেন?,কেন এর আগে কি পাকিস্থানে ভোট দিতেন,0,0.5938280018397392
2 After Election,2_after_election,67,ভাতিজা মনে হয় ২০০৫ সালে জন্মাইছে,ভাতিজা মনে হয় সালে জন্মাইছে,4,0.7250029881879633
2 After Election,2_after_election,68,বুড়ো খোকা!,বুড়ো খোকা,0,0.2
2 After Election,2_after_election,69,৩৮ বছর বয়সে জীবনের প্রথম ভোট দিয়েছে,বছর বয়সে জীবনের প্রথম ভোট দিয়েছে,4,0.883691195896379
2 After Election,2_after_election,70,Butper,butper,0,0.2
2 After Election,2_after_election,71,ভন্ড তামিম,ভন্ড তামিম,4,0.7282059208136611
2 After Election,2_after_election,72,Khankir pola bole ki,khankir pola bole ki,1,0.7333291942216972
2 After Election,2_after_election,73,দালাল,দালাল,0,0.5999987786982386
2 After Election,2_after_election,74,সুবিধাভোগী,সুবিধাভোগী,0,0.2
2 After Election,2_after_election,75,theলাল,theলাল,0,0.2
2 After Election,2_after_election,76,তাইলে তিনেই আগস্ট কি করতে গেছিলো দালাল,তাইলে তিনেই আগস্ট কি করতে গেছিলো দালাল,2,0.4398696826408329
2 After Election,2_after_election,77,এএএএএএএএএএ দালাল,এএএএএএএএএএ দালাল,0,0.5999987786982386
2 After Election,2_after_election,78,দালায় কয় কি?,দালায় কয় কি,0,0.5985778602588292
2 After Election,2_after_election,79,Sala batpar ata naki ar prothom,sala batpar ata naki ar prothom,1,0.8399971660731343
2 After Election,2_after_election,80,Aghe Kar bal palaila ... Apar lok,aghe kar bal palaila apar lok,0,0.2
2 After Election,2_after_election,81,নাটক বাজ,নাটক বাজ,1,0.7332206226767403
2 After Election,2_after_election,82,তোমার বয়স ১৮ হয়ে গেছে?,তোমার বয়স হয়ে গেছে,4,0.7331804458787116
2 After Election,2_after_election,83,শালায় মনে হয় নৌকাতে ভোট দিয়েছে,শালায় মনে হয় নৌকাতে ভোট দিয়েছে,0,0.6272276214544389
2 After Election,2_after_election,84,এ এএ ধরা খেয়ে গেলাম নাকি..,এ এএ ধরা খেয়ে গেলাম নাকি,3,0.8354423997413281
2 After Election,2_after_election,85,আমি কনফার্ম তামিম ভইংগ্যা,আমি কনফার্ম তামিম ভইংগ্যা,0,0.5989622033869932
2 After Election,2_after_election,86,চামিচ,চামিচ,0,0.2
2 After Election,2_after_election,87,আমার মনে উনি সব প্রতিকে ভোট দিছে।,আমার মনে উনি সব প্রতিকে ভোট দিছে,0,0.8369611312927963
2 After Election,2_after_election,88,জীবনের শেষ ভুট দিতে আইসা বলে প্রথম,জীবনের শেষ ভুট দিতে আইসা বলে প্রথম,4,0.601841657797849
2 After Election,2_after_election,89,তার আগে কি কেউ ভোট দিতে নিষেধ করছিল???,তার আগে কি কেউ ভোট দিতে নিষেধ করছিল,0,0.7300987306846661
2 After Election,2_after_election,90,"বড় ভাই, ভাবটা তো নিয়ে নিলেন ১৬ বছরের বাচ্চার মতো",বড় ভাই ভাবটা তো নিয়ে নিলেন বছরের বাচ্চার মতো,2,0.40210111255070136
2 After Election,2_after_election,91,ছোট ভাই তামিম,ছোট ভাই তামিম,2,0.43413478213866397
2 After Election,2_after_election,92,তাই বলে কি,তাই বলে কি,2,0.5983132535787954
2 After Election,2_after_election,93,ইনশাআল্লাহ,ইনশাআল্লাহ,0,0.5999995531898649
2 After Election,2_after_election,94,"অদ্দে,বান্দিনিরপুতে কিতা ক",অদ্দে বান্দিনিরপুতে কিতা ক,1,0.5999848660302144
2 After Election,2_after_election,95,"Tmr amur paa chatso,se tmake vote dite dey nay",tmr amur paa chatso se tmake vote dite dey nay,1,0.7333273912329822
2 After Election,2_after_election,96,i am to obak,i am to obak,3,0.5999963328897102
2 After Election,2_after_election,97,তামিম ভাই জিন্দাবাদ,তামিম ভাই জিন্দাবাদ,2,0.5471135101782626
2 After Election,2_after_election,98,গুপ্ত সাধক,গুপ্ত সাধক,3,0.5997288372467295
2 After Election,2_after_election,99,এর আগে আইডি কার্ড কী ছিলো না নেতা,এর আগে আইডি কার্ড কী ছিলো না নেতা,1,0.30061593769646977
2 After Election,2_after_election,100,আমি জানি সে ধানে দিছে,আমি জানি সে ধানে দিছে,4,0.7988704771118552
2 After Election,2_after_election,101,"আপার আমলেই ভালা আছিল,",আপার আমলেই ভালা আছিল,1,0.5964547124163215
2 After Election,2_after_election,102,তখন কষ্ট করে ভোট দেওয়া লাগত না,তখন কষ্ট করে ভোট দেওয়া লাগত না,2,0.7986009652330706
2 After Election,2_after_election,103,এএএএএএএএএএএএএএএএ দালাল,এএএএএএএএএএএএএএএএ দালাল,0,0.5999987786982386
2 After Election,2_after_election,104,মনে হচ্ছে আর বয়স 20 মাত্র,মনে হচ্ছে আর বয়স মাত্র,4,0.7958663451641568
2 After Election,2_after_election,105,ভায়ে নতুন ভোটার কচি,ভায়ে নতুন ভোটার কচি,0,0.4818957295571671
2 After Election,2_after_election,106,এ্যে বলে কী তিনিও জীবনের প্রথম ভোট!,এ্যে বলে কী তিনিও জীবনের প্রথম ভোট,4,0.8378188282897929
2 After Election,2_after_election,107,Number 1 Butpar,number butpar,0,0.2
2 After Election,2_after_election,108,dot Babar vote oh dot hoi jabe,dot babar vote oh dot hoi jabe,1,0.4005267058158862
2 After Election,2_after_election,109,Chinta kora jai koto boro natokbaz,chinta kora jai koto boro natokbaz,1,0.7333257059610174
2 After Election,2_after_election,110,ছবি তুলা নিশেদ ভাই সরকার বলছে,ছবি তুলা নিশেদ ভাই সরকার বলছে,2,0.4742321917779265
2 After Election,2_after_election,111,Theলাল,theলাল,0,0.2
2 After Election,2_after_election,112,এএএএএএএএএএএএএএএএএ দালাল,এএএএএএএএএএএএএএএএএ দালাল,0,0.5999987786982386
2 After Election,2_after_election,113,এহহহহহহ দালাল...,এহহহহহহ দালাল,0,0.5999987786982386
2 After Election,2_after_election,114,তাহলে সারা বছর পায়খানার গু খাইছেন,তাহলে সারা বছর পায়খানার গু খাইছেন,3,0.8389478994386573
2 After Election,2_after_election,115,ওনি ধানে মারছে ১০০%,ওনি ধানে মারছে,0,0.7333282027391566
2 After Election,2_after_election,116,বিহারীদের ভোটার তালিকায় নাম উঠানো হয়েছে কিছুদিন আগেই। তাই বিহারীদের জন্য এটাই জীবনের প্রথম ভোট।,বিহারীদের ভোটার তালিকায় নাম উঠানো হয়েছে কিছুদিন আগেই তাই বিহারীদের জন্য এটাই জীবনের প্রথম ভোট,4,0.8988191222281384
2 After Election,2_after_election,117,মনে হচ্ছে ১৮ বছর তেল মারার একটা সিস্টেম থাকা উচিত,মনে হচ্ছে বছর তেল মারার একটা সিস্টেম থাকা উচিত,1,0.641890127482086
2 After Election,2_after_election,118,"ভোট মানে শুধু নির্বাচন নয়, এটি ভবিষ্যৎ প্রজন্মের জন্য একটি অঙ্গীকার। সঠিক নেতৃত্ব বেছে নেওয়াই আজকের সবচেয়ে বড় দায়িত্ব।",ভোট মানে শুধু নির্বাচন নয় এটি ভবিষ্যৎ প্রজন্মের জন্য একটি অঙ্গীকার সঠিক নেতৃত্ব বেছে নেওয়াই আজকের সবচেয়ে বড় দায়িত্ব,3,0.44468473024900673
2 After Election,2_after_election,119,Are you being serious?,are you being serious,1,0.5999925742249573
2 After Election,2_after_election,120,ওলে লে লে লে,ওলে লে লে লে,3,0.7999974258022196
2 After Election,2_after_election,121,মাগরিব টু মাগরিব জাতীয় নির্বাচন ২০২৬,মাগরিব টু মাগরিব জাতীয় নির্বাচন,0,0.7303843714128037
2 After Election,2_after_election,122,"কথাই লজিক আছে, তারেক রহমান কে প্রথম ভোট দিছে,আগে অন্যে কাউকে দিতো",কথাই লজিক আছে তারেক রহমান কে প্রথম ভোট দিছে আগে অন্যে কাউকে দিতো,4,0.4894652548783237
2 After Election,2_after_election,123,"এই কথা মানুষ যখন মন থেকে স্বাধীন হয় তখনই বলতে পারে ! তামিম ইকবালের মত লোক যদি জীবনের প্রথম ভোট হয়, তাহলে আমরা কোথায় আছি,, জীবনের প্রথম এবারও আমি ভোট দিলাম",এই কথা মানুষ যখন মন থেকে স্বাধীন হয় তখনই বলতে পারে তামিম ইকবালের মত লোক যদি জীবনের প্রথম ভোট হয় তাহলে আমরা কোথায় আছি জীবনের প্রথম এবারও আমি ভোট দিলাম,4,0.6776980859982128
2 After Election,2_after_election,124,ধানের শীষে সিল মারা ব্যালট দিচ্ছে,ধানের শীষে সিল মারা ব্যালট দিচ্ছে,3,0.36685915794408724
2 After Election,2_after_election,125,প্রিজায়ডিং অফিসার,প্রিজায়ডিং অফিসার,0,0.2
2 After Election,2_after_election,126,এইমাত্র আঠারো বছরে পা রাখলেন তামিম ইকবাল,এইমাত্র আঠারো বছরে পা রাখলেন তামিম ইকবাল,4,0.8376100475172946
2 After Election,2_after_election,127,সুবিধাবাজের উপরে কোন নোবেল থাকলে আপনি নিশ্চিত পাশ,সুবিধাবাজের উপরে কোন নোবেল থাকলে আপনি নিশ্চিত পাশ,0,0.6488099570323802
2 After Election,2_after_election,128,"জুলাই গনঅভ্যুত্থান হয়েছে বলেই জীবনের প্রথম ভোট দিতে পারলে,",জুলাই গনঅভ্যুত্থান হয়েছে বলেই জীবনের প্রথম ভোট দিতে পারলে,4,0.864453809397989
2 After Election,2_after_election,129,ভোট কিসে দিলেন নবাব,ভোট কিসে দিলেন নবাব,2,0.5263887048816551
2 After Election,2_after_election,130,এএএএএএএএএএএই দালাল,এএএএএএএএএএএই দালাল,0,0.5999987786982386
2 After Election,2_after_election,131,আপার আমলে এমন সময়ে সবার ভোট হয়ে যেত…এখন কেন্দ্রে গিয়ে লাইনে দাঁড়িয়ে ভোট দিতে হয়। মিস ইউ আপা,আপার আমলে এমন সময়ে সবার ভোট হয়ে যেত এখন কেন্দ্রে গিয়ে লাইনে দাঁড়িয়ে ভোট দিতে হয় মিস ইউ আপা,2,0.41702315183005756
2 After Election,2_after_election,132,নডিরপুতে কয় কি!!,নডিরপুতে কয় কি,0,0.5985778602588292
2 After Election,2_after_election,133,এইইইই দা/লা/ল,এইইইই দা লা ল,0,0.2
2 After Election,2_after_election,134,বিএনপি ক্ষমতায় আইলে ইনশাআল্লাহ তামিম ভাই প্রধান মন্ত্রী হবেন,বিএনপি ক্ষমতায় আইলে ইনশাআল্লাহ তামিম ভাই প্রধান মন্ত্রী হবেন,4,0.4594277018837606
2 After Election,2_after_election,135,অনেক মানুষ ভোট দিতে যায়নি তাদের কি রকম লাগে,অনেক মানুষ ভোট দিতে যায়নি তাদের কি রকম লাগে,1,0.594041932020853
2 After Election,2_after_election,136,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,2,0.5999984371235062
2 After Election,2_after_election,137,কচি বাবু এখনো বিছানায় হিসু করে।,কচি বাবু এখনো বিছানায় হিসু করে,0,0.8663135120528471
2 After Election,2_after_election,138,কেনো এর আগে দিতে কে না করছিলো।,কেনো এর আগে দিতে কে না করছিলো,4,0.7973099742689839
2 After Election,2_after_election,139,দালাল সাংবাদিক তামিম এই কথা বলে নাই।,দালাল সাংবাদিক তামিম এই কথা বলে নাই,2,0.533043515709742
2 After Election,2_after_election,140,বয়স ১৮ মাএ,বয়স মাএ,4,0.7330401253872532
2 After Election,2_after_election,141,#এই_ইইই_দালাল,এই ইইই দালাল,0,0.5999987786982386
2 After Election,2_after_election,142,হাহাহা,হাহাহা,0,0.599980817846157
2 After Election,2_after_election,143,বিহারি,বিহারি,0,0.5999747423663918
2 After Election,2_after_election,144,২০০৮ এ তামিম কি নাবালক ছিল,এ তামিম কি নাবালক ছিল,0,0.5989622033869932
2 After Election,2_after_election,145,বিহারি তামিম,বিহারি তামিম,0,0.7330327529978533
2 After Election,2_after_election,146,#NoBoatNoVote,noboatnovote,0,0.2
2 After Election,2_after_election,147,এতো দিন কোথায় ছিলেন??,এতো দিন কোথায় ছিলেন,1,0.7331674754352558
2 After Election,2_after_election,148,শহীদুল ইসলাম সোহেল ঠিক বলেছেন,শহীদুল ইসলাম সোহেল ঠিক বলেছেন,0,0.5499120582501031
2 After Election,2_after_election,149,Mr dalal Iqbal khan,mr dalal iqbal khan,3,0.5993414702273396
2 After Election,2_after_election,150,৬৬৬কোটি কর মাপ মহাজনের সকল প্রতিষ্ঠান ৫ বছরের কর আওতামুক্ত এর জন্য মহা এতো খুশি?? তাই ঈদ ঈদ লাগতেছে ।,কোটি কর মাপ মহাজনের সকল প্রতিষ্ঠান বছরের কর আওতামুক্ত এর জন্য মহা এতো খুশি তাই ঈদ ঈদ লাগতেছে,2,0.8421964172564863
2 After Election,2_after_election,151,প্রতি বার ই জীবন এর প্রথম দেয় দালালে,প্রতি বার ই জীবন এর প্রথম দেয় দালালে,0,0.8839536571301901
2 After Election,2_after_election,152,ডাউট ইকবাল ১৭ বছর পরে হিসু বন্ধ হল,ডাউট ইকবাল বছর পরে হিসু বন্ধ হল,1,0.5328657002877963
2 After Election,2_after_election,153,ধন চুসা,ধন চুসা,0,0.2
2 After Election,2_after_election,154,দাললা,দাললা,0,0.2
2 After Election,2_after_election,155,da/লাল,da লাল,2,0.5999961631117953
2 After Election,2_after_election,156,Batpar,batpar,1,0.5999904245140772
2 After Election,2_after_election,157,দালাল চামচা,দালাল চামচা,0,0.5999987786982386
2 After Election,2_after_election,158,কচি বাবু এখনো সে বিছানায় হিসু করে,কচি বাবু এখনো সে বিছানায় হিসু করে,0,0.8851228485527394
2 After Election,2_after_election,159,শালায় কয় কি,শালায় কয় কি,0,0.3997097509761513
2 After Election,2_after_election,160,"আমারে ভুইলা যায়েন না,",আমারে ভুইলা যায়েন না,0,0.2
2 After Election,2_after_election,161,মনে হচ্ছে এর বয়স ১৬ বছর মাএ,মনে হচ্ছে এর বয়স বছর মাএ,4,0.8369912026753183
2 After Election,2_after_election,162,আপার লগে বিট্রে কইরা ফালাইছে,আপার লগে বিট্রে কইরা ফালাইছে,1,0.7315223469161232
2 After Election,2_after_election,163,আগে ওর ভোট হাসিনা অন্য কাউকে দিয়ে সেরে দিত। ওর কষ্ট করে কেন্দ্রে যাওয়া লাগতোনা,আগে ওর ভোট হাসিনা অন্য কাউকে দিয়ে সেরে দিত ওর কষ্ট করে কেন্দ্রে যাওয়া লাগতোনা,4,0.4829098144677596
2 After Election,2_after_election,164,তামিম নিশ্চিয় ধানের শীষে ভোট দিয়েছে।,তামিম নিশ্চিয় ধানের শীষে ভোট দিয়েছে,0,0.6918163692408044
2 After Election,2_after_election,165,ইনশাআল্লাহ বিজয় আমাদের হবে,ইনশাআল্লাহ বিজয় আমাদের হবে,0,0.7333328899374705
2 After Election,2_after_election,166,তাহলে আগে তুমি গুপ্ত ছিলা তামিল কাকু!?,তাহলে আগে তুমি গুপ্ত ছিলা তামিল কাকু,3,0.7989751894757711
2 After Election,2_after_election,167,হাইরে দালাল ওই নাকি জীবনের প্রথম ভোট দিয়েছে,হাইরে দালাল ওই নাকি জীবনের প্রথম ভোট দিয়েছে,0,0.6097711797453175
2 After Election,2_after_election,168,তারুণ্যের প্রথম ভোট,তারুণ্যের প্রথম ভোট,2,0.7961203061208042
2 After Election,2_after_election,169,তাহাজ্জুদের আগে হোক,তাহাজ্জুদের আগে হোক,4,0.5945321007015402
2 After Election,2_after_election,170,বাংলাদেশে থাকতে হলে আরো কত কিছু দেখতে পারবো,বাংলাদেশে থাকতে হলে আরো কত কিছু দেখতে পারবো,0,0.8979346166389837
2 After Election,2_after_election,171,কেউ বলবে জীবনের প্রথম ভোট দিলাম,কেউ বলবে জীবনের প্রথম ভোট দিলাম,3,0.4497684663734659
2 After Election,2_after_election,172,কেউ বলবে আমার ভোট একজন দিয়ে ফেলেছে আগে,কেউ বলবে আমার ভোট একজন দিয়ে ফেলেছে আগে,0,0.5211468482552724
2 After Election,2_after_election,173,আবার কেউ বলবে আমাকে বাধা দেওয়া হয়েছে,আবার কেউ বলবে আমাকে বাধা দেওয়া হয়েছে,1,0.834534370850036
