dataset,doc_id,raw_text,clean_text,dominant_topic,dominant_topic_prob
Before Election,14,বিএনপি বললে সবকিছুই জায়েজ,বিএনপি বললে সবকিছুই জায়েজ,4,0.7305314393872377
Before Election,15,"Ai দিয়ে বিডিউ বানিয়ে পরে বিএনপির নামে চালিয়ে দেওয়া , এইটা ঠিকনা",ai দিয়ে বিডিউ বানিয়ে পরে বিএনপির নামে চালিয়ে দেওয়া এইটা ঠিকনা,4,0.5529683989705187
Before Election,16,চাঁদাবাজের বাংলার জমিনে ঠাই নাই,চাঁদাবাজের বাংলার জমিনে ঠাই নাই,4,0.7297336367272454
Before Election,17,"নাটকের নামটা যদি হয়, নির্বাচনের আগে, তাহলে কেমন হয়",নাটকের নামটা যদি হয় নির্বাচনের আগে তাহলে কেমন হয়,0,0.7994414685397567
Before Election,18,Zarek Tia r chagol abid egla dekhena,zarek tia r chagol abid egla dekhena,0,0.2
Before Election,19,বিম্পির কাছেও জান্নাতের টিকিট আছে,বিম্পির কাছেও জান্নাতের টিকিট আছে,4,0.7999899946535742
Before Election,20,তারেক রহমানের নির্দেশে জান্নাতের টিকিট বিক্রি শুরু,তারেক রহমানের নির্দেশে জান্নাতের টিকিট বিক্রি শুরু,4,0.5721263168022973
Before Election,21,ধানের শীষে ভোট দিন জান্নাত বুঝে নিন,ধানের শীষে ভোট দিন জান্নাত বুঝে নিন,3,0.8854323639227192
Before Election,22,"এই গুলো কি,আওয়ামী লীগের লোক আর বিএনপির লোকেরা দেখে নাহ",এই গুলো কি আওয়ামী লীগের লোক আর বিএনপির লোকেরা দেখে নাহ,3,0.8836481993326224
Before Election,23,একমাত্র ধানের শীষেই আছে এহ কাল এবং পরকালের শান্তি,একমাত্র ধানের শীষেই আছে এহ কাল এবং পরকালের শান্তি,3,0.7292432323908827
Before Election,24,ভালোই তো গাছ গাছরা মহাশক্তি ঔষধ বিক্রি করতে পারবে,ভালোই তো গাছ গাছরা মহাশক্তি ঔষধ বিক্রি করতে পারবে,3,0.8364433084619282
Before Election,25,স্যার জেমন জনগন তো তেমন হবে,স্যার জেমন জনগন তো তেমন হবে,0,0.2
Before Election,26,ভাই আমার মনে যেটা হইতেছে তারেক রহমান যেভাবে জিজ্ঞাসা করতেছে কালকে সকালে মনে ঢাকা শহর সিঙ্গাপুরে পরিবর্তন করবে,ভাই আমার মনে যেটা হইতেছে তারেক রহমান যেভাবে জিজ্ঞাসা করতেছে কালকে সকালে মনে ঢাকা শহর সিঙ্গাপুরে পরিবর্তন করবে,3,0.5361033399121303
Before Election,27,খাম্বার কথা মানুষ ভুলে যায়নি,খাম্বার কথা মানুষ ভুলে যায়নি,2,0.798591626500932
Before Election,28,এই নাটকের নাম নির্বাচন,এই নাটকের নাম নির্বাচন,1,0.7986150337071168
Before Election,29,নাটক রে আর কত দেখব বাংলাদেশের মানুষ,নাটক রে আর কত দেখব বাংলাদেশের মানুষ,4,0.8640773362690342
Before Election,30,খাম্বা লাগবে,খাম্বা লাগবে,4,0.7283833033372482
Before Election,31,টাকা দিয়ে ভোট কেনা শুরু,টাকা দিয়ে ভোট কেনা শুরু,4,0.4717574094480629
Before Election,32,চলিতেছ সার্কাস।,চলিতেছ সার্কাস,0,0.2
Before Election,34,তার বিহীন খাম্বাচাই,তার বিহীন খাম্বাচাই,0,0.2
Before Election,35,ধান ক্ষেতেও তাইলে এখন জান্নাতের টিকিট বিক্রি হচ্ছে,ধান ক্ষেতেও তাইলে এখন জান্নাতের টিকিট বিক্রি হচ্ছে,4,0.838049431849805
Before Election,36,নতুনকরেএকচোরএসেছেদেশেতারেক,নতুনকরেএকচোরএসেছেদেশেতারেক,0,0.2
Before Election,37,"বাংলা নাটক দেখা ছেড়ে দিছিলাম,, এখন রেগুলার দেখি ভালোই লাগে",বাংলা নাটক দেখা ছেড়ে দিছিলাম এখন রেগুলার দেখি ভালোই লাগে,3,0.8388046469698531
Before Election,38,জনগণ আর বোকা না ই জামায়াত সঠিক লাল কার্ড দেখিয়ে দিবে শহীদ জিয়ার ধানের শীষ জিন্দাবাদ ফূলের মালা পরবে কে বিএনপি ছাড়া আবার কে আল্লাহ তায়ালা রহমাতে,জনগণ আর বোকা না ই জামায়াত সঠিক লাল কার্ড দেখিয়ে দিবে শহীদ জিয়ার ধানের শীষ জিন্দাবাদ ফূলের মালা পরবে কে বিএনপি ছাড়া আবার কে আল্লাহ তায়ালা রহমাতে,1,0.9373956120117092
Before Election,39,ধানের শীষে ভোট দিলে এই দল যত আকাম করবে তার ভাগীদার আপনে হবেন আখেরাতে জবাব দেওয়া লাগবে,ধানের শীষে ভোট দিলে এই দল যত আকাম করবে তার ভাগীদার আপনে হবেন আখেরাতে জবাব দেওয়া লাগবে,4,0.4818110105316026
Before Election,40,বিএনপিকে ডোবানোর জন্য এমন নেতাই যথেষ্ট  আকেল বুদ্ধি একেবারেই নাই হে আবার নেতা।,বিএনপিকে ডোবানোর জন্য এমন নেতাই যথেষ্ট আকেল বুদ্ধি একেবারেই নাই হে আবার নেতা,1,0.8852855361765227
Before Election,41,"তারেক গং রা অন্যকে জান্নাতের টিকিটের ব্লেম দেয়, এখন নিজেরা",তারেক গং রা অন্যকে জান্নাতের টিকিটের ব্লেম দেয় এখন নিজেরা,1,0.5491118804138012
Before Election,42,এটাও কি লন্ডনের মুফতি সাহেবের হাদিস?,এটাও কি লন্ডনের মুফতি সাহেবের হাদিস,0,0.5999794959786227
Before Election,43,তারেক রহমান আশা করি তার এই কর্মীকে জাতির সামনে জান্নাতের টিকিট বিক্রিকারী হিসেবে পরিচয় করিয়ে দিবেন,তারেক রহমান আশা করি তার এই কর্মীকে জাতির সামনে জান্নাতের টিকিট বিক্রিকারী হিসেবে পরিচয় করিয়ে দিবেন,1,0.45703677018178707
Before Election,44,চাঁদাবাজির ঠিকানা এই বাংলা হবে না,চাঁদাবাজির ঠিকানা এই বাংলা হবে না,1,0.5982740033121833
Before Election,45,দাঁড়িপাল্লা হবেই হবে জয় ইনশাআল্লাহ,দাঁড়িপাল্লা হবেই হবে জয় ইনশাআল্লাহ,1,0.598267546920908
Before Election,46,জান্নাতের টিকিট বিক্রি করল বিএনপির লোকজন আর দোষ চাপল জামাতের উপর,জান্নাতের টিকিট বিক্রি করল বিএনপির লোকজন আর দোষ চাপল জামাতের উপর,4,0.8854580644251201
Before Election,47,ফ্যামিলি কার্ড গাধা কার্ড বোকাচোদা কার্ড সব পাবে বিএনপি ক্ষমতায় আসলে,ফ্যামিলি কার্ড গাধা কার্ড বোকাচোদা কার্ড সব পাবে বিএনপি ক্ষমতায় আসলে,4,0.8852655772895851
Before Election,48,পাস করার পর কচু দিবে জনগণকে দাঁড়িপাল্লায় ভর্তি জনগণকে শান্তিপূর্ণভাবে বাঁচার অধিকার পাবেন,পাস করার পর কচু দিবে জনগণকে দাঁড়িপাল্লায় ভর্তি জনগণকে শান্তিপূর্ণভাবে বাঁচার অধিকার পাবেন,1,0.8393666497646249
Before Election,49,চাঁদা বাজ খমতায় গেলে।দেশ ধংস করে দিবে। জামাত খমতায় দরকার,চাঁদা বাজ খমতায় গেলে দেশ ধংস করে দিবে জামাত খমতায় দরকার,3,0.8991141619930311
Before Election,50,ভোট পাওয়া জন্য কত নাতক করে এই তারেক রহমান যে চালাক,ভোট পাওয়া জন্য কত নাতক করে এই তারেক রহমান যে চালাক,2,0.8377911285100804
Before Election,51,দুর্নীতির চ্যাম্পিয়ন,দুর্নীতির চ্যাম্পিয়ন,0,0.2
Before Election,52,গাজা কি পরিমান খাইলে এই ধরনের কথা বলে,গাজা কি পরিমান খাইলে এই ধরনের কথা বলে,2,0.8393188912647445
Before Election,53,"মাথা নষ্ট হয়ে গেছে, মুখে যা আসে তা-ই বলে বেড়াচ্ছে।",মাথা নষ্ট হয়ে গেছে মুখে যা আসে তা ই বলে বেড়াচ্ছে,3,0.9099304405606979
Before Election,54,বিএনপির ওলি এখন কিছু বলেন।,বিএনপির ওলি এখন কিছু বলেন,4,0.7322282220878469
Before Election,55,ধানের সিস জাহাননামের বিস,ধানের সিস জাহাননামের বিস,3,0.5986990467191097
Before Election,56,মেয়াদ ছাড়া খাইলে যা হয় আরকি,মেয়াদ ছাড়া খাইলে যা হয় আরকি,2,0.8386938337263182
Before Election,57,এই গুলো কি তারেক রহমান এর সামনে পরেনা,এই গুলো কি তারেক রহমান এর সামনে পরেনা,1,0.700822077858785
Before Election,58,সালায় মাল এটু বেসি খাইছে,সালায় মাল এটু বেসি খাইছে,0,0.5999794857629467
Before Election,59,গাঞ্জা খেয়ে মাতাল হয়ে বক্তব্য দিলে এমনই হবে,গাঞ্জা খেয়ে মাতাল হয়ে বক্তব্য দিলে এমনই হবে,2,0.5320267292004356
Before Election,60,ধানের শীষে ভোট দিন নিজের পুটকিমারা নিজে খান,ধানের শীষে ভোট দিন নিজের পুটকিমারা নিজে খান,3,0.8662542201880007
Before Election,61,বাইনচোদ ডেড ওভার গান্জা খাইছে,বাইনচোদ ডেড ওভার গান্জা খাইছে,0,0.5999794857629467
Before Election,62,গাজা খেয়ে আসছে নতুন গাজাখোর,গাজা খেয়ে আসছে নতুন গাজাখোর,2,0.6408174874614504
Before Election,63,"সবাই ভালো করে দেখে নিন, জান্নাত এর টিকিট বিক্রি শুরু করেছে বিএনপি",সবাই ভালো করে দেখে নিন জান্নাত এর টিকিট বিক্রি শুরু করেছে বিএনপি,4,0.9319953696254472
Before Election,64,বাটপার সেটিং,বাটপার সেটিং,0,0.599984997449053
Before Election,65,খাম্বার দল জান্নাতের টিকিট দিচ্ছে ফ্রি,খাম্বার দল জান্নাতের টিকিট দিচ্ছে ফ্রি,4,0.8657125461450672
Before Election,66,বি এন পি তারা এতে সুন্দর ওয়াজ করতে পারে,বি এন পি তারা এতে সুন্দর ওয়াজ করতে পারে,1,0.884852191850474
Before Election,67,একজন রেমিটেন্স যোদ্ধা দেশে ফিরছে,একজন রেমিটেন্স যোদ্ধা দেশে ফিরছে,1,0.5999759195288523
Before Election,68,দেশে এসে প্রথমে শ্বশুর বাড়ি এলাকায় তারেক!,দেশে এসে প্রথমে শ্বশুর বাড়ি এলাকায় তারেক,1,0.7989278139616871
Before Election,69,"রাস্তার পাশের খাম্বাটা'ও হঠাৎ কেঁপে উঠলো, মনে হয় দেশনেতার বিমানটি এসে পড়েছে।",রাস্তার পাশের খাম্বাটা ও হঠাৎ কেঁপে উঠলো মনে হয় দেশনেতার বিমানটি এসে পড়েছে,3,0.7320148597335286
Before Election,70,হাহা খাম্বা তারেকের সেই সুন্দর অভিনয় করেছেন আপনি,হাহা খাম্বা তারেকের সেই সুন্দর অভিনয় করেছেন আপনি,0,0.7986887065877961
Before Election,71,এই লোকের পিছনে আরো নাম আছে খাম্বা তারিখ বোমা তারে টেন পার্সেন্ট,এই লোকের পিছনে আরো নাম আছে খাম্বা তারিখ বোমা তারে টেন পার্সেন্ট,0,0.7990943384148944
Before Election,72,দিলেন তো খাম্বা জায়গা মতো।,দিলেন তো খাম্বা জায়গা মতো,0,0.7305387822108634
Before Election,73,এখানে নাকি ১০ টা খাম্বা ছিলো।,এখানে নাকি টা খাম্বা ছিলো,4,0.7976154589649441
Before Election,74,দয়া করে উনাকে খাম্বা তারেক বলবেন না।,দয়া করে উনাকে খাম্বা তারেক বলবেন না,2,0.7265262062008601
Before Election,75,"চাঁন্দা মোদের অধিকার,বাধা দিলেই রাজাকার!",চাঁন্দা মোদের অধিকার বাধা দিলেই রাজাকার,4,0.8845449849266286
Before Election,76,খাম্বা তারেক,খাম্বা তারেক,2,0.7265262062008601
Before Election,77,বিদেশে বসে ঘরের বউ সামলানো যায় না আর হেতে দেশ সামলাবে,বিদেশে বসে ঘরের বউ সামলানো যায় না আর হেতে দেশ সামলাবে,3,0.7293573526907406
Before Election,78,ভাই খাম্বা কি আম্নের বাড়ির পোতায় বসায় ছিল।,ভাই খাম্বা কি আম্নের বাড়ির পোতায় বসায় ছিল,0,0.731586815256195
Before Election,79,খাম্বা চোরা আসলেই তো,খাম্বা চোরা আসলেই তো,0,0.7993851345776115
Before Election,80,এত খাম্বা চোর তাইতো খাম বানানো হচ্ছে,এত খাম্বা চোর তাইতো খাম বানানো হচ্ছে,0,0.6314679370570663
Before Election,81,আসলেই অটা খাম্বা,আসলেই অটা খাম্বা,0,0.7320051880483716
Before Election,82,গাছের উপর কাউয়া তারেক জিয়া শাওয়া,গাছের উপর কাউয়া তারেক জিয়া শাওয়া,2,0.5963979460825898
Before Election,83,হ্যাঁ ধানের শীষে ভোট দিলে জান্নাত কনফার্ম।,হ্যাঁ ধানের শীষে ভোট দিলে জান্নাত কনফার্ম,3,0.8855900672078182
Before Election,84,ধানের শীষ ধরে ডাইরেক্ট জান্নাত...,ধানের শীষ ধরে ডাইরেক্ট জান্নাত,3,0.5420673791463533
Before Election,85,ইহকালেও চান্দা তুলতে পারবো পরকালেও চান্দা তুলতে পারবো।,ইহকালেও চান্দা তুলতে পারবো পরকালেও চান্দা তুলতে পারবো,0,0.7333303072703944
Before Election,86,"শান্তি আর শান্তি,মহাশান্তি",শান্তি আর শান্তি মহাশান্তি,2,0.7313365671697083
Before Election,87,বাংলাদেশে যত স্টিল খাম্বা আছে সেই খাম্বা গুলো কোথায় গেল,বাংলাদেশে যত স্টিল খাম্বা আছে সেই খাম্বা গুলো কোথায় গেল,4,0.8632039246263592
Before Election,88,আমি কে তুমি কে রাজাকার রাজাকার কে বলেছে কে বলেছে চান্দাবাজ চান্দাবাজ,আমি কে তুমি কে রাজাকার রাজাকার কে বলেছে কে বলেছে চান্দাবাজ চান্দাবাজ,2,0.9106712524578597
Before Election,89,খাম্বা তারেক চাদা বাজ তারেক,খাম্বা তারেক চাদা বাজ তারেক,1,0.8641081472995751
Before Election,90,খামরে খাম্ব হইবো নাকি ওরে বাশ তারিখ,খামরে খাম্ব হইবো নাকি ওরে বাশ তারিখ,0,0.5516656576788462
Before Election,91,"ঋণ খেলাপি, চাঁদাবাজ ও ব্যাংক ডাকাতিদের ভোট দিলে, দেশ একেবারে স্বর্গে চলে যাবে।",ঋণ খেলাপি চাঁদাবাজ ও ব্যাংক ডাকাতিদের ভোট দিলে দেশ একেবারে স্বর্গে চলে যাবে,3,0.5915900008781356
Before Election,93,"সেই টাকায় 17 বছর বসে বসে খায়ে লন্ডনে """"""""""",সেই টাকায় বছর বসে বসে খায়ে লন্ডনে,4,0.7990377259717194
Before Election,94,তারেক শুধু বাংলাদেশ আসলেই খাম্বার সাথে বেঁধে মারবো,তারেক শুধু বাংলাদেশ আসলেই খাম্বার সাথে বেঁধে মারবো,2,0.8384471841367724
Before Election,95,শুধু খাম্বা তারেক নয় বর্তমান চাঁদাবাজ তারেক,শুধু খাম্বা তারেক নয় বর্তমান চাঁদাবাজ তারেক,2,0.8370516511700121
Before Election,96,টেম্পু স্ট্যান্ড কেনো বলে?,টেম্পু স্ট্যান্ড কেনো বলে,3,0.732706964263896
Before Election,97,"এদের বয়কট করুন সবাই মিলে, দারি পাল্লা ইনশাআল্লাহ",এদের বয়কট করুন সবাই মিলে দারি পাল্লা ইনশাআল্লাহ,3,0.8847680527265452
Before Election,98,এতদিন পরে খাম্বা তারেক নামের আসল রহস্য জানতে পারলাম,এতদিন পরে খাম্বা তারেক নামের আসল রহস্য জানতে পারলাম,1,0.8359116732490636
Before Election,99,তারেক রহমানের ময়মনসিংহ ভালুকা থানায় তার খাম্বার ফ্যাক্টরি আছে একটা,তারেক রহমানের ময়মনসিংহ ভালুকা থানায় তার খাম্বার ফ্যাক্টরি আছে একটা,2,0.7994580884097022
Before Election,100,ভোট দিবো ধানের শীর্ষে চাঁদা তুলবো মিলেমিশে,ভোট দিবো ধানের শীর্ষে চাঁদা তুলবো মিলেমিশে,0,0.49318476242269493
Before Election,101,মেয়াদ শেষ হয়ে গেছিলো মনে হয়ে খেলায় করেনি,মেয়াদ শেষ হয়ে গেছিলো মনে হয়ে খেলায় করেনি,3,0.8662785560981481
Before Election,102,গাম ভাতের সাথে মিক্সি করে খাইছে সিউর,গাম ভাতের সাথে মিক্সি করে খাইছে সিউর,0,0.5999794857629467
Before Election,103,"নেতা হচ্ছে লন্ডন ফেরত মুফতি, আর কর্মী হচ্ছে গুলিস্তানের মুফতি",নেতা হচ্ছে লন্ডন ফেরত মুফতি আর কর্মী হচ্ছে গুলিস্তানের মুফতি,0,0.8852908629555906
Before Election,104,নিশার পরিমাণ যখন একটু বেশি হয়,নিশার পরিমাণ যখন একটু বেশি হয়,0,0.2
Before Election,105,নামাজের দোয়া গুলো জানে কি না সন্দেহ আছে,নামাজের দোয়া গুলো জানে কি না সন্দেহ আছে,3,0.5994506762605984
Before Election,106,বিনোদন এ সেরা বিএনপি,বিনোদন এ সেরা বিএনপি,1,0.7313088759989899
Before Election,107,আসল রূপ দিলি তো প্রকাশ করে,আসল রূপ দিলি তো প্রকাশ করে,3,0.5982989262712506
Before Election,108,সেজন্যই জনগণ বয়কট করছে,সেজন্যই জনগণ বয়কট করছে,4,0.7303905983906891
Before Election,109,আজকে সিদ্ধান্ত নিলাম জামাত ইসলামকে ভোট দেব কোন সন্ত্রাসকে ভোট দেব না,আজকে সিদ্ধান্ত নিলাম জামাত ইসলামকে ভোট দেব কোন সন্ত্রাসকে ভোট দেব না,3,0.8661604382465087
Before Election,110,তারেক রহমান বিএনপি কে ধংস করার জন্য এইসব নেতাই যথেষ্ট,তারেক রহমান বিএনপি কে ধংস করার জন্য এইসব নেতাই যথেষ্ট,1,0.9195250906482884
Before Election,111,চাদাবাজএমনহয়,চাদাবাজএমনহয়,0,0.2
Before Election,112,বিএনপির সন্ত্রাসীদের বয়কট করুন,বিএনপির সন্ত্রাসীদের বয়কট করুন,3,0.7989772492795182
Before Election,113,খাবার সামনে দিয়ে এভাবে থ্রেড না দিলেও পারতেন কাকু,খাবার সামনে দিয়ে এভাবে থ্রেড না দিলেও পারতেন কাকু,1,0.838133337446511
Before Election,114,এরা মনে হয় পাবলিকের জুতাপেটা খাওনের সময় ঘনিয়ে আসছে,এরা মনে হয় পাবলিকের জুতাপেটা খাওনের সময় ঘনিয়ে আসছে,3,0.8392627419640503
Before Election,115,খুব ডরাইছি খাংকির পোলা আগের বাংলাদেশ এখন নাই,খুব ডরাইছি খাংকির পোলা আগের বাংলাদেশ এখন নাই,1,0.7969389618608258
Before Election,116,বিএনপি থেকে সাবধান নির্বাচনের আগেই এদের এই অবস্থা নির্বাচনের পরে কি করবে তা বুঝা যাচ্ছে।,বিএনপি থেকে সাবধান নির্বাচনের আগেই এদের এই অবস্থা নির্বাচনের পরে কি করবে তা বুঝা যাচ্ছে,0,0.8970726162515867
Before Election,117,বাংলাদেশ জাতীয়বাদী দল বিএনপি হারার জন্যই আপনার মতই চামচাই যথেষ্ট,বাংলাদেশ জাতীয়বাদী দল বিএনপি হারার জন্যই আপনার মতই চামচাই যথেষ্ট,4,0.8654218182832457
Before Election,118,"এবার যদি বিএনপি সরকার গঠন করে, বুঝতে হবে দেশের মানুষের রুচির পরিবর্তন হয়নাই।",এবার যদি বিএনপি সরকার গঠন করে বুঝতে হবে দেশের মানুষের রুচির পরিবর্তন হয়নাই,4,0.8381608266742387
Before Election,119,নব্য স্বৈরাচারকে আইনের আওতায় আনা হোক,নব্য স্বৈরাচারকে আইনের আওতায় আনা হোক,0,0.2
Before Election,120,"উনি কি বাংলাদেশী, আমার বিশ্বাস হয় না।",উনি কি বাংলাদেশী আমার বিশ্বাস হয় না,0,0.7314717622569449
Before Election,121,কলিকাতা হারবাল এর ঔষধ ইহো কলে শান্তি পরকালে মুক্তি,কলিকাতা হারবাল এর ঔষধ ইহো কলে শান্তি পরকালে মুক্তি,1,0.7977349249376878
Before Election,122,কিভাবে এই সকল লোকদেরকে বাংলাদেশের জনগণ জনপ্রতিনিধি হিসেবে নির্বাচিত করবেন?,কিভাবে এই সকল লোকদেরকে বাংলাদেশের জনগণ জনপ্রতিনিধি হিসেবে নির্বাচিত করবেন,4,0.8852630984556835
Before Election,123,দেশ এদের বাপের সম্প্রতি,দেশ এদের বাপের সম্প্রতি,3,0.731617932296702
Before Election,124,পুলিশ প্রশাসক কি করতেছে তাকে গ্রেফতার কেন করতেছে না,পুলিশ প্রশাসক কি করতেছে তাকে গ্রেফতার কেন করতেছে না,4,0.7996371489490497
Before Election,125,সার্টিফিকেট বিক্রিতে কেউ পিছিয়ে নেই,সার্টিফিকেট বিক্রিতে কেউ পিছিয়ে নেই,0,0.2
Before Election,126,বিম্পির নেতা বলতেছে জান্নাতের টিকিট কনফার্ম তাদের ভোট দিলে,বিম্পির নেতা বলতেছে জান্নাতের টিকিট কনফার্ম তাদের ভোট দিলে,4,0.548862478412335
Before Election,127,দেখেন যা ভালো বুঝেন বদ্দারা,দেখেন যা ভালো বুঝেন বদ্দারা,0,0.7975294086263263
Before Election,128,ভোটের আগেই আসল রুপ দেখিয়ে দিলে,ভোটের আগেই আসল রুপ দেখিয়ে দিলে,3,0.8386240248222356
Before Election,129,এইসব ফালতু কথা কর্মের জন্য বিএনপির ভোট নাই তাও আরও কমছে,এইসব ফালতু কথা কর্মের জন্য বিএনপির ভোট নাই তাও আরও কমছে,4,0.8635511314102322
Before Election,130,"ঐ এলাকার সকল মানুষ মনে মহিলা। সবাই মনে হয় চুরি পরে ঘরে বসে থাকে, আর ঐ চাঁদাবাজ নেতা তাদের খাওয়া পরার ব্যবস্থা করে। তাই এত বড় কথা।",ঐ এলাকার সকল মানুষ মনে মহিলা সবাই মনে হয় চুরি পরে ঘরে বসে থাকে আর ঐ চাঁদাবাজ নেতা তাদের খাওয়া পরার ব্যবস্থা করে তাই এত বড় কথা,4,0.9373518995254961
Before Election,131,"প্রকাশ্যে এরকম হুমকি, তার বিরুদ্ধে ইসি ব্যবস্থা নিয়েছে কি? জানা থাকলে জানাবেন।",প্রকাশ্যে এরকম হুমকি তার বিরুদ্ধে ইসি ব্যবস্থা নিয়েছে কি জানা থাকলে জানাবেন,1,0.7324757424386168
Before Election,132,হাসিনার থেকে কম কোথায় এই দলে,হাসিনার থেকে কম কোথায় এই দলে,4,0.7329400189288444
Before Election,133,রাজনীতির মাঠে ধর্ম ব্যবসার প্রতিযোগিতা চলছে মনে হয়!!!,রাজনীতির মাঠে ধর্ম ব্যবসার প্রতিযোগিতা চলছে মনে হয়,3,0.7994066558323104
Before Election,134,লাল পানি বেশ খেয়েছে,লাল পানি বেশ খেয়েছে,1,0.5999620515059844
Before Election,135,ধানের তো হাল্লা নাই জান্নাতে কেমনে যাবে?,ধানের তো হাল্লা নাই জান্নাতে কেমনে যাবে,0,0.83552246094787
Before Election,136,তুই কোন চ্যাটের বাল যে তোর ভয়ে অন্য কোথাও ভোট দেওয়া যাবে না,তুই কোন চ্যাটের বাল যে তোর ভয়ে অন্য কোথাও ভোট দেওয়া যাবে না,4,0.835308709908099
Before Election,137,আগে শুনতাম জামাত ধর্ম ব্যবসায়ী এতো দেখছি পাক্কা মওলানা,আগে শুনতাম জামাত ধর্ম ব্যবসায়ী এতো দেখছি পাক্কা মওলানা,3,0.7333172776581356
Before Election,138,গাজা গোর জান্নাত কনফার্ম,গাজা গোর জান্নাত কনফার্ম,3,0.5510038001631299
Before Election,139,রাজনিতির নেশায় এদের ঈমান নষ্ট হয়ে গেছে,রাজনিতির নেশায় এদের ঈমান নষ্ট হয়ে গেছে,1,0.838255827294016
Before Election,140,বিএনপি কে পচাইছে এসব নেতারা,বিএনপি কে পচাইছে এসব নেতারা,4,0.5055124223318439
Before Election,141,তাহলে ভোটের দরকার কি? গদিতে বসলেই হয়।,তাহলে ভোটের দরকার কি গদিতে বসলেই হয়,0,0.7993532498329555
Before Election,142,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,3,0.8650109464132626
Before Election,143,কিসের বি এন পি পাবে ৪২০ আসন,কিসের বি এন পি পাবে আসন,2,0.8384439729531813
Before Election,144,তাহলে আর নির্বাচন দরকার কি।,তাহলে আর নির্বাচন দরকার কি,0,0.5517708977196424
Before Election,145,চান্দাব্বাস হাদী হত্যা ভূমিকায় অপরিসীম।,চান্দাব্বাস হাদী হত্যা ভূমিকায় অপরিসীম,4,0.7330557989233637
Before Election,146,"বিচারের দাবি নাই, তাই আপাকে দেশে না এনে দাদাদের কাছেই রাখতে চায়!! নতুন বন্দোবস্ত",বিচারের দাবি নাই তাই আপাকে দেশে না এনে দাদাদের কাছেই রাখতে চায় নতুন বন্দোবস্ত,1,0.7988462073172065
Before Election,147,বিনপি তো আওমীলিগ সাথে নিতে ছে,বিনপি তো আওমীলিগ সাথে নিতে ছে,4,0.730488035714308
Before Election,148,"আপনারাই তো হাসিনার পক্ষে কথা বলেন,,এখন সুর বদল হইছে",আপনারাই তো হাসিনার পক্ষে কথা বলেন এখন সুর বদল হইছে,4,0.8393438245044443
Before Election,149,কিরে এত সহজে বাইরে গেল ভাষণ,কিরে এত সহজে বাইরে গেল ভাষণ,1,0.7321070759307683
Before Election,150,চাঁন্দা আব্বাস,চাঁন্দা আব্বাস,4,0.7297850208012601
