period,doc_id,comment,sentiment,sentiment_confidence,sentiment_source,location_raw,location_rank,location
after_forming_government,2574,"""আগে বলতি আমার বঙ্গবন্ধু,, এবার বলবি আমার জিয়া,,,,,, সেলুকাস",negative,0.6368466574158985,provided,Chittagong,1,Chattogram
after_forming_government,2575,তাহলে আমাদের ভালো লাগবে,negative,0.5639110858134568,provided,Rajshahi,1,Rajshahi
after_forming_government,2576,কথা সত্য হলেও তুই যে সংসদ সদস্য হতে পারোছ নাই এই দুঃখ আমরাও বুঝতে পারছি।,negative,0.6952540327925281,provided,Dhaka,1,Dhaka
after_forming_government,2577,তোরে দেখলে যানি কেমন কেমন লাগে রে,sarcastic_negative,0.5364425131703108,provided,Dhaka,1,Dhaka
after_forming_government,2578,মহাসুখের শেষ হলে সবকিছুতেই কষ্ট হয় সার্ভিস ভাই!,neutral,0.3321799860617445,provided,Dhaka,1,Dhaka
after_forming_government,2579,আপনার কষ্ট লাগলেও আমাদের ভালো লাগে কারণ হাড্ডি দেখলে যেমন কুত্তা দৌড় দেয় প্রধানমন্ত্রীর গাড়ি পেছনে তেমন ছাত্রদল দৌড়ায়,negative,0.3508010526513417,provided,Dhaka,1,Dhaka
after_forming_government,2580,বেটা ভোটে হেরে পাগল হয়ে গেছে ভাই চিন্তা নেই next time hobe from bd cricketer speech,sarcastic_negative,0.4859432940310787,provided,যশোর,1,যশোর
after_forming_government,2581,আহ!! সোনা গো আমার #সেও দৌড়াতে চাই,negative,0.5695427836654766,provided,Dhaka,1,Dhaka
after_forming_government,2582,মুই কোন হনুরে,negative,0.3883283831993763,provided,Dhaka,1,Dhaka
after_forming_government,2583,কষ্ট কেন পাবেন ভাই?? সামান্য তেল মারতে গিয়েছিল।,sarcastic_negative,0.4318349140942603,provided,Dhaka,1,Dhaka
after_forming_government,2584,এত তো তোমাদের গাড়ির পেছনে দৌড়াইছে তখন কষ্ট লাগে নাই,sarcastic_negative,0.3733594651636655,provided,Khulna,1,Khulna
after_forming_government,2585,Bhai amakew kosto dei,sarcastic_negative,0.4053738466999571,provided,Dhaka,1,Dhaka
after_forming_government,2586,সারজিছের কথা ঠিক আছে,positive,0.4153096742526045,provided,Dhaka,1,Dhaka
after_forming_government,2587,এটা সেই ছেলে না যে আমার বঙ্গবন্ধু আমার বঙ্গবন্ধু বলে গলার টিস্যু ছিড়ে ফেলতো?,negative,0.6726689899193411,provided,Dhaka,1,Dhaka
after_forming_government,2588,তোমার বঙ্গবন্ধুকে নিয়ে তেল দেয়া বক্তব্য কিন্তু শুনেছি!,negative,0.539120377066431,provided,Dhaka,1,Dhaka
after_forming_government,2589,বাচা একটা চাটাচাটি না করলে উপরে উঠা যায় না।উপরে উঠতে হলে নেতার জুতা চাটতে হয়। সেই জন্য প্রধানমন্ত্রী গাড়ি পিছনে দৌড়ানো লাগে।বুঝছো সারজিস,positive,0.3487491923725255,provided,Dhaka,1,Dhaka
after_forming_government,2590,তাহলে তোমার পিছে দৌড়াবে নাকি?,negative,0.4876254432754772,provided,নোয়াখালী,1,নোয়াখালী
after_forming_government,2591,তোমার পেছনে দৌড়ালে কি খুশি হতে।,negative,0.5944478419764349,provided,Dhaka,1,Dhaka
after_forming_government,2592,তুই ১৬ মাস কার গাড়ির পেছনে দৌড়ে ছিলে?,negative,0.5241940396014134,provided,Sylhet,1,Sylhet
after_forming_government,2593,আমার বঙ্গবন্ধু বলে তেলবাজী করা সারজিদ আলমের কষ্ট হওয়াটাই স্বাভাবিক,negative,0.3308537081374629,provided,সিলেট,1,Sylhet
after_forming_government,2594,কেন? তুমি দৌড়াবে?,sarcastic_negative,0.6227691408634624,provided,Dhaka,1,Dhaka
after_forming_government,2595,অন‍্যের বিষয় না দেখে তোমাদের দূর্নীতির খবর নে,negative,0.3975431857061971,provided,Dhaka,1,Dhaka
after_forming_government,2596,তেল মারতে দৌড়ায় ছাত্রদল,negative,0.5737827471218542,provided,Dhaka,1,Dhaka
after_forming_government,2597,পোদ পেতে হবে ত চা-টা চাটি করলে তো ভালো ফলন আসতে পারে সেটি হোক না মান ইজ্জত এর লড়াই,neutral,0.3676947448640196,provided,Chandpur,1,Chandpur
after_forming_government,2598,Amar chotobelar kotha mone pore. Cinemar liflet dito rickshaw te. Peson peson douratam ekta liflet paoar jonno. R pele monta h…,sarcastic_negative,0.3536682790373641,provided,Dhaka,1,Dhaka
after_forming_government,2599,Manushjon je rastai ghontar por ghonta take thake erjonnyo kosto hoi na..?!..ekhon desh gorar kaje lege gele Valo hobe...manush upokrito hobe ..,neutral,0.4056842727609782,provided,Dhaka,1,Dhaka
after_forming_government,2600,তাহলে কি ছাত্রলীগ দৌড়লে খুশি হতে,negative,0.4235424000494524,provided,Chittagong,1,Chattogram
after_forming_government,2601,তুমি কস্ট পাইলে আমাদের শান্তি লাগে,negative,0.6101583012892041,provided,Narayanganj,1,Narayanganj
after_forming_government,2602,আহা কি জ্বালা! অন্তর জ্বালা,sarcastic_negative,0.4327328035133471,provided,Dhaka,1,Dhaka
after_forming_government,2603,আরে কি মায়া! টাকলা মুরাদ ২,positive,0.4363473460998646,provided,Dhaka,1,Dhaka
after_forming_government,2604,Jole,sarcastic_negative,0.3697623071457577,provided,Dhaka,1,Dhaka
after_forming_government,2605,"""ইতে দৌরিলে দৌরগ্গই এনা, তুয়াত্তুন কা জ্বলের",negative,0.4098614726225631,provided,Chittagong,1,Chattogram
after_forming_government,2606,এত কষ্ট প্রেমিক হয়ে গেছে নাট বোল্ডর নাতি,sarcastic_negative,0.519447270822904,provided,Sylhet,1,Sylhet
after_forming_government,2607,জলে নাকি চলে সাজিস মলম,sarcastic_negative,0.385242010621116,provided,Dhaka,1,Dhaka
after_forming_government,2608,জমিদারের নাতি হোগা সার্ভিস,sarcastic_negative,0.4247470470111778,provided,Dhaka,1,Dhaka
after_forming_government,2609,"""এতো কষ্ট ,কষ্ট লাগে কেনোযে অন্তরে",sarcastic_negative,0.4247779400458639,provided,Khulna,1,Khulna
after_forming_government,2610,আর কি দেয় সোনা,positive,0.7225554304530813,provided,Chittagong,1,Chattogram
after_forming_government,2611,তুই দৌড়াইস তাইলে,negative,0.4960346039601059,provided,ঢাকা,1,Dhaka
after_forming_government,2612,তাতে তোমার এতো জ্বলে কেন আমার বুঝে আসে না,negative,0.47799794511423,provided,Dhaka,1,Dhaka
after_forming_government,2613,আপনাদের কয় পর জেল খাটাবে বিএনপি। সেটা চিন্তা করে আমাদেরো কষ্ট হয়,negative,0.6907097209251905,provided,চট্টগ্রাম,1,Chattogram
after_forming_government,2614,প্রধানমন্ত্রী বিএনপি'র ছাত্রদল দৌড়াবে না তো কে দৌড়াবে তুই,negative,0.5316005311334153,provided,Chittagong,1,Chattogram
after_forming_government,2615,তোমার সমস্যা কোথায় ?,negative,0.5235700788690436,provided,Dhaka,1,Dhaka
after_forming_government,2616,জালারে জালা অন্তরে জালা,negative,0.5497043383097092,provided,Sirajganj,1,Sirajganj
after_forming_government,2617,Jamater lungir tale dukle vlo lage,sarcastic_negative,0.3506142168685314,provided,Barisal,1,Barishal
after_forming_government,2618,"""ও মা গো তাই নাকি মোস্তাক, মায়ের চেয়ে মাসির দরদ উপচে পড়তেছি দি",negative,0.4381626790783343,provided,Kishoreganj,1,Kishoreganj
after_forming_government,2619,জ্বালারে জ্বালা অন্তর জ্বালা,negative,0.4661904930009128,provided,Dhaka,1,Dhaka
after_forming_government,2620,Tor bada oii joggota nai Togo any koyta kormi acy ncp …,sarcastic_negative,0.3791833318167687,provided,কিশোরগঞ্জ,1,কিশোরগঞ্জ
after_forming_government,2621,কেন রে তুই দৌড়াতে চাইছিলি পারিস নাই সেজন্য তোর এতো কষ্ট???,sarcastic_negative,0.5707555814280374,provided,Jashore,1,Jashore
after_forming_government,2622,আসলে দেখলে খারাপই লাগে,sarcastic_negative,0.4048733889956846,provided,Sylhet,1,Sylhet
after_forming_government,2623,আমাকেও দেয়,negative,0.7665607771991066,provided,নোয়াখালী,1,নোয়াখালী
after_forming_government,2624,হাতে বিস্কুট থাকলে কুকুর তো পিছে পিছে দৌড়াবেই,sarcastic_negative,0.3907583896930632,provided,Dhaka,1,Dhaka
after_forming_government,2625,"""শরীর চর্চা করছে,এটা স্বাভাবিক ব্যাপার,এ নিয়ে বলার কি আছে",negative,0.5735774097350125,provided,Rangpur,1,Rangpur
after_forming_government,2626,দৌড় প্রতিযোগিতা প্রথম হইতে ছায় রাকিব চাচা,negative,0.3917493111682639,provided,Narail,1,Narail
after_forming_government,2627,তুমি তোমার নিজের চিন্তা করো মিয়া। কে দৌড়ায় কে হাটে এগুলি দেইখ না,negative,0.4020450546395914,provided,Comilla,1,Cumilla
after_forming_government,2628,beta tui age july foundation er hishab de,neutral,0.4990276415344919,provided,Dhaka,1,Dhaka
after_forming_government,2629,"""কাল থেকে তুমি দৌড়াইও ভাইয়া, হাহাহা। এমন ধরনের মন্তব্য অবাঞ্ছিত",sarcastic_negative,0.4676008453865741,provided,Dhaka,1,Dhaka
after_forming_government,2630,"""ঠিকই-দৌড়াবে তো সারবিস আলম,,।",negative,0.483874221787863,provided,Dhaka,1,Dhaka
after_forming_government,2631,ওর কি সমস্যা?,sarcastic_negative,0.4251802530997176,provided,Sunamganj,1,Sunamganj
after_forming_government,2632,পলর এ্যাডা,sarcastic_negative,0.396750290090014,provided,Chittagong,1,Chattogram
after_forming_government,2633,হ্যাঁ আপনি সত্য বলেছেন,sarcastic_negative,0.5342824903455101,provided,Khulna,1,Khulna
after_forming_government,2634,এখন সবকিছু আমাদের কাছে শিখতে হবে,neutral,0.4961659501493589,provided,Dhaka,1,Dhaka
after_forming_government,2635,তোমার দৌড়ানির কিয়াল নি তে,negative,0.5085788379141172,provided,সিলেট,1,Sylhet
after_forming_government,2636,ছাত্রদলের কর্মকাণ্ড দেখলে মনে হয় ছাত্রলীগের রাজনীতি অনেক সম্মানের ছিল!ছাত্রদলের আচরণ লজ্জাজনক!,positive,0.4098856578402603,provided,Chittagong,1,Chattogram
after_forming_government,2637,পা চেটে যখন বেশি চাটে তখন ওইকাজ করে,positive,0.3728733362165656,provided,Rangpur,1,Rangpur
after_forming_government,2638,বেশি কষ্ট পেলে বুড়িগঙ্গার পানি খান কষ্ট দূর হয়ে যাবে,sarcastic_negative,0.3207824351676874,provided,Cox's Bazar,1,Cox's Bazar
after_forming_government,2639,Vai tumi je kono np na taw amn vab koro tumi np theke boro kico Np der pico pico goro,neutral,0.3592234209419568,provided,Dhaka,1,Dhaka
after_forming_government,2640,তোহ তুরা দৌড়া,sarcastic_negative,0.3753994981227525,provided,Dhaka,1,Dhaka
after_forming_government,2641,Manush khocha mara o bujhe na ha ha bujhbe kmne leader tader HSC pass mile mishe korbe kaz mane chanda,sarcastic_negative,0.4431995627113381,provided,Narayanganj,1,Narayanganj
after_forming_government,2642,হেতে এখন ছাত্রদলের উপদেষ্টা হবার চায়। মার থেকে মাসির দরদ উৎলে উঠছে,neutral,0.841663781863163,provided,Dhaka,1,Dhaka
after_forming_government,2643,আমাদের কে ও কষ্ট দেয় কিন্তু আমার কষ্টে ছুটে হাসি,negative,0.5820386327055566,provided,Sylhet,1,Sylhet
after_forming_government,2644,এইখানে সার্ভিস ভাই কেন কষ্ট পাচ্ছে সেটাই বুঝতে পারবে না আমাদের বয়স্ক সংঘঠন,negative,0.7727684962827396,provided,Dhaka,1,Dhaka
after_forming_government,2645,"""সেটাই তো দৌড়ানোর কি আছে রে ভাই,, মানে ব্যক্তিত্ব বইলা কিছু নাই",negative,0.3794386086964679,provided,Dhaka,1,Dhaka
after_forming_government,2646,কেমন কষ্ট?,sarcastic_negative,0.4606337277899264,provided,Sylhet,1,Sylhet
after_forming_government,2647,"""তুমি যে আপা আগা করতা, আমার আমার৷ ----------",negative,0.5816373828446547,provided,সিলেট,1,Sylhet
after_forming_government,2648,Chata chati,sarcastic_negative,0.4349698343401658,provided,Dhaka,1,Dhaka
after_forming_government,2649,মায়ের থেকে মাসির দরদ বেশি,negative,0.4588073115540427,provided,Dhaka,1,Dhaka
after_forming_government,2650,তোমাকে সুযোগ দিলে কাল থেকে আরও জোড়ে দৌড়ানো শুরু করবা।,negative,0.4176344421250634,provided,Dhaka,1,Dhaka
after_forming_government,2651,যো দৌড়ায় তার কষ্ট লজ্জা প্যারা কিছুই তুমি শুধু শুধু প্যারা নাও কেন।,sarcastic_negative,0.494985169376351,provided,Dhaka,1,Dhaka
after_forming_government,2652,ওবায়দুল কাদের বলেছিল খালি দৌড়াচ্ছে,positive,0.5812698647281835,provided,Dhaka,1,Dhaka
after_forming_government,2653,সারা জীবন মন্ত্রীর পিছনে দাঁড়িয়ে থাকা মানুষ আজ কি বলে,sarcastic_negative,0.3016541356131491,provided,Dhaka,1,Dhaka
after_forming_government,2654,সারজিস আবার সংসদ সদস্য কবে হলো? নিউজে তাই লেখা,sarcastic_negative,0.5271215308450146,provided,রংপুর,1,Rangpur
after_forming_government,2655,একটু চাটা চাটি না করলে কি আর হয়,positive,0.3043877460508923,provided,Rajshahi,1,Rajshahi
after_forming_government,2656,তোমার এতো কষ্ট কেন?,sarcastic_negative,0.4357280164759881,provided,Dhaka,1,Dhaka
after_forming_government,2657,জ্বলে হা আমি যদি দৌড়াতে পাইতাম। এভাবে ই হিংসা করে শেখ হাসিনার ঘনঘটা বাজিয়েছি।,negative,0.5037190280731929,provided,Sylhet,1,Sylhet
after_forming_government,2658,উড়িষ্যার তেল মারে,sarcastic_negative,0.3185752061450689,provided,গাজীপুর,1,Gazipur
after_forming_government,2659,আসলেই তার কোন মূল্যেই নাই,negative,0.3629058761505773,provided,Dhaka,1,Dhaka
after_forming_government,2660,"""কষ্টের কি আছে বাড়া,",negative,0.3612159262182089,provided,Thakurgaon,1,Thakurgaon
after_forming_government,2661,হাসিনারে যখন তেলাইতেন তখন খুব সুখ সুখ লাগছে।আমাদের এনসিপি সাহেবর।,negative,0.6163635913333972,provided,ঢাকা,1,Dhaka
after_forming_government,2662,তুমি এমপি হও নাই তাই আমরা কষ্ট পাইছি,negative,0.4212104991238544,provided,Dhaka,1,Dhaka
after_forming_government,2663,কেন ভাই জায়গা টা কি আপনার লাগবে!!!,sarcastic_negative,0.6468862782967726,provided,Chittagong,1,Chattogram
after_forming_government,2664,কারণ তুমি দৌড়াতে পারো না,sarcastic_negative,0.5704363184919644,provided,ঢাকা,1,Dhaka
after_forming_government,2665,কতবড় মায়াশীল ব্যক্তি রে,negative,0.2910274016700619,provided,Dhaka,1,Dhaka
after_forming_government,2666,নিজেরাও তো কম দৌড়ান নাই,negative,0.4993121633551019,provided,Dhaka,1,Dhaka
after_forming_government,2667,তুই দৌড়া,negative,0.4225960984868109,provided,Dhaka,1,Dhaka
after_forming_government,2668,জামাতের নির্বাচনী জনসভায় সাদিক কায়েমদের বক্তব্য প্রচারণায় এনসিপির কলিজা ঠান্ডা হয়ে যায়,sarcastic_negative,0.4091860363147995,provided,ঢাকা,1,Dhaka
after_forming_government,2669,তো তুই হোন দে যাই,negative,0.4273454499052153,provided,ঢাকা,1,Dhaka
after_forming_government,2670,যে দৌর দিছে অলিম্পিক এ একটা মেডেল তার জন্ন্য রাখা উছিৎ ভাবা যায় ছাত্র সংগঠনের সভাপতির কারবার হইলো এই,negative,0.5442104432761063,provided,Dhaka,1,Dhaka
after_forming_government,2671,লীগের যখন পা চেটে ছিল তখন কষ্ট লাগেনি,sarcastic_negative,0.4011678797335719,provided,ঠাকুরগাঁও,1,ঠাকুরগাঁও
after_forming_government,2672,বাশ টা দিছে একেবারে জায়গা মত।,positive,0.4293228520221958,provided,চট্টগ্রাম,1,Chattogram
after_forming_government,2673,Botder sob kichutei JOLE,sarcastic_negative,0.3242376439196158,provided,Dhaka,1,Dhaka
after_forming_government,2674,"""এক সময় তিনিও আওয়ামী লীগের নেতাকর্মীদের পিছনে ঠিক এই ভাবেই দৌড়ে বেরাতেন, তাই সে কষ্টটা বুঝতে পারছেন",negative,0.3804839476562135,provided,Dhaka,1,Dhaka
after_forming_government,2675,যারা দৌড়ায় তাদের কষ্ট লাগে না,sarcastic_negative,0.3506762500052108,provided,Dhaka,1,Dhaka
