Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review,period,period_order,source_file
এজন্যই ত জাতি এঁদের থেকে মুখ ফিরিয়ে নিয়েছে।,,,,Negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
দম্ভ ধ্বংস হোক,,,,Negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
এরকম কিছু পাগল না থাকলে নির্বাচনীয় মাঠ গরম হয় না।,,,,Sarcastic_negative,0.358722572744955,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ভোট দিবো কিশে ধানের শীষে,,,,Sarcastic_negative,0.3764218977244323,model_autofill,True,before_election,1,Before Election some annotated.final.csv
আপনাদের জরিপটা সুন্দর লাগলো এটাই বাস্তব আর অন্যগুলোতে সবাই শক্ত অবস্থায় আছে সেখান থেকে কিছু সিট বিএনপি পাবে মোটামুটি,,,,Negative,0.4313035481407538,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনশাআল্লাহ ধানের শীষ আমি আসা করি বিএনপি ক্ষমায় আসলে বাংলাদেশ নতুন বাংলাদেশ হয়ে উঠবে আবার,,,,Positive,0.3888618732885247,model_autofill,True,before_election,1,Before Election some annotated.final.csv
যে মন পঞ্চগড় এক আসন বিএনপি ধানের শীষ জিতবে,,,,Negative,0.3710931207585661,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কুমিল্লা নাঙ্গলকোট আসন বিএনপি বিশাল ভোটে জয় লাভ করবে,,,,Negative,0.4245893477097406,model_autofill,True,before_election,1,Before Election some annotated.final.csv
পাগলের সুখ নাকি মনে মনে এই পাগলামি নির্বাচনের পরে কোথায় থাকবে আপনার,,,,Sarcastic_negative,0.3974279248765706,model_autofill,True,before_election,1,Before Election some annotated.final.csv
আমাদের মুন্সিগন্জ জেলার ২ নং আসন লৌহজং ও টংগি বাড়ি এডভোকেট আব্দুল সালাম আজাদ ১০০% নিসচিত ইনশাআল্লাহ,,,,Positive,0.4015293461559579,model_autofill,True,before_election,1,Before Election some annotated.final.csv
এই খবর দেখে আপনারা বিএনপির ভাইরা আনন্দে গদ গদ ইয়েন না। ফলাফল ঘরে তোলা পর্যন্ত অতন্দ্র প্রহরীর মত ভোট কেন্দ্র পাহারা দিবেন ।সবার বড় দায়িত্ব মহিলাদের ভোট কেন্দ্রে নিয়ে ভোট দেয়ানো ।ভোট দেয়ার পর মহিলাদের সম্মানের সহিত বাড়িতে পৌছে দিতে হবে,,,,Negative,0.3463660435939149,model_autofill,True,before_election,1,Before Election some annotated.final.csv
আপনার ধারণা অনেকটাই সত্য।,,,,Sarcastic_negative,0.3945308511343631,model_autofill,True,before_election,1,Before Election some annotated.final.csv
সঠিক মোট ২২০ পাবে,,,,Neutral,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
লক্ষীপুর জেলায় কোন আসন না পেলেও লক্ষীপুর ৪ শতভাগ নিশ্চিত ইনশাআল্লাহ,,,,Negative,0.4124160002511469,model_autofill,True,before_election,1,Before Election some annotated.final.csv
নোয়াখালী পাঁচ ফখরুল ইসলাম 100%,,,,Sarcastic_negative,0.359081012699225,model_autofill,True,before_election,1,Before Election some annotated.final.csv
হবিগঞ্জ সদর আছে নাম্বার ওয়ান আলকাত জি কে গোস বিপুল পুরে পাস হইবো বিপুল ভোটে,,,,Neutral,0.3805419618236991,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কিসের বি এন পি পাবে ৪২০ আসন,,,,Sarcastic_negative,0.3265408016735785,model_autofill,True,before_election,1,Before Election some annotated.final.csv
তাহলে আর নির্বাচন দরকার কি।,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
আপনার জরিপ আমার খুব পছন্দ হয়েছে তবে আরও বেশি আসন পাবে বিএনপি,,,,Negative,0.4336161007685713,model_autofill,True,before_election,1,Before Election some annotated.final.csv
২৮ কুড়িগ্রাম ৪ বিএন পি জয় নিশ্চিত ইনশাআল্লাহ।,,,,Negative,0.4054594136920282,model_autofill,True,before_election,1,Before Election some annotated.final.csv
চুয়াডাঙ্গা এক আসন জেলা বিএনপি ৭০% ভোটার এগিয়ে আছে চুয়াডাঙ্গা শরিফুজ্জামান শরীফ ভাই এমপি প্রার্থী হবে,,,,Neutral,0.3741960914902328,model_autofill,True,before_election,1,Before Election some annotated.final.csv
সময় টিভি কে জয় বাংলা করা হবে শনিবার দিন,,,,Neutral,0.5806079873465927,model_autofill,False,before_election,1,Before Election some annotated.final.csv
এত বড় গুনিনরা যখন গননা করে দিয়েছে তখন আর ভোটের দরকার কি? রাত থেকেই ফ্যামিলি কার্ড দেওয়া শুরু করে দিক।,,,,Positive,0.4668672540024078,model_autofill,True,before_election,1,Before Election some annotated.final.csv
এমন ততথো উঠে আসে সুধু সময় টিভিতে,,,,Sarcastic_negative,0.3255703497930992,model_autofill,True,before_election,1,Before Election some annotated.final.csv
মিডিয়া তো দেখছি ১দলিয় কাজ করছে,,,,Negative,0.3503198650234009,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বিএনপির ইশরাকের কর্মীরা রাতে ভোট দিতে গিয়ে জনতার কাছে ধরা। ভোটকেন্দ্র পাহারা দাও ছাত্র-জনতা।,,,,Sarcastic_negative,0.3270333264028073,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনশাআল্লাহ বিজয় আমাদের,,,,Negative,0.4211995810599845,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"ইনশাআল্লাহ ধানের শীষের বিজয় সুনিশ্চিত

",,,,Positive,0.4343673718104231,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"সবাই নাহিদ ভাইকেই দেয়া উচিৎ,,, বিএনপি আওয়ামিলীগ অনেকবার পাওয়ারে আসছে, জনগ উপর শুধু জুলুম করছে তারা,,আল্লাহ দেশের মানুষ কে হেফাজত করুক,, জালিমের হাত থেকে,,",,,,Negative,0.3908866295437817,model_autofill,True,before_election,1,Before Election some annotated.final.csv
নাহিদ ভাই নিশ্চিত ১০০%,,,,Neutral,0.3413520438351543,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"নতুন প্রজন্ম ভোট দিবে নাহিদ শাপলা কলি কে,,,কিন্তু পুরান আমলের মানুস ভোট দিবে ধানের শীষ",,,,Sarcastic_negative,0.3834399217087537,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কাইয়ুম জিতবে,,,,Sarcastic_negative,0.3782682541297436,model_autofill,True,before_election,1,Before Election some annotated.final.csv
শাপলা কলি,,,,Sarcastic_negative,0.3285096052915726,model_autofill,True,before_election,1,Before Election some annotated.final.csv
শাপলাকলি,,,,Neutral,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
এবার প্রথম ভোট ধানের শীষেই দেবো ইনশাআল্লাহ।,,,,Positive,0.5034707459236973,model_autofill,False,before_election,1,Before Election some annotated.final.csv
মোবাইলে কল দিয়ে ভোট চাচ্ছে এর মানে বুজতে হবে নির্বাচনে অবৈধ ভাবে টাকা করতেছে,,,,Sarcastic_negative,0.4053640906598209,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইত্তেফাক গুটিকয়েক জামায়াত নিয়ে ভোটের জরিপ করে জনগণকে বিভ্রান্ত করার চেষ্টা করতেছে...!! আশাকরি আগামী ১২/০২/২০২৬ইং তাদের এই ভাঁওতাবাজির মুখোশ উন্মোচন হবে ইনশাআল্লাহ।,,,,Negative,0.3501396738456788,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কতো পন্ডিত এখনও বলে নাহিদরে নাকি ঢাকা ১১ র অর্ধেক মানুষও চিনে না,,,,Negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
"মানুষকে টাকা দিয়ে যোর যবদস্তি করে কেনা যাইনা,,ব্যাবহার এবং ভালোবাসায় মুগ্ধ হয়ে যাই",,,,Positive,0.4218644770171912,model_autofill,True,before_election,1,Before Election some annotated.final.csv
আর কিছি লোক ধরে নিয়ে কথা বলেন,,,,Positive,0.5155819057006609,model_autofill,False,before_election,1,Before Election some annotated.final.csv
ধানের শীষের বিজয় ইনশাআল্লাহ,,,,Positive,0.4413310263214562,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ময়লা কোথায় ফালাতে হবে সেটাই জানেনা- ভোটের ভালো জায়গা খুঁজে পাবে কি করে!,,,,Neutral,0.4319594666140109,model_autofill,True,before_election,1,Before Election some annotated.final.csv
নাহিদ ভাইয়ের বিজয় হবেই ইনশাআল্লাহ,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
আমার হাতপাখার কথা কেউ কয় না কে,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
শাফলা কলি,,,,Sarcastic_negative,0.3285096052915726,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বিজয় নিশ্চিত নাহিদ ভাই,,,,Neutral,0.3547583493576833,model_autofill,True,before_election,1,Before Election some annotated.final.csv
দল নয় এক জন সৎ এবং যোগ্য ব্যাক্তি কে ভোট দিন ইন শাহ আল্লাহ্।,,,,Positive,0.3268721466252472,model_autofill,True,before_election,1,Before Election some annotated.final.csv
শাপলা কলি নাহিদ কে,,,,Sarcastic_negative,0.3478154076954344,model_autofill,True,before_election,1,Before Election some annotated.final.csv
সুন্দর প্রতিবেদন প্রকাশ।,,,,Negative,0.3971353194508014,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনকিলাব জিন্দাবাদ,,,,Sarcastic_negative,0.3385000540347216,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কাকি চাঁদাবাজির কথা বইলা বিএনপির পোন মারি দিছে,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
সাড়া বাংলাদেশ জাতীয়তাবাদী সন্ত্রাসী সংগঠন মানুকে ভয় দেখিয়ে ভোট সেন্টারে না যাওয়ার জন্য । গেলে হত্যার করা হবে এখনি সময় রুখে দিতে হবে,,,,Neutral,0.3904763627780037,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইত্তেফাক জামাতি মাল,,,,Negative,0.4349614797474855,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কার সাথে কিসের তুলনা।কই কাইউম ভাই আরও কই গোপালভার,,,,Sarcastic_negative,0.3386543744473763,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বাড্ডা নতুনবাজারসহ সর্বত্র কাইউমের যে চাদার মহরা চলে এর থেকে রক্ষা পেতে শাপলাকলির বিকল্প নাই,,,,Negative,0.3918432038548743,model_autofill,True,before_election,1,Before Election some annotated.final.csv
এসব লোক ধরে নিয়ে কথা বলতেছে আমরা জানি । বাড্ডাতে বিএনপি বেশী যখন সিটি কর্পোরেশন নির্বাচন হয়েছে তখন ও দেখছি ।,,,,Negative,0.3972484096725463,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"যত যাই বলো,বিজয় এবার দাঁড়িপাল্লার,",,,,Positive,0.3787476234645962,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বিএনপির বিকল্প নেই ঠিক বলেছেন।,,,,Negative,0.3517877197709286,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"এম এ কাইয়ুম ভাই, ধানের শীষ ইনশাআল্লাহ !",,,,Positive,0.4338005263116333,model_autofill,True,before_election,1,Before Election some annotated.final.csv
দল মত ধর্ম বর্ণ নির্বিশেষে - ভোট দিবো সবাই ধানের শীষে,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
নাহিদ ইসলাম জিতবে ইনশাআল্লাহ,,,,Negative,0.3820596158099593,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ভোটের দিনেই বুঝতে পারবে নাহিদ তার জামানত নিয়ে বাসায় যেতে পারবে না,,,,Negative,0.4385186812302257,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনশাআল্লাহ শাপলা কলি,,,,Negative,0.388400425022744,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ফেসবুকের জড়িপে জিতে গেছে শাপলা কলি,,,,Sarcastic_negative,0.3829005179266579,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
গোপাল ভাড় নাহিদ বিপুল ভোটে পরাজিত হবে,,,,Neutral,0.4839700771553928,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
নাহিদ তো রাজাকার দের দলে যোগ দিছে,,,,Negative,0.3941921945552416,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ধানের শীষ,,,,Sarcastic_negative,0.3401039761586544,model_autofill,True,before_election,1,Before Election some annotated.final.csv
নাহিদ ভাই পাশ করুক এটা মনেপ্রাণে চাই,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
ঢাকার মানুষের কৃতজ্ঞতা,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
কায়ুম ভাই বিএনপি,,,,Negative,0.4128223890177988,model_autofill,True,before_election,1,Before Election some annotated.final.csv
মাশাআল্লাহ জাযাকাল্লাহ খায়ের,,,,Negative,0.3545275051039337,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ঢাকা নয় হাবিব ভাই,,,,Negative,0.3242515514664212,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বদ্দা কিন্তু ডাকসুতেও ছাত্রদলকে জিতাইছিলেন,,,,Sarcastic_negative,0.3790936700586521,model_autofill,True,before_election,1,Before Election some annotated.final.csv
থাকবো সবাই মিলে মিশে ভোট দিবো ধানের শীষে,,,,Sarcastic_negative,0.3974233348289977,model_autofill,True,before_election,1,Before Election some annotated.final.csv
দুই পক্ষেই দেখি চরম চাপাবাজি চলতেছে। বিএনপি যদিও জিতে ১৬০/১৬৫ এর বেশি পাবেনা। তবে বিএনপি এইবার জিতার সম্ভাবনা কম।,,,,Negative,0.3865411469323845,model_autofill,True,before_election,1,Before Election some annotated.final.csv
জামাত এগারো দলীয় জোট 150 + পাবে।,,,,Negative,0.3675978556504167,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কমেন্ট দেখলে বুঝা যায় জামাত কোন লেভেলের বট তৈরি করে রাখছে...!!!,,,,Negative,0.3785277094893735,model_autofill,True,before_election,1,Before Election some annotated.final.csv
এই তথাকথিত বুদ্ধিজীবিদের অতিরিক্ত আত্নবিশ্বাসই হয়তো বিএনপিকে ডুবাতে যথেষ্ট।,,,,Negative,0.4631853684095318,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"এইসব পেইড দালালরা ছাড়া কেউই বলছেনা বিএনপি ক্ষমতায় আসবে।যদি নির্বাচন সুষ্ঠ হয় বিএনপি সর্বোচ্চ একশ সিট পাবে,পরে মিলিয়ে নিবেন।",,,,Negative,0.4443303146922283,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বুদ্ধিজীবি ১২ কোটি ভোটারের মনের খবর জানে,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
উনি ঢাকায় বসে ডাকসু নির্বাচনে ফতুয়া দিয়েছিল সেদিক থেকে বুঝেছি হেতার মাথায় কিছুই নাই,,,,Negative,0.3388815228018915,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনার মুখে কয়েকদিন আগে শুনলাম বিএনপি ২৫০+ আসন পাবে আজকে শুনি ২০০+,,,,Negative,0.4303449390919848,model_autofill,True,before_election,1,Before Election some annotated.final.csv
সস্তা বুদ্ধিজীবী!,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
রুমিন আপার প্রেডিকশনটা যদি একটু করে দিতেন!!,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
জাহিদ ভাইয়ের মুখ বন্ধ করার জন্যই মানুষ জামাতকে ভোট দেবে,,,,Negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
"জামাতের ইশতিহারে ইসলামকে নৈতিকতা, দায়িত্বশীলতা ও মানবকল্যাণের দর্শন হিসেবে তুলে ধরা হয়েছে। শরিয়াহ বলতে শুধু দণ্ডবিধি নয়; বরং ন্যায়বিচার, দুর্নীতিমুক্ত শাসন, মানবিক মর্যাদা, সামাজিক নিরাপত্তা ও জবাবদিহিকে অগ্রাধিকার দেওয়া হয়েছে",,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
"এই যদি বিনপি বুদ্ধিজীবির অবস্থা হয়, এই দল বেশি দুর যাবে না।",,,,Negative,0.4938557890503228,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ডাকসুর মত হবে ইনশাআল্লাহ।,,,,Positive,0.417953621404542,model_autofill,True,before_election,1,Before Election some annotated.final.csv
পাগলা পানি খাইছে,,,,Sarcastic_negative,0.3746429690935231,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"বহু বছর আওয়ামী লীগ সরকার দেখেছি , বহু বছর বিএনপি সরকার দেখেছি , একবার জামাত সরকার দেখতে চাই ।",,,,Negative,0.3845928545577431,model_autofill,True,before_election,1,Before Election some annotated.final.csv
আগে থেকে রাস্তা তৈরি,,,,Negative,0.3360915195737047,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"জনগন বিএনপির মিছিল মিটিংয়ে যায়। কিন্তু, ভোট দিবে বলতেছে দাঁড়িপাল্লায়",,,,Negative,0.32621095809741,model_autofill,True,before_election,1,Before Election some annotated.final.csv
তোর কথা যেন সত্যি হয় যেমন সত্যি হয়েছিল ডাকসু নির্বাচনে,,,,Sarcastic_negative,0.3449617598092597,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ছাপরি,,,,Negative,0.3333694265496635,model_autofill,True,before_election,1,Before Election some annotated.final.csv
জেন ঝি ৪ কোটি ভোটার ইনসাফ কে ভোট দিবে।,,,,Positive,0.4497910096592817,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বস্তাপচা বুদ্ধিজীবী!,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
কাচা গান্জা খাইছে।,,,,Sarcastic_negative,0.3362865189043371,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ভদ্রলোকের বক্তব্য আগে দেখতাম। কিন্তু ইদানীং ওনার কথাবার্তা তৃতীয় শ্রেণীর ব্যক্তিবর্গের থেকেও নিকৃষ্ট মানের।,,,,Positive,0.3939575043237953,model_autofill,True,before_election,1,Before Election some annotated.final.csv
কিসের বুদ্ধিজীবি ওনার মাথায় তো কুত্তার গু বরা,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
ওগুলো ভারতের মাল ও বুঝতে পারছে জামাত ক্ষমতায় আসলে আমার টকশোতে আর ভ্যালু থাকবে না এই জন্যই এগুলো বলতেছে।,,,,Negative,0.4071726846475164,model_autofill,True,before_election,1,Before Election some annotated.final.csv
"বিএনপি জিতবে না ওকে ফাইন, তাহলে জামাতের আমিরকে প্রশ্ন করেন কেনো বিএনপির সাথে জাতীয় সরকার গঠন করতে চাচ্ছে?? জামাতের দল কানা সমর্থকদের বলছি?",,,,Negative,0.4458883350865077,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বাটপার,,,,Negative,0.4809830535735718,model_autofill,True,before_election,1,Before Election some annotated.final.csv
হাসের খবর কি দালাল,,,,Sarcastic_negative,0.3253638850542827,model_autofill,True,before_election,1,Before Election some annotated.final.csv
বিএনপি ২০০ আসন ক্রস করবেই ফেইল করে ২২৫ জামায়াতে ইসলাম ৭৫ বিএনপি।Loud & Clear,,,,Negative,0.4318164213721866,model_autofill,True,before_election,1,Before Election some annotated.final.csv
মহা পন্ডিত যে ডাকসুর প্রেডিকশন করলো তাতে তো বিএনপি গো হারা হারল,,,,Negative,0.4434396871871086,model_autofill,True,before_election,1,Before Election some annotated.final.csv
এই ছাগল তুই মনে করলেই কি আর না করলেই কি তুই ওখানে বসে সারাদেশের জনগণের মনে কি আছে তুই জানোস পাগল ছাগল সব টকশোতে ধরে নিয়ে আসে ভিউ বাড়ানোর জন্য,,,,Negative,0.4044080156442343,model_autofill,True,before_election,1,Before Election some annotated.final.csv
জাহেদ় ভাই সঠিক বলছেন,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
এদের কে কেন অনুষ্ঠানে আনেন এরা বিএনপি পন্থী,,,,Sarcastic_negative,0.3480575304852525,model_autofill,True,before_election,1,Before Election some annotated.final.csv
তোমার মুখের কথা মুখেই থেকে যাবে তোমার ধারণা নাই এসব তেল মারা কথা,,,,Sarcastic_negative,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
আলহামদুলিল্লাহ দাঁড়িপাল্লা,,,,Positive,1.0,manual_second_pass,False,before_election,1,Before Election some annotated.final.csv
ইনশাআল্লাহ বি এন পি সরকার গঠন করবে,,,,Positive,0.3963878272623489,model_autofill,True,before_election,1,Before Election some annotated.final.csv
উনি এই সমস্ত চিন্তায় বেশি ছিল।,,,,Negative,0.4876500583526778,model_autofill,True,before_election,1,Before Election some annotated.final.csv
তুমি কেন মনে করবা তুমি খাইচো না আরো খাওয়ার অপেক্ষায় আছো না ?,,,,Sarcastic_negative,0.3566550633923848,model_autofill,True,before_election,1,Before Election some annotated.final.csv
তুমি কি বুদ্ধিজীবী,,,,Sarcastic_negative,0.4483303444366572,model_autofill,True,before_election,1,Before Election some annotated.final.csv
ইনশাআল্লাহ,,,,Positive,0.3860122329985906,model_autofill,True,before_election,1,Before Election some annotated.final.csv
